"idVariaveisFisicasQuimicasDaAgua";"idCampanha";"idSitio";"dataMedida";"horaMedida";"profundidade";"secchi";"batimetria";"F";"Cl";"NNO3";"PPO43";"SSO42";"Li";"Na";"NNH4";"K";"Mg";"Ca";"clorofila";"feofitina";"turbidez";"NT";"PT";"TDC"
"325";"1409";"14091";"2006-08-10";"08:44:00";"0";"7.0999999046";"50.599998474";"47.7643013";"1.3708800077";"140.61399841";"8.8181800842";"0.1483400017";\N;"2.894010067";"6.6688699722";"1.6473499537";"1.461220026";"4.186920166";"0.4193719923";\N;\N;"0.4923329949";"5.4516100883";"4.0590000153"
"326";"1409";"14091";"2006-08-10";"08:44:00";"50";\N;"50.599998474";"46.400299072";"1.2927299738";"153.03599548";"6.6971302032";"0.1566080004";\N;"2.8373799324";"1.2504099607";"1.6370899677";"1.5665700436";"4.3974499702";"0";\N;\N;"0.1965599954";"10.548399925";"3.8770000935"
"327";"1409";"14092";"2006-08-11";"07:50:00";"0";"7";"62.200000763";"30.591999054";"1.8602399826";"142.34399414";"10.515000343";"0.1777700037";\N;"3.0518500805";"7.5024800301";"1.6726499796";"1.4476200342";"4.1635699272";"0.0792979971";\N;\N;"1.083130002";"4.6774201393";"4.1069998741"
"328";"1409";"14092";"2006-08-11";"07:50:00";"55";\N;"62.200000763";"55.796699524";"1.3195199966";"183.85099792";"7.1539697647";"0.1564279944";\N;"2.8489100933";"1.2504099607";"1.5830700397";"1.3978199959";"4.0716199875";"0";\N;\N;"0.738499999";"6.8387098312";"4.3979997635"
"329";"1409";"14093";"2006-08-10";"08:16:00";"0";"7.6999998093";"40.5";"36.998100281";"1.2176300287";"112.58300018";"7.0560798645";"0.1564120054";\N;"2.847340107";"3.751240015";"1.6234200001";"1.4088900089";"4.0161600113";"0.1748079956";\N;\N;"0.294840008";"3.5483899117";"4.0799999237"
"330";"1409";"14093";"2006-08-10";"08:16:00";"39";\N;"40.5";"39.556999207";"1.1879700422";"138.74899292";"6.8929200172";"0.1388279945";\N;"2.5814700127";"4.5848498344";"1.4592900276";"1.3300499916";"4.0212697983";"0";\N;\N;"0.1969330013";"6.9677400589";"4.001999855"
"331";"1409";"14094";"2006-08-10";"10:35:00";"0";"3.0999999046";"3.0999999046";"35.313499451";"0.8648830056";"99.917701721";"11.396100044";"0.0996987";\N;"1.7623699903";"5.4184598923";"1.0031599998";"0.7866809964";"2.4570400715";"0";\N;\N;"1.7724000216";"3.9032299519";"3.2130000591"
"332";"1403";"14095";"2005-11-15";"15:00:00";"0";"3";"4";"25.211799622";"1.1506799459";"171.06700134";"8.5571298599";"0.1669870019";\N;"2.5830500126";"0";"1.6541899443";"1.658100009";"4.3576798439";"13.789999962";\N;\N;"1.8363800049";"2.833329916";"3.7850000858"
"333";"1403";"14096";"2005-11-15";"09:25:00";"0";"5.6999998093";"51";"43.450801849";"0.7242720127";"91.633499146";"9.3076601028";"0.0922382027";\N;"1.3475799561";"0";"0.8691239953";"0.7643190026";"3.4137399197";"18.309999466";\N;\N;"1.8363800049";"2.833329916";"1.7760000229"
"334";"1403";"14096";"2005-11-15";"09:25:00";"50";\N;"51";"35.523300171";"0.567013979";"93.881599426";"10.678199768";"0.0790764019";\N;"1.1813499928";"0";"0.7385079861";"0.8991810083";"3.6345000267";"10.930000305";\N;\N;"1.695119977";"5.0999999046";"3.8029999733"
"335";"1403";"14097";"2005-11-14";"08:20:00";"0";"7.4000000954";"38";"23.125";"1.2657300234";"138.48599243";"7.8392400742";"0.1630810052";\N;"2.6333899498";"0";"1.640509963";"1.2166199684";"3.5666298866";"22.979999542";\N;\N;"1.5538599491";"1.9333300591";"2.8659999371"
"336";"1403";"14097";"2005-11-14";"08:20:00";"42";\N;"38";"20.898300171";"0.6592649817";"116.4489975";"7.8392400742";"0.0953887999";\N;"1.3234599829";"0.4168039858";"0.7768039703";"0.8256409764";"2.9178800583";"13.050000191";\N;\N;"1.8363800049";"3.9000000954";"3.7190001011"
"337";"1403";"14098";"2005-11-14";"13:00:00";"0";"5.8000001907";"57";"40.722801208";"1.6444300413";"181.07200623";"10.123399734";"0.1672910005";\N;"2.9065999985";"0";"1.5987999439";"1.1931099892";"3.6107800007";"17.420000076";\N;\N;"0.2354329973";"7.5999999046";"2.5380001068"
"338";"1403";"14098";"2005-11-14";"13:00:00";"56.5";\N;"57";"35.878898621";"1.4127299786";"243.95700073";"7.7739701271";"0.2035340071";\N;"2.7550499439";"0";"1.6993199587";"1.8005700111";"3.8286099434";"12.649999619";\N;\N;"1.5538599491";"16.700000763";"4.0739998817"
"339";"1403";"14099";"2005-11-14";"10:35:00";"0";"5.1999998093";"5.5";"36.945598602";"1.8125699759";"173.41799927";"12.11400032";"0.1648200005";\N;"3.1079599857";"0";"1.6097400188";"1.7088099718";"5.1374201775";"16.010000229";\N;\N;"0.1883469969";"6.7333297729";"4.1079998016"
"340";"1403";"14099";"2005-11-14";"10:35:00";"16";\N;"5.5";"29.367900848";"1.7457000017";"247.23500061";"9.9602899551";"0.2131929994";\N;"3.1934399605";"0.8336089849";"1.7239400148";"1.705360055";"3.8515999317";"15.350000381";\N;\N;"2.0247299671";"14.066699982";"4.0479998589"
"341";"1506";"15181";"2006-04-06";"10:00:00";"0";"5.5";"93";"24.232500076";"1.2662899494";"94.355102539";"8.2634496689";"0.1391080022";\N;"2.8462901115";"2.5008299351";"1.5734900236";"1.1232600212";"3.3666799068";"0.0040474599";\N;\N;"0.2403330058";"11.225799561";"4.8099999428"
"342";"1506";"15181";"2006-04-06";"10:00:00";"95";\N;"93";"62.756599426";"1.8771799803";"331.76501465";"7.9697599411";"0.2474330068";\N;"3.3108999729";"17.089000702";"1.8114800453";"1.1691299677";"3.526129961";"0";\N;\N;"0.480666995";"11";"3.8069999218"
"343";"1506";"15182";"2006-04-06";"08:55:00";"0";"5.1999998093";"74";"38.921699524";"1.3028299809";"90.229400635";"9.6013402939";"0.1415150017";\N;"2.8599200249";"0.8336089849";"1.5721299648";"1.1527700424";"4.9352798462";"0";\N;\N;"0.8651999831";"13.225799561";"3.9909999371"
"344";"1506";"15182";"2006-04-06";"08:55:00";"73.5";\N;"74";"65.228103638";"1.8250000477";"222.25";"8.0023899078";"0.2337519974";\N;"3.2652800083";"17.505800247";"1.8654999733";"1.1737500429";"3.7742400169";"0";\N;\N;"0.6729329824";"13.12899971";"4.6830000877"
"345";"1506";"15183";"2006-04-06";"13:17:00";"0";"3.5";"40";"31.052499771";"1.4676599503";"212.74699402";"7.2518701553";"0.1904879957";\N;"3.1593499184";"7.9192800522";"1.574180007";"1.1914999485";"3.9158198833";"0.0908749998";\N;\N;"0.7210000157";"11.225799561";"5.1449999809"
"346";"1506";"15183";"2006-04-06";"13:17:00";"39.5";\N;"40";"48.796100616";"1.9928400517";"5.4477500916";"6.6971302032";"0.1236390024";\N;"3.1672201157";"76.692001343";"1.3861199617";"1.0061500072";"3.6450800896";"0";\N;\N;"0.5287330151";"1.9677400589";"4.9330000877"
"347";"1509";"15183";"2006-04-06";"13:17:00";"0";"5.3000001907";"42.799999237";"69.506698608";"1.3327000141";"237.30799866";"9.6992397308";"0.1471839994";\N;"2.7571399212";"6.6688699722";"1.5057899952";"1.4794299603";"5.0753898621";"0";\N;\N;"0.1480000019";"11.935500145";"4.1050000191"
"348";"1509";"15183";"2006-04-06";"13:17:00";"41";\N;"42.799999237";"63.292900085";"1.2702800035";"253.83500671";"6.8602900505";"0.1463969946";\N;"2.6868801117";"13.33769989";"1.414839983";"1.5439800024";"5.4450101852";"0";\N;\N;"0.2953999937";"16.774200439";"4.361000061"
"349";"1506";"15184";"2006-04-04";"09:14:00";"0";"4.5";"34.700000763";"23.591299057";"1.6373599768";"91.028198242";"7.9045000076";"0.1678950042";\N;"3.3004100323";"0.4168039858";"2.0125300884";"1.4176499844";"4.2496800423";"1.4699800014";\N;\N;"1.5381300449";"9.8709697723";"5.1950001717"
"350";"1506";"15184";"2006-04-04";"09:14:00";"26";\N;"34.700000763";"44.500099182";"1.7474199533";"2.2402899265";"7.8392400742";"0.1766189933";\N;"2.9768600464";"250.49899292";"2.0939099789";"1.1599099636";"3.822040081";"0";\N;\N;"0.7690669894";"10.677399635";"7.1779999733"
"351";"1506";"15185";"2006-04-07";"12:10:00";"0";"3.4000000954";"22.299999237";"34.095199585";"0.9463670254";"96.063796997";"7.7087101936";"0.1067430004";\N;"2.5185499191";"1.2504099607";"1.3238899708";"1.2385300398";"4.750289917";"1.4743299484";\N;\N;"0.6729329824";"15.709699631";"3.7669999599"
"352";"1506";"15185";"2006-04-07";"12:10:00";"20.5";\N;"22.299999237";"48.207298279";"1.7299799919";"106.24199677";"7.2192401886";"0.1060559973";\N;"3.2301499844";"26.258699417";"1.5167299509";"1.1195700169";"4.4821000099";"0";\N;\N;"0.6729329824";"14.322600365";"4.7309999466"
"353";"1506";"15186";"2006-04-03";"12:28:00";"0";"3.2999999523";"14.600000381";"27.671600342";"2.3362898827";"208.10299683";"6.6971302032";"0.2714500129";\N;"3.8363399506";"55.018199921";"2.2587199211";"1.4741300344";"4.4696998596";"1.4135500193";\N;\N;"0.9132670164";"10";"4.0630002022"
"354";"1506";"15186";"2006-04-03";"12:28:00";"14";\N;"14.600000381";"48.452201843";"1.6968799829";"71.054603577";"9.8950300217";"0.1784940064";\N;"3.1147799492";"66.271896362";"1.9557700157";"1.2625000477";"4.8433299065";"0.0315428004";\N;\N;"0.9613329768";"8.1290302277";"3.9030001163"
"355";"1506";"15187";"2006-04-07";"11:09:00";"0";"3";"17.100000381";"24.896999359";"2.1310501099";"217.77900696";"8.6550302505";"0.1827400029";\N;"3.485519886";"11.670499802";"1.611109972";"1.4856599569";"4.9060897827";"1.5047199726";\N;\N;"0.4325999916";"17.25810051";"4.5029997826"
"356";"1506";"15187";"2006-04-07";"11:09:00";"16.5";\N;"17.100000381";"30.259700775";"1.6277600527";"22.745000839";"9.5360803604";"0.0611887984";\N;"2.4655799866";"55.018199921";"1.80806005";"1.023900032";"4.7528400421";"0";\N;\N;"0.5287330151";"18.645200729";"5.6970000267"
"357";"1506";"15188";"2006-04-03";"11:44:00";"0";"3.2999999523";"22.299999237";"36.146999359";"2.3157100677";"235.59500122";"7.2518701553";"0.2395530045";\N;"4.200799942";"12.504099846";"2.2108500004";"1.6334300041";"5.2757101059";"2.5582199097";\N;\N;"0.3845329881";"12.806500435";"4.0500001907"
"358";"1506";"15188";"2006-04-03";"11:44:00";"22";\N;"22.299999237";"73.295501709";"2.0621099472";"112.8710022";"8.2960796356";"0.227846995";\N;"3.4105401039";"318.02200317";"2.2628200054";"1.2548899651";"3.8063499928";"0.5409309864";\N;\N;"0.3364669979";"10.354800224";"6.6300001144"
"359";"1509";"15188";"2006-04-03";"11:44:00";"0";"5.6999998093";"24.700000763";"47.333000183";"1.4467699528";"191.95399475";"7.3497600555";"0.1820479929";\N;"3.1761300564";"2.5008299351";"1.725309968";"1.5347599983";"4.5061898232";"3.3469099998";\N;\N;"1.083130002";"9.8387098312";"4.3039999008"
"360";"1509";"15188";"2006-04-03";"11:44:00";"24";\N;"24.700000763";"101.93900299";"2.4591600895";"556.9630127";"8.1329202652";"0.2729369998";\N;"4.2432699203";"9.5865001678";"1.6863299608";"1.2927000523";"3.8453900814";"0";\N;\N;"0.8369669914";"20";"4.8429999352"
"361";"1506";"15189";"2006-04-07";"10:10:00";"0";"1.1000000238";"20.600000381";"33.955299377";"2.2113599777";"188.91600037";"7.4802899361";"0.1247190014";\N;"3.333450079";"1.6672199965";"1.5208400488";"1.1569199562";"4.0541000366";"0.1328420043";\N;\N;"0.2883999944";"25.74189949";"4.6760001183"
"362";"1506";"15189";"2006-04-07";"10:10:00";"19.5";\N;"20.600000381";"39.702800751";"1.9792599678";"222.2749939";"7.5455498695";"0.1238029972";\N;"3.1378500462";"0.4168039858";"1.3368799686";"1.0700099468";"3.6647799015";"0";\N;\N;"0.1922670007";"14.580599785";"3.9449999332"
"363";"1506";"15190";"2006-04-03";"10:51:00";"0";"4.0999999046";"18";"82.307197571";"2.4259600639";"120.13400269";"6.925549984";"0.1693820059";\N;"3.796489954";"23.340999603";"2.271709919";"1.4778200388";"4.2412900925";"3.1862800121";\N;\N;"0.0480667017";"10.87100029";"3.8499999046"
"364";"1506";"15190";"2006-04-03";"10:51:00";"17";\N;"18";"78.774803162";"2.5997099876";"118.01799774";"7.6434497833";"0.1641760021";\N;"3.7791800499";"415.13699341";"2.280600071";"1.2943099737";"3.9136300087";"0.8346970081";\N;\N;"1.249729991";"8.4838695526";"6.7919998169"
"365";"1506";"15191";"2006-04-07";"09:00:00";"0";"0.6999999881";"8.1000003815";"25.258399963";"2.0916500092";"232.45700073";"9.5687103271";"0.159555003";\N;"3.1236898899";"10.420100212";"1.1700199842";"1.1179599762";"3.6866700649";"0.1950680017";\N;\N;"0.7690669894";"14.806500435";"4.1050000191"
"366";"1506";"15191";"2006-04-07";"09:00:00";"7";\N;"8.1000003815";"16.089300156";"2.8034999371";"286.3420105";"7.3171300888";"0.1657119989";\N;"4.0623598099";"19.173000336";"1.5796500444";"1.2071700096";"3.670249939";"0";\N;\N;"0.1922670007";"12.838700294";"3.2569999695"
"367";"1506";"15192";"2006-04-03";"09:53:00";"0";"1.2999999523";"18.299999237";"29.985799789";"1.7901599407";"292.13900757";"7.8718700409";"0.1957380027";\N;"3.0906600952";"5.8352599144";"1.9947500229";"1.2707999945";"4.1369299889";"4.7925801277";\N;\N;"0.3845329881";"15.87100029";"5.0329999924"
"368";"1506";"15192";"2006-04-03";"09:53:00";"18";\N;"18.299999237";"22.903499603";"1.4510600567";"268.52999878";"7.4150300026";"0.2054969966";\N;"2.2379999161";"41.680400848";"1.6917999983";"0.9482839704";"3.1134500504";"1.3035700321";\N;\N;"0.3364669979";"19.548400879";"5.2849998474"
"369";"1509";"15193";"2006-08-01";"10:15:00";"0";"5.3000001907";"88";"50.882900238";"1.2967000008";"195.55700684";"9.111869812";"0.1567520052";\N;"2.8552000523";"2.0840198994";"1.6972700357";"1.534989953";"4.9093799591";"0";\N;\N;"0.3449999988";"8.1612901688";"3.7520000935"
"370";"1509";"15193";"2006-08-01";"10:15:00";"87";\N;"88";"51.967098236";"1.4307899475";"28.54640007";"9.4055500031";"0.174556002";\N;"2.7466599941";"44.181301117";"1.6979600191";"1.5100899935";"5.1064100266";"0";\N;\N;"0.3931199908";"5.2580599785";"3.7829999924"
"371";"1509";"15194";"2006-08-01";"12:12:00";"0";"5.8000001907";"70";"51.104400635";"2.0949599743";"207.60499573";"10.123399734";"0.1800370067";\N;"3.2054998875";"2.5008299351";"1.740350008";"1.6073800325";"4.5320901871";"0";\N;\N;"0.6892669797";"6.225810051";"4.1659998894"
"372";"1509";"15194";"2006-08-01";"12:12:00";"68";\N;"70";"65.735298157";"1.7190500498";"44.571399689";"8.9487104416";"0.1492950022";\N;"2.9270501137";"114.20400238";"1.7567700148";"1.3016899824";"3.4699399471";"0";\N;\N;"0.589680016";"6.6128997803";"4.618999958"
"373";"1509";"15196";"2006-08-04";"14:23:00";"0";"5.8000001907";"26.5";"53.791599274";"2.1265199184";"161.72000122";"7.8392400742";"0.2190590054";\N;"3.2264699936";"8.7528896332";"1.9817500114";"1.6196000576";"4.6138300896";"1.471429944";\N;\N;"0.738499999";"11.258099556";"4.4679999352"
"374";"1509";"15196";"2006-08-04";"14:23:00";"25";\N;"26.5";"46.446998596";"1.9901900291";"225.3789978";"10.776100159";"0.2251719981";\N;"3.3245398998";"11.670499802";"1.9031100273";"1.5739500523";"3.9880599976";"1.1024199724";\N;\N;"0.7877330184";"12.741900444";"4.7810001373"
"375";"1509";"15197";"2006-08-02";"13:21:00";"0";"5.0999999046";"20";"91.132400513";"1.1173299551";"189.14199829";"7.4150300026";"0.1239949986";\N;"2.9600799084";"2.9176299572";"1.4544999599";"1.4121199846";"7.6189498901";"1.3310600519";\N;\N;"0.344633013";"10";"4.4330000877"
"376";"1509";"15197";"2006-08-02";"13:21:00";"19";\N;"20";"39.32970047";"1.1533600092";"89.377098083";"6.795030117";"0.1169190034";\N;"3.0534300804";"17.922599792";"1.4968999624";"1.3694700003";"5.0454702377";"0.9302070141";\N;\N;"0.738499999";"13.258099556";"4.4219999313"
"377";"1509";"15198";"2006-08-04";"12:53:00";"0";"3.7000000477";"10.699999809";"40.174900055";"1.436169982";"140.14900208";"6.925549984";"0.1843190044";\N;"3.0576200485";"4.5848498344";"1.8928500414";"1.536839962";"4.5503401756";"3.126940012";\N;\N;"0.4431000054";"9.3548402786";"4.3039999008"
"378";"1509";"15198";"2006-08-04";"12:53:00";"10";\N;"10.699999809";"88.130401611";"2.0843100548";"172.83700562";"10.580300331";"0.1888370067";\N;"3.2574100494";"19.173000336";"1.9085799456";"1.3876800537";"4.1613798141";"1.5481300354";\N;\N;"0.4431000054";"14.709699631";"4.2670001984"
"379";"1509";"15199";"2006-08-02";"12:12:00";"0";"3.5";"14.899999619";"37.487701416";"1.1188999414";"183.41499329";"8.7855501175";"0.1225240007";\N;"2.7036600113";"12.087300301";"1.2226799726";"1.295930028";"4.4707899094";"2.8939599991";\N;\N;"1.4277700186";"8.5161304474";"4.1550002098"
"380";"1509";"15199";"2006-08-02";"12:12:00";"14";\N;"14.899999619";"40.991001129";"1.0867099762";"112.26599884";"7.3497600555";"0.1128849983";\N;"2.4960000515";"22.924200058";"1.2404600382";"1.1071200371";"4.0343999863";"1.0387400389";\N;\N;"0.3930000067";"6.9677400589";"4.4590001106"
"381";"1509";"15200";"2006-08-02";"11:00:00";"0";"4";"15.199999809";"92.362297058";"1.4138400555";"220.31100464";"9.111869812";"0.1175419986";\N;"3.0938000679";"5.0016498566";"1.1495000124";"1.2820999622";"4.2755799294";"3.2803399563";\N;\N;"0.393866986";"7.3548398018";"4.1880002022"
"382";"1509";"15200";"2006-08-02";"11:00:00";"14.5";\N;"15.199999809";"102.59799957";"1.3446899652";"252.85899353";"9.9602899551";"0.1234920025";\N;"2.9920699596";"12.087300301";"1.2178900242";"1.3115999699";"4.3846797943";"2.5741400719";\N;\N;"0.344633013";"13.09679985";"4.993999958"
"383";"1509";"15201";"2006-08-04";"11:36:00";"0";"4.0999999046";"15.199999809";"40.34400177";"1.7665599585";"55.610198975";"8.2634496689";"0.1386719942";\N;"3.2065498829";"2.0840198994";"1.9858599901";"1.6942900419";"4.7353301048";"5.2527699471";\N;\N;"0.7371000051";"8.6451597214";"5.0310001373"
"384";"1509";"15201";"2006-08-04";"11:36:00";"14";\N;"15.199999809";"81.222999573";"2.2912900448";"74.941497803";"7.5129199028";"0.1350699961";\N;"3.4273200035";"55.018199921";"1.9441399574";"1.5227700472";"4.2485799789";"2.2051200867";\N;\N;"0.393866986";"19.548400879";"5.5609998703"
"385";"1509";"15202";"2006-08-02";"09:48:00";"0";"1.5";"6";"35.913898468";"1.8296099901";"201.43299866";"9.3729200363";"0.1046039984";\N;"3.403719902";"5.8352599144";"0.9935849905";"1.3021500111";"4.5798897743";"4.6782598495";\N;\N;"0.7877330184";"14.548399925";"3.6730000973"
"386";"1509";"15202";"2006-08-02";"09:48:00";"5.5";\N;"6";"85.64730072";"2.6148700714";"280.62298584";"8.4266004562";"0.1251190007";\N;"3.672729969";"7.0856699944";"1.0688099861";"1.4294099808";"4.5401201248";"2.3151099682";\N;\N;"0.7371000051";"9.9354801178";"3.6229999065"
"387";"1509";"15203";"2006-08-04";"10:00:00";"0";"4.6999998093";"16.200000763";"46.907501221";"1.603489995";"207.92599487";"7.0560798645";"0.1814119965";\N;"3.5033500195";"6.6688699722";"1.4538199902";"1.3837599754";"4.6003198624";"3.4829399586";\N;\N;"1.329300046";"13.258099556";"4.4479999542"
"388";"1509";"15203";"2006-08-04";"10:00:00";"15.5";\N;"16.200000763";"48.702800751";"2.5083799362";"534.68798828";"10.776100159";"0.2702389956";\N;"4.2364501953";"18.75620079";"1.6200000048";"1.1546100378";"3.5772099495";"0.6552540064";\N;\N;"0.9846670032";"16.12899971";"3.9140000343"
"389";"1503";"15204";"2005-11-19";"09:30:00";"0";"4.3000001907";"69.199996948";"16.444900513";"0.3892540038";"27.933000565";"8.6550302505";"0.0361005999";\N;"0.7230269909";"1.6672199965";"0.4280380011";"0.3936220109";"2.3256800175";"26.690000534";\N;\N;"1.7422100306";"5.2666702271";"3.5710000992"
"390";"1503";"15204";"2005-11-19";"09:30:00";"60";\N;"69.199996948";"18.007099152";"1.8393900394";"246.24699402";"24.644500732";"0.1553090066";\N;"2.6517400742";"12.087300301";"1.2507100105";"0.8696720004";"2.7171900272";"16.799999237";\N;\N;"1.9305499792";"1.6333299875";"4.3289999962"
"391";"1503";"15205";"2005-11-19";"11:00:00";"0";"3.5";"37.5";"25.275899887";"0.6915850043";"127.32700348";"9.1771297455";"0.098719202";\N;"1.4524600506";"5.8352599144";"0.6113110185";"0.7433400154";"3.3039200306";"41.419998169";\N;\N;"1.9305499792";"1.7000000477";"3.1099998951"
"392";"1503";"15205";"2005-11-19";"11:00:00";"37";\N;"37.5";"26.505800247";"0.7635650039";"177.15600586";"32.932899475";"0.1105099991";\N;"1.5751600266";"3.3344299793";"0.6400330067";"0.641906023";"2.3110899925";"28.290000916";\N;\N;"1.5538599491";"2.833329916";"4.1519999504"
"393";"1503";"15206";"2005-11-22";"15:40:00";"0";"4.3000001907";"32";"29.053100586";"1.7667399645";"110.69300079";"13.941300392";"0.1991399974";\N;"3.3528499603";"3.751240015";"1.9297800064";"1.3358099461";"3.8111000061";"44.419998169";\N;\N;"1.7422100306";"3.4000000954";"3.4340000153"
"394";"1503";"15206";"2005-11-22";"15:40:00";"31";\N;"32";"31.856899261";"1.7376699448";"36.497200012";"8.7855501175";"0.1830279976";\N;"3.2537400723";"104.2009964";"1.8497699499";"1.3090699911";"3.7450499535";"23.280000687";\N;\N;"1.9305499792";"3.5666699409";"5.2290000916"
"395";"1503";"15207";"2005-11-19";"14:05:00";"0";"2.5999999046";"19.799999237";"32.235801697";"0.3420299888";"18.335300446";"9.2750301361";"0.0361285992";\N;"0.8446859717";"1.6672199965";"0.4348770082";"0.5303279757";"4.0559301376";"33.959999084";\N;\N;"1.8834700584";"3.166670084";"4.001999855"
"396";"1503";"15207";"2005-11-19";"14:05:00";"19";\N;"19.799999237";"35.540798187";"0.3647449911";"21.563299179";"6.6971302032";"0.0351051018";\N;"0.7361360192";"65.021499634";"0.3671750128";"0.3293029964";"1.6765700579";"18.629999161";\N;\N;"2.3543300629";"6.4333300591";"6.2610001564"
"397";"1503";"15208";"2005-11-22";"12:50:00";"0";"2.9000000954";"12";"41.486499786";"1.8353500366";"43.332099915";"7.6434497833";"0.1506550014";\N;"3.3093299866";"7.5024800301";"1.8073699474";"1.4160399437";"4.5371999741";"52.270000458";\N;\N;"1.9776400328";"8.8999996185";"3.621999979"
"398";"1503";"15208";"2005-11-22";"12:50:00";"11";\N;"12";"29.595199585";"2.2043800354";"111.0719986";"12.440299988";"0.2164759934";\N;"3.368060112";"63.771099091";"1.9338799715";"1.4669799805";"4.6857099533";"49.520000458";\N;\N;"1.9305499792";"11.233300209";"4.234000206"
"399";"1503";"15209";"2005-11-20";"13:00:00";"0";"2.2000000477";"16";"36.97480011";"1.4748599529";"81.092903137";"7.4802899361";"0.0919623971";\N;"3.1436200142";"0";"1.1878000498";"1.5409799814";"4.3675298691";"73.809997559";\N;\N;"1.7892899513";"6.3000001907";"3.2230000496"
"400";"1503";"15209";"2005-11-20";"13:00:00";"13";\N;"16";"39.743598938";"2.0013198853";"61.057598114";"7.2845001221";"0.0967641026";\N;"3.1441500187";"78.359199524";"1.2130999565";"1.1675200462";"3.5053300858";"21.079999924";\N;\N;"1.7892899513";"4.8666701317";"5.0110001564"
"401";"1503";"15210";"2005-11-22";"11:50:00";"0";"2";"20";"31.308900833";"2.6230499744";"99.485397339";"8.3939695358";"0.2128019929";\N;"4.3020000458";"10.420100212";"2.0432999134";"1.3687800169";"3.9081499577";"77.620002747";\N;\N;"1.9776400328";"10.4666996";"3.5759999752"
"402";"1503";"15210";"2005-11-22";"11:50:00";"19";\N;"20";"52.369300842";"2.2770700455";"2.0426499844";"8.8181800842";"0.1383049935";\N;"3.4016199112";"246.7480011";"1.7588200569";"1.1110399961";"3.4735798836";"21.209999084";\N;\N;"2.1659901142";"17.5";"6.0149998665"
"403";"1503";"15211";"2005-11-20";"11:50:00";"0";"3";"15";"35.803100586";"1.7631200552";"199.56700134";"12.929800034";"0.1527899951";\N;"3.3649098873";"1.2504099607";"1.2910599709";"1.4715900421";"4.2379999161";"54.259998322";\N;\N;"1.5067700148";"8.2666702271";"3.8380000591"
"404";"1503";"15211";"2005-11-20";"11:50:00";"13.5";\N;"15";"51.518199921";"1.2709399462";"94.09980011";"7.8392400742";"0.0907149985";\N;"2.0077900887";"56.268600464";"0.8150990009";"0.9821730256";"3.4473099709";"25.340000153";\N;\N;"2.1189000607";"6.3333301544";"4.7150001526"
"405";"1503";"15212";"2005-11-22";"10:50:00";"0";"2";"15.5";"33.25579834";"2.761879921";"93.111602783";"16.617099762";"0.158118993";\N;"4.2784099579";"5.0016498566";"2.1752901077";"1.4764399529";"4.1307301521";"103.80000305";\N;\N;"1.9305499792";"6.8333301544";"3.6870000362"
"406";"1503";"15212";"2005-11-22";"10:50:00";"14";\N;"15.5";"57.609600067";"2.2608499527";"8.2681798935";"11.102399826";"0.112356998";\N;"3.3706800938";"41.263599396";"1.959190011";"1.4259500504";"4.1993298531";"70.379997253";\N;\N;"2.3072500229";"11.633299828";"3.9370000362"
"407";"1503";"15213";"2005-11-20";"10:10:00";"0";"0.8000000119";"5.1999998093";"24.67550087";"2.1506700516";"250.94900513";"14.300299644";"0.2248400003";\N;"3.8903501034";"59.186199188";"1.8005299568";"1.6541800499";"4.8079400063";"18.520000458";\N;\N;"2.6368501186";"14";"3.6919999123"
"408";"1503";"15213";"2005-11-20";"10:10:00";"4.5";\N;"5.1999998093";"25.048599243";"2.0618600845";"312.34298706";"10.776100159";"0.2231090069";\N;"3.4787099361";"4.5848498344";"1.511950016";"1.4107300043";"4.3069601059";"15.279999733";\N;\N;"1.695119977";"19.233299255";"3.3010001183"
"409";"1503";"15214";"2005-11-22";"09:30:00";"0";"1";"15.5";"43.27009964";"2.2756400108";"188.8789978";"6.72976017";"0.2696270049";\N;"3.8478798866";"2.0840198994";"2.1198899746";"1.4487700462";"4.4375901222";"87.410003662";\N;\N;"1.7892899513";"19.4666996";"3.6210000515"
"410";"1503";"15214";"2005-11-22";"09:30:00";"14.5";\N;"15.5";"34.124401093";"2.7863199711";"209.29699707";"9.3076601028";"0.2768430114";\N;"3.888780117";"111.28700256";"2.0480899811";"1.2281500101";"3.5502099991";"25.819999695";\N;\N;"2.0247299671";"10.600000381";"5.3509998322"
"411";"1606";"16100";"2006-03-29";"10:45:00";"0";"0.6999999881";"0.6999999881";"35.249401093";"1.1028800011";"155.44099426";"8.1329202652";"0.160334006";\N;"2.5064799786";"0.8336089849";"1.5098999739";"1.2475199699";"3.7257099152";"0.0619325005";\N;\N;"0.480666995";"5.6128997803";"4.6350002289"
"412";"1603";"16101";"2005-11-17";"17:30:00";"0";"5.0999999046";"38";"26.033700943";"1.1309299469";"129.89300537";"8.2634496689";"0.1525139958";\N;"2.5667901039";"0";"1.6138399839";"1.6620099545";"3.9829499722";"27.280000687";\N;\N;"1.8834700584";"12.266699791";"3.6619999409"
"413";"1603";"16101";"2005-11-17";"17:30:00";"37";\N;"38";"34.357498169";"1.2176300287";"224.68800354";"19.488700867";"0.1776780039";\N;"2.5400500298";"0";"1.6056300402";"1.6841499805";"4.2350797653";"15.590000153";\N;\N;"0.6121270061";"6.9666700363";"3.881000042"
