"idVariaveisFisicasQuimicasDaAgua";"idCampanha";"idSitio";"dataMedida";"horaMedida";"profundidade";"secchi";"batimetria";"F";"Cl";"NNO3";"PPO43";"SSO42";"Li";"Na";"NNH4";"K";"Mg";"Ca";"clorofila";"feofitina";"turbidez";"NT";"PT";"TDC"
"110";"1010";"10102";"2004-07-20";\N;"46";\N;"47";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.0626000166";"113.09700012";"11.420000076"
"111";"1007";"10103";"2004-03-22";\N;"0";"5";"44";"13.085700035";"0.7358750105";"0";"0";"17.989900589";"0.0024069301";"0.2424239963";"0";"0.2366680056";"0.2881819904";"0.9843930006";"1.4066599607";"0.5720430017";\N;\N;\N;\N
"112";"1007";"10103";"2004-03-22";\N;"44";\N;"44";"12.800000191";"3.2146201134";"0.0451612994";"0";"13.343400002";"0.0024069301";"0.3615339994";"218.16700745";"0.4144240022";"0.3018180132";"1.3594800234";\N;\N;\N;\N;\N;\N
"113";"1007";"10104";"2004-03-22";\N;"0";"4";"44";"0.8000000119";"0.508374989";"0.1956990063";"0";"3.8484799862";"0.0024069301";"0.2003850043";"0";"0.2417470068";"0.2481819987";"0.868983984";"1.2459000349";"0.6015160084";\N;\N;\N;\N
"114";"1007";"10104";"2004-03-22";\N;"43";\N;"44";"0";"1.6196199656";"1.8516099453";"0";"24.858600616";"0.0024069301";"0.3457700014";"294";"0.5236160159";"0.3218179941";"1.4014400244";\N;\N;\N;\N;\N;\N
"115";"1007";"10105";"2004-03-23";\N;"0";"2.7000000477";"23.299999237";"5.6571397781";"0.6346250176";"0";"0";"12.131299973";"0.0024069301";"0.3667890131";"19.833299637";"0.2976129949";"0.6481819749";"1.0119299889";"6.9529399872";"1.4964200258";\N;\N;\N;\N
"116";"1007";"10105";"2004-03-23";\N;"20";\N;"23.299999237";"7.3714299202";"5.7383799553";"0.496773988";"0";"10.414099693";"0.0024069301";"0.7363809943";"0";"0.3407819867";"0.569091022";"0.9935740232";\N;\N;\N;\N;\N;\N
"117";"1007";"10106";"2004-03-24";\N;"0";"2.5";"14.199999809";"3.6571400166";"0.7608749866";"0.6473119855";"0";"6.5757598877";"0.0024069301";"0.2564370036";"0";"0.3128489852";"0.2354550064";"1.2689800262";"4.0592298508";"1.361109972";\N;\N;\N;\N
"118";"1007";"10106";"2004-03-24";\N;"13";\N;"14.199999809";"5.6571397781";"0.9808750153";"0";"0";"4.6565699577";"0";"0.0952880979";"0";"0.0792279989";"0.0445455015";"0.5660330057";\N;\N;\N;\N;\N;\N
"119";"1007";"10107";"2004-03-24";\N;"0";"2.9000000954";"8.6999998093";"9.9428596497";"9.4971199036";"0";"0";"7.2828302383";"0";"0.9570850134";"0";"0.2417470068";"0.2090909928";"0.8178359866";"4.3539600372";"1.347720027";\N;\N;\N;\N
"120";"1007";"10107";"2004-03-24";\N;"8";\N;"8.6999998093";"0.8000000119";"2.413369894";"4.8623700142";"0";"45.666698456";"0.0024069301";"0.3159919977";"0";"0.1452510059";"0.1418180019";"0.4139020145";\N;\N;\N;\N;\N;\N
"121";"1007";"10108";"2004-03-23";\N;"0";"3.9000000954";"18.600000381";"0";"0";"0";"0";"0";"0.0024069301";"0.5769839883";"0";"0.5921790004";"0.8263639808";"1.5850499868";"4.1530098915";"1.2579599619";\N;\N;\N;\N
"122";"1007";"10108";"2004-03-23";\N;"16";\N;"18.600000381";"12.228599548";"1.5683699846";"0.0451612994";"0";"96.171699524";"0.0024069301";"0.3685410023";"72.333297729";"0.2239719927";"0.525454998";"1.300459981";\N;\N;\N;\N;\N;\N
"123";"1010";"10109";"2004-07-19";\N;"0";"3.7000000477";"24.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"4.1051602364";"0.9387329817";\N;"0.1448999941";"22.354799271";"5.7030000687"
"124";"1010";"10109";"2004-07-19";\N;"20";\N;"24.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0966000035";"19.193500519";"6.6999998093"
"125";"1010";"10110";"2004-07-21";\N;"0";"4";"42.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"4.1798000336";"0.9123219848";\N;"0.0483000018";"11.645199776";"4.8499999046"
"126";"1010";"10110";"2004-07-21";\N;"42";\N;"42.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.8210999966";"84.064498901";"10.979999542"
"127";"1010";"10111";"2004-07-21";\N;"0";"3.0999999046";"41.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"3.4161798954";"1.0570100546";\N;"0.0483000018";"13.12899971";"4.876999855"
"128";"1010";"10111";"2004-07-21";\N;"50";\N;"41.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.9660000205";"19.580600739";"12.199999809"
"129";"1010";"10112";"2004-07-19";\N;"0";"2.7999999523";"10.100000381";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"7.7701401711";"1.7482800484";\N;"0.0966000035";"27.290300369";"10.18999958"
"130";"1010";"10112";"2004-07-19";\N;"9";\N;"10.100000381";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3380999863";"11.935500145";"9.6969995499"
"131";"1010";"10113";"2004-07-20";\N;"0";"2.2999999523";"23";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"3.1884400845";"1.0221799612";\N;"0.0483000018";"10.774200439";"2.7379999161"
"132";"1010";"10113";"2004-07-20";\N;"21.5";\N;"23";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.2897999883";"22.838699341";"3.3940000534"
"133";"1010";"10114";"2004-07-20";\N;"0";"1.6000000238";"10.399999619";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"3.7912900448";"1.4227399826";\N;"0.2897999883";"24.677400589";"3.0399999619"
"134";"1010";"10114";"2004-07-20";\N;"10";\N;"10.399999619";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0966000035";"19.61289978";"2.8299999237"
"135";"1010";"10115";"2004-07-19";\N;"0";"3.5";"16.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"5.6936402321";"1.1521199942";\N;"0.1932000071";"12.838700294";"7.1500000954"
"136";"1010";"10115";"2004-07-19";\N;"16";\N;"16.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3380999863";"12.225799561";"6.9510002136"
"137";"1012";"10194";"2006-11-27";"16:56:00";"0";\N;"3";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.6769189835";"49.799999237";"4.7729997635"
"138";"1014";"10194";"2007-03-21";"11:00:00";"0";\N;"2";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.8940870166";"22.51609993";"5.5359997749"
"139";"1016";"10194";"2007-07-17";"16:30:00";"0";\N;"2.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3842999935";"10";"6.7249999046"
"140";"1012";"10195";"2006-11-28";"09:10:00";"0";"4.5";"28.299999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.093479991";"11";"3.8310000896"
"141";"1012";"10195";"2006-11-28";"09:10:00";"27";\N;"28.299999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.1869699955";"14.9666996";"5.771999836"
"142";"1012";"10198";"2006-11-27";"10:00:00";"0";"4.9000000954";"27.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.9372720122";"12.766699791";"4.9149999619"
"143";"1012";"10198";"2006-11-27";"10:00:00";"27";\N;"27.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.5621199608";"41.866699219";"6.9959998131"
"144";"1014";"10198";"2007-03-19";"10:10:00";"0";"5";"30";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.5123999715";"12.09679985";"4.2140002251"
"145";"1014";"10198";"2007-03-19";"10:10:00";"29.5";\N;"30";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.366699934";"59.677398682";"9.359000206"
"146";"1016";"10198";"2007-07-16";"10:45:00";"0";"3.4000000954";"28.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0427000001";"14.12899971";"2.742000103"
"147";"1016";"10198";"2007-07-16";"10:45:00";"30";\N;"28.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.768599987";"17.419399261";"7.2569999695"
"148";"1012";"10201";"2006-11-28";"08:09:00";"0";"4.3000001907";"46.299999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0520706996";"18";"3.5769999027"
"149";"1012";"10201";"2006-11-28";"08:09:00";"45";\N;"46.299999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.156212002";"82.133300781";"2.763999939"
"150";"1014";"10201";"2007-03-20";"16:12:00";"0";"4";"47";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.6405000091";"11.548399925";"3.3629999161"
"151";"1014";"10201";"2007-03-20";"16:12:00";"47";\N;"47";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.3674299717";"68.225799561";"6.9949998856"
"152";"1016";"10201";"2007-07-18";"12:53:00";"0";"2.7999999523";"47.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.736307025";"11.064499855";"3.7009999752"
"153";"1016";"10201";"2007-07-18";"12:53:00";"46";\N;"47.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"3.4586999416";"33.516101837";"4.3169999123"
"154";"1012";"10202";"2006-11-29";"11:42:00";"0";"5.0999999046";"41";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.156212002";"19.833299637";"1.6150000095"
"155";"1012";"10202";"2006-11-29";"11:42:00";"40";\N;"41";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3124240041";"24.700000763";"5.1360001564"
"156";"1014";"10202";"2007-03-21";"16:06:00";"0";"6";"43.599998474";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.2561999857";"10";"3.486000061"
"157";"1014";"10202";"2007-03-21";"16:06:00";"43";\N;"43.599998474";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3416000009";"31.032300949";"7.771999836"
"158";"1016";"10202";"2007-07-17";"11:15:00";"0";"2.9000000954";"42.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.519299984";"9.5483903885";"4"
"159";"1016";"10202";"2007-07-17";"11:15:00";"41";\N;"42.700000763";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.0069000721";"68.258102417";"6.6149997711"
"160";"1012";"10203";"2006-11-29";"12:15:00";"0";"4.5";"40";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0520706996";"20.066699982";"1.5260000229"
"161";"1012";"10203";"2006-11-29";"12:15:00";"39";\N;"40";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.156212002";"29.200000763";"5.9200000763"
"162";"1014";"10203";"2007-03-21";"16:38:00";"0";"5.5999999046";"42.099998474";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.4269999862";"9.5161304474";"4.2049999237"
"163";"1014";"10203";"2007-03-21";"16:38:00";"42";\N;"42.099998474";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.3148299456";"66.258102417";"6.1079998016"
"164";"1016";"10203";"2007-07-17";"11:52:00";"0";"3.5999999046";"41.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.8182001114";"10.290300369";"3.2279999256"
"165";"1016";"10203";"2007-07-17";"11:52:00";"41";\N;"41.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.7328000069";"79.516098022";"4.1149997711"
"166";"1012";"10204";"2006-11-28";"11:14:00";"0";"1.8999999762";"19.799999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.8852009773";"23.833299637";"7.126999855"
"167";"1012";"10204";"2006-11-28";"11:14:00";"19";\N;"19.799999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.6141899824";"23.5";"11.159999847"
"168";"1014";"10204";"2007-03-20";"12:07:00";"0";"2.0999999046";"22.600000381";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.4269999862";"17.87100029";"7.986000061"
"169";"1014";"10204";"2007-03-20";"12:07:00";"22";\N;"22.600000381";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.2989000082";"19.677400589";"7.2230000496"
"170";"1016";"10204";"2007-07-18";"11:00:00";"0";"3.2000000477";"21.299999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.5799000263";"14.677399635";"8.2259998322"
"171";"1016";"10204";"2007-07-18";"11:00:00";"21";\N;"21.299999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.494500041";"21.25810051";"6.6380000114"
"172";"1012";"10205";"2006-11-29";"10:07:00";"0";"2.2999999523";"18";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0520706996";"15.199999809";"1.3279999495"
"173";"1012";"10205";"2006-11-29";"10:07:00";"19";\N;"18";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.1041409969";"15.100000381";"2.9170000553"
"174";"1014";"10205";"2007-03-22";"09:27:00";"0";"1.7000000477";"25";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.4207470119";"13.258099556";"6.0669999123"
"175";"1014";"10205";"2007-03-22";"09:27:00";"25";\N;"25";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.4207470119";"37.645198822";"4.1259999275"
"176";"1016";"10205";"2007-07-17";"10:03:00";"0";"3.5999999046";"16.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.2810000181";"10.258099556";"3.4049999714"
"177";"1016";"10205";"2007-07-17";"10:03:00";"17";\N;"16.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.4091000557";"12.967700005";"1.4570000172"
"178";"1012";"10206";"2006-11-29";"08:44:00";"0";"1.5";"6.6999998093";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.4686360061";"13.633299828";"0.5619999766"
"179";"1012";"10206";"2006-11-29";"08:44:00";"6";\N;"6.6999998093";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3644950092";"16.100000381";"0.8130000234"
"180";"1014";"10206";"2007-03-22";"08:16:00";"0";"1.3999999762";"10.399999619";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.1051869988";"14.225799561";"5.0050001144"
"181";"1014";"10206";"2007-03-22";"08:16:00";"9.5";\N;"10.399999619";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3155600131";"76.709701538";"3.2060000896"
"182";"1016";"10206";"2007-07-17";"08:40:00";"0";"3.0999999046";"9.1000003815";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.7355799675";"14.354800224";"3.4719998837"
"183";"1016";"10206";"2007-07-17";"08:40:00";"8";\N;"9.1000003815";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.6405000091";"14.354800224";"4.0310001373"
"184";"1012";"10207";"2006-11-28";"12:22:00";"0";"3.5";"14.899999619";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3644950092";"13.199999809";"4.6059999466"
"185";"1012";"10207";"2006-11-28";"12:22:00";"14.5";\N;"14.899999619";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3644950092";"14.666700363";"7.123000145"
"186";"1014";"10207";"2007-03-20";"12:48:00";"0";"4.0999999046";"18";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.2134999931";"9.2580604553";"6.8260002136"
"187";"1014";"10207";"2007-03-20";"12:48:00";"17";\N;"18";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.6405000091";"17.51609993";"8.3489999771"
"188";"1016";"10207";"2007-07-18";"12:06:00";"0";"2.5999999046";"16.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.0922999382";"16.48390007";"5.0170001984"
"189";"1016";"10207";"2007-07-18";"12:06:00";"16";\N;"16.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.4339001179";"12.87100029";"6.4569997787"
"190";"1014";"10208";"2007-03-20";"08:37:00";"0";"4.4000000954";"53";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.4269999862";"11.225799561";"3.4769999981"
"191";"1014";"10208";"2007-03-20";"08:37:00";"53";\N;"53";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3842999935";"34.129001617";"7.9299998283"
"192";"1016";"10208";"2007-07-18";"08:25:00";"0";"2.2999999523";"53";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.3236999512";"17.290300369";"1.5729999542"
"193";"1016";"10208";"2007-07-18";"08:25:00";"51";\N;"53";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.5123999715";"12.09679985";"0.3849999905"
"194";"1203";"12150";"2004-11-22";"17:25:00";"0";\N;"1.6000000238";"39.653400421";"0.8685520291";"171.90600586";"0";"99.564598083";"0.0034209101";"1.6188999414";"29.555599213";"0.1037639976";"1.6742500067";"0.2942349911";"0.6251839995";"0.1750520021";\N;"1.0626000166";"15.419400215";"4.6789999008"
"195";"1209";"12150";"2005-08-26";"12:45:00";"0";\N;"1.5";"45.811599731";"0.8976219893";"179.86999512";"7.8392400742";"0.1475239992";\N;"2.1105699539";"0.4168039858";"1.1153099537";"1.5723400116";"3.4972999096";"0.5805280209";"0.2134560049";\N;"0.2354329973";"2.1612899303";"3.9790000916"
"196";"1203";"12151";"2004-11-20";"11:30:00";"0";"5";"70.599998474";"40.426799774";"0.7497289777";"43.865398407";"0";"85.222000122";"0.0034209101";"1.5390399694";"14";"0.1063420027";"1.6967500448";"0.288376987";"2.0273799896";"0.2857980132";\N;"0.9176999927";"15.741900444";"4.631000042"
"197";"1203";"12151";"2004-11-20";"11:30:00";"69";\N;"70.599998474";"31.919300079";"0.8494560122";"259.85101318";"2.9187500477";"128.02600098";"0.0034209101";"1.7342499495";"29.555599213";"0.0979634002";"1.7317500114";"0.3083629906";\N;\N;\N;"1.0626000166";"12.451600075";"4.8499999046"
"198";"1203";"12152";"2004-11-20";"09:40:00";"0";"5";"55.099998474";"43.520500183";"0.8781009912";"38.251899719";"15.566599846";"146.17799377";"0.0034209101";"1.7209399939";"14";"0.0973189026";"1.6117500067";"0.2704589963";"3.1527099609";"0.3420650065";\N;"0.3380999863";"9.8387098312";"4.521999836"
"199";"1203";"12152";"2004-11-20";"09:40:00";"53";\N;"55.099998474";"42.74710083";"0.745486021";"238.19900513";"0.9729149938";"108.52899933";"0.0034209101";"1.5567899942";"0";"0.0934519023";"1.5767500401";"0.2742500007";\N;\N;\N;"1.1109000444";"9.6451597214";"4.6180000305"
"200";"1203";"12153";"2004-11-22";"09:40:00";"0";"1.6000000238";"25.5";"38.880001068";"1.4478100538";"489.46899414";"0";"216.54600525";"0.0034209101";"2.4928998947";"14";"0.1372780055";"1.9392499924";"0.3555699885";"2.5453898907";"0.4054760039";\N;"1.2558000088";"22.451599121";"5.5640001297"
"201";"1203";"12153";"2004-11-22";"09:40:00";"22";\N;"25.5";"36.946498871";"1.4043200016";"529.29797363";"0";"219.01199341";"0.0034209101";"2.6215600967";"0";"0.1359889954";"1.9167499542";"0.3445439935";\N;\N;\N;"0.7728000283";"13.806500435";"5.478000164"
"202";"1203";"12154";"2004-11-21";"13:50:00";"0";"3.7999999523";"33.599998474";"38.493301392";"0.9322069883";"110.15799713";"0";"124.21600342";"0.0034209101";"1.7653100491";"0";"0.1011859998";"1.4892499447";"0.262879014";"6.1625299454";"0.5582000017";\N;"0.3864000142";"11.258099556";"4.1840000153"
"203";"1203";"12154";"2004-11-21";"13:50:00";"32";\N;"33.599998474";"43.520500183";"0.8277069926";"268.93899536";"0";"117.71700287";"0.0034209101";"1.5168600082";"21.777799606";"0.0960299";"1.5242500305";"0.2683919966";\N;\N;\N;"1.3523999453";"13.967700005";"4.6290001869"
"204";"1203";"12155";"2004-11-21";"10:12:00";"0";"1.8999999762";"10.5";"47.000900269";"1.3714300394";"244.34700012";"0";"210.72000122";"0.0034209101";"1.9560799599";"169.55599976";"0.1050530002";"1.2692500353";"0.2511630058";"7.5736598969";"2.0541799068";\N;"0.6761999726";"21.580600739";"4.0110001564"
"205";"1203";"12155";"2004-11-21";"10:12:00";"10";\N;"10.5";"50.094600677";"1.360820055";"214.94299316";"19.458299637";"264.72900391";"0.0034209101";"2.1246700287";"216.22200012";"0.1037639976";"1.2467499971";"0.2466830015";\N;\N;\N;"0.5313000083";"27.838699341";"4.2210001945"
"206";"1203";"12156";"2004-11-21";"12:30:00";"0";"4.5";"20.600000381";"40.426799774";"0.5905920267";"64.982803345";"0";"54.295700073";"0.0034209101";"1.2551000118";"14";"0.0986078978";"1.7192499638";"0.2856209874";"1.982730031";"0.4742470086";\N;"0.4830000103";"11.09679985";"4.4539999962"
"207";"1203";"12156";"2004-11-21";"12:30:00";"19";\N;"20.600000381";"41.973701477";"0.6303759813";"118.71199799";"0";"61.691101074";"0.0034209101";"1.2905900478";"29.555599213";"0.1011859998";"1.7617499828";"0.2956140041";\N;\N;\N;"0.6279000044";"7.8709697723";"5.1869997978"
"208";"1203";"12157";"2004-11-23";"12:35:00";"0";"0.5";"3";"52.801498413";"0.9990450144";"143.03700256";"1.9458299875";"107.18399811";"0.0034209101";"2.3908600807";"29.555599213";"0.2236399949";"1.9567500353";"0.288376987";"4.2869801521";"1.6210099459";\N;"0.5313000083";"17.935499191";\N
"209";"1203";"12157";"2004-11-23";"12:35:00";"4";\N;"3";"48.160999298";"1.0372400284";"151.85800171";"0";"102.2539978";"0.0034209101";"2.3243100643";"84";"0.2416860014";"1.6892499924";"0.2518520057";\N;\N;\N;"0.4830000103";"17.74189949";\N
"210";"1203";"12158";"2004-11-23";"14:40:00";"0";"2.5";"5";"29.599000931";"0.6823610067";"98.930999756";"0.9729149938";"69.534698486";"0.0034209101";"1.3349599838";"0";"0.0966743976";"1.6567499638";"0.2794179916";"0.9913629889";"0.3277750015";\N;"0.4347000122";"8.5806503296";\N
"211";"1203";"12158";"2004-11-23";"14:40:00";"6";\N;"5";"33.852798462";"0.5990790129";"97.059799194";"0.9729149938";"70.207000732";"0.0034209101";"1.2905900478";"21.777799606";"0.0953854024";"1.6967500448";"0.2918229997";\N;\N;\N;"1.0626000166";"8.0645198822";\N
"212";"1203";"12159";"2004-11-23";"17:00:00";"0";\N;"0.5";"38.880001068";"1.2085800171";"87.70400238";"146.91000366";"727.95001221";"0.0034209101";"3.6641499996";"76.222198486";"0.1205210015";"1.6942499876";"0.2938910127";"0.4688880146";"0.2531999946";\N;"0.9660000205";"11.38710022";\N
"213";"1206";"12159";"2005-03-19";\N;"0";\N;"1";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0";"3.4630699158";\N;"0.0464426987";"66.903198242";"4.7859997749"
"214";"1206";"12160";"2005-03-22";"13:00:00";"0";\N;"1";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0";"2.6619400978";\N;"0.0464426987";"12.741900444";"4.5900001526"
"215";"1206";"12161";"2005-03-20";"12:15:00";"0";"4.0999999046";"77";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.7415800095";"3.584980011";\N;"0.0464426987";"3.5483899117";"4.4660000801"
"216";"1206";"12161";"2005-03-20";"12:15:00";"75";\N;"77";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.1393280029";"24";"4.2880001068"
"217";"1206";"12162";"2005-03-21";"11:00:00";"0";"4";"60";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"3.9029300213";"0.4295910001";\N;"0.5108690262";"2.8064498901";"4.3649997711"
"218";"1206";"12162";"2005-03-21";"11:00:00";"58";\N;"60";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0464426987";"4.7096800804";"4.5329999924"
"219";"1206";"12163";"2005-03-21";"09:44:00";"0";"0.400000006";"31";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.913417995";"0.8200470209";\N;"0.0928853005";"26";"4.2490000725"
"220";"1206";"12163";"2005-03-21";"09:44:00";"29";\N;"31";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0464426987";"16.322599411";"4.0789999962"
"221";"1206";"12164";"2005-03-21";"12:55:00";"0";"3.7000000477";"41";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"3.4027900696";"0.4983609915";\N;"0.1857710034";"3.2580599785";"4.3070001602"
"222";"1206";"12164";"2005-03-21";"12:55:00";"39";\N;"41";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0464426987";"6.3548398018";"4.3649997711"
"223";"1206";"12165";"2005-03-21";"14:30:00";"0";"2.2999999523";"16";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"7.5156002045";"1.8058899641";\N;"0.0464426987";"27.354799271";"4.0560002327"
"224";"1206";"12165";"2005-03-21";"14:30:00";"14";\N;"16";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.6501970291";"13.258099556";"3.9570000172"
"225";"1206";"12166";"2005-03-21";"16:10:00";"0";"1.6000000238";"27";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"5.2113599777";"0.5090780258";\N;"0.0464426987";"23.09679985";"4.236000061"
"226";"1206";"12166";"2005-03-21";"16:10:00";"25";\N;"27";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0464426987";"10";"4.4000000954"
"227";"1206";"12167";"2005-03-19";"14:30:00";"0";"0.200000003";"7.8000001907";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0";"4.6620898247";\N;"0.0464426987";"8.2903203964";"5.763999939"
"228";"1206";"12167";"2005-03-19";"14:30:00";"11";\N;"7.8000001907";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3250989914";"30.225799561";"5.4029998779"
