"idAguaMateriaOrganicaSedimento";"idCampanha";"idSitio";"dataMedida";"horaMedida";"profundidade";"batimetria";"agua";"materiaOrganica"
"278";"810";"8137";"2004-07-12";\N;"2.5";"51";"29.186599731";"9.83607006073"
"279";"810";"8137";"2004-07-12";\N;"3.5";"51";"24.388799667";"11.246899604797"
"280";"810";"8138";"2004-07-14";\N;"0.5";"14.899999619";"69.22429657";"4.8192801475525"
"281";"810";"8138";"2004-07-14";\N;"1.5";"14.899999619";"47.797100067";"8.3798904418945"
"282";"810";"8138";"2004-07-14";\N;"2.5";"14.899999619";"53.790100098";"6.5040698051453"
"283";"810";"8138";"2004-07-14";\N;"3.5";"14.899999619";"40.564201355";"9.1127099990845"
"284";"810";"8139";"2004-07-16";\N;"0.5";"46.5";"71.073097229";"4.3763699531555"
"285";"810";"8139";"2004-07-16";\N;"1.5";"46.5";"56.684501648";"7.3113198280334"
"286";"810";"8139";"2004-07-16";\N;"2.5";"46.5";"51.495399475";"7.8282799720764"
"287";"810";"8139";"2004-07-16";\N;"3.5";"46.5";"45.68970108";"7.5471701622009"
"288";"1004";"10071";"2003-11-25";\N;"0.25";"21.600000381";"81.583000183";"14.204600334167"
"289";"1004";"10071";"2003-11-25";\N;"0.75";"21.600000381";"77.492797852";"14.554200172424"
"290";"1004";"10071";"2003-11-25";\N;"1.25";"21.600000381";"77.013397217";"13.55449962616"
"291";"1004";"10071";"2003-11-25";\N;"1.75";"21.600000381";"73.23500061";"12.808300018311"
"292";"1004";"10071";"2003-11-25";\N;"2.25";"21.600000381";"71.248001099";"12.640199661255"
"293";"1004";"10071";"2003-11-25";\N;"2.75";"21.600000381";"69.591300964";"12.751099586487"
"294";"1004";"10071";"2003-11-25";\N;"5.25";"21.600000381";"25.573600769";"1.9855799674988"
"295";"1004";"10072";"2003-11-25";\N;"0.5";"45";"93.923797607";"27.084999084473"
"296";"1004";"10072";"2003-11-25";\N;"1.25";"45";"92.16179657";"26.218799591064"
"297";"1004";"10072";"2003-11-25";\N;"1.75";"45";"30.593099594";"3.6679399013519"
"298";"1004";"10072";"2003-11-25";\N;"2.25";"45";"22.624200821";"3.2903299331665"
"299";"1004";"10073";"2003-11-25";\N;"0.25";"16";"77.547096252";"11.092499732971"
"300";"1004";"10073";"2003-11-25";\N;"0.75";"16";"71.232002258";"12.445199966431"
"301";"1004";"10073";"2003-11-25";\N;"1.25";"16";"67.556800842";"16.740600585938"
"302";"1004";"10073";"2003-11-25";\N;"1.75";"16";"67.005500793";"14.776200294495"
"303";"1004";"10073";"2003-11-25";\N;"2.25";"16";"69.531600952";"18.562799453735"
"304";"1004";"10073";"2003-11-25";\N;"2.75";"16";"59.009498596";"12.850999832153"
"305";"1004";"10074";"2003-11-26";\N;"0.25";"16.399999619";"84.587097168";"16.108100891113"
"306";"1004";"10074";"2003-11-26";\N;"0.75";"16.399999619";"68.051902771";"14.29909992218"
"307";"1004";"10074";"2003-11-26";\N;"1.25";"16.399999619";"70.05380249";"14.221099853516"
"308";"1004";"10074";"2003-11-26";\N;"1.75";"16.399999619";"65.699798584";"13.791999816895"
"309";"1004";"10074";"2003-11-26";\N;"2.25";"16.399999619";"70.644699097";"14.783499717712"
"310";"1004";"10074";"2003-11-26";\N;"2.75";"16.399999619";"67.275497437";"13.725600242615"
"311";"1004";"10074";"2003-11-26";\N;"3.25";"16.399999619";"63.046298981";"12.575300216675"
"312";"1004";"10074";"2003-11-26";\N;"3.75";"16.399999619";"52.911201477";"10.91339969635"
"313";"1004";"10075";"2003-11-26";\N;"0.25";"40.099998474";"95.098899841";"19.11310005188"
"314";"1004";"10075";"2003-11-26";\N;"0.75";"40.099998474";"89.468299866";"26.079700469971"
"315";"1004";"10075";"2003-11-26";\N;"1.25";"40.099998474";"94.847099304";"29.475900650024"
"316";"1004";"10076";"2003-11-26";\N;"0.25";"14.300000191";"95.647796631";"4.1437501907349"
"317";"1004";"10076";"2003-11-26";\N;"0.75";"14.300000191";"55.790401459";"4.6890201568604"
"318";"1004";"10076";"2003-11-26";\N;"1.25";"14.300000191";"29.737199783";"2.4979400634766"
"319";"1004";"10076";"2003-11-26";\N;"1.75";"14.300000191";"20.48800087";"2.2101399898529"
"320";"1004";"10077";"2003-11-26";\N;"0.5";"8.3000001907";"74.000396729";"11.687100410461"
"321";"1004";"10077";"2003-11-26";\N;"1.5";"8.3000001907";"69.999198914";"12.465200424194"
"322";"1004";"10077";"2003-11-26";\N;"2.25";"8.3000001907";"56.558700562";"9.068169593811"
"323";"1004";"10077";"2003-11-26";\N;"2.75";"8.3000001907";"60.354099274";"13.787400245667"
"324";"1004";"10078";"2003-11-26";\N;"0.25";"16.299999237";"94.881500244";"16.849700927734"
"325";"1004";"10078";"2003-11-26";\N;"0.75";"16.299999237";"83.00579834";"27.861999511719"
"326";"1004";"10078";"2003-11-26";\N;"1.25";"16.299999237";"89.894096375";"21.530099868774"
"327";"1004";"10078";"2003-11-26";\N;"1.75";"16.299999237";"87.862297058";"22.758100509644"
"328";"1004";"10078";"2003-11-26";\N;"2.25";"16.299999237";"89.589103699";"25.797700881958"
"329";"1004";"10078";"2003-11-26";\N;"2.75";"16.299999237";"90.155296326";"29.683399200439"
"330";"1004";"10078";"2003-11-26";\N;"3.25";"16.299999237";"67.804397583";"17.166200637817"
"331";"1004";"10078";"2003-11-26";\N;"3.75";"16.299999237";"54.587100983";"12.73960018158"
"332";"1007";"10099";"2004-03-24";\N;"0.5";"2.5";"20.499300003";"0.2362740039825"
"333";"1007";"10099";"2004-03-24";\N;"1.5";"2.5";"15.235799789";"0.3081189990044"
"334";"1007";"10099";"2004-03-24";\N;"2.5";"2.5";"15.242400169";"0.1770820021629"
"335";"1007";"10099";"2004-03-24";\N;"3.5";"2.5";"18.801200867";"0.1744740009308"
"336";"1010";"10099";"2004-07-21";\N;"0.5";"2.5";"16.19849968";"1.1560699939728"
"337";"1010";"10099";"2004-07-21";\N;"1.5";"2.5";"16.070299149";"1.1320799589157"
"338";"1010";"10099";"2004-07-21";\N;"2.5";"2.5";"15.932900429";"0.6578950285912"
"339";"1010";"10099";"2004-07-21";\N;"3.5";"2.5";"16.50289917";"1.5872999429703"
"340";"1007";"10100";"2004-03-23";\N;"0.5";"17.5";"92.143997192";"1.4081399440765"
"341";"1007";"10100";"2004-03-23";\N;"1.5";"17.5";"91.170402527";"0.9195590019226"
"342";"1007";"10100";"2004-03-23";\N;"2.5";"17.5";"91.580001831";"1.1514899730682"
"343";"1007";"10100";"2004-03-23";\N;"3.5";"17.5";"65.192199707";"2.2035799026489"
"344";"1007";"10101";"2004-03-23";\N;"0.5";"18.700000763";"91.818901062";"1.6324900388718"
"345";"1007";"10101";"2004-03-23";\N;"1.5";"18.700000763";"40.752700806";"1.1405899524689"
"346";"1007";"10101";"2004-03-23";\N;"2.5";"18.700000763";"27.031600952";"1.069650053978"
"347";"1007";"10101";"2004-03-23";\N;"3.5";"18.700000763";"20.806800842";"1.1210000514984"
"348";"1010";"10101";"2004-07-19";\N;"0.5";"17.5";"92.913398743";"1.6949199438095"
"349";"1010";"10101";"2004-07-19";\N;"1.5";"17.5";"67.326698303";"4.1666698455811"
"350";"1010";"10101";"2004-07-19";\N;"2.5";"17.5";"33.855201721";"6.3583798408508"
"351";"1010";"10101";"2004-07-19";\N;"3.5";"17.5";"34.893600464";"5.8536601066589"
"352";"1007";"10102";"2004-03-22";\N;"0.5";"50.200000763";"60.779701233";"1.2196099758148"
"353";"1007";"10102";"2004-03-22";\N;"1.5";"50.200000763";"30.072200775";"1.2874499559402"
"354";"1007";"10102";"2004-03-22";\N;"2.5";"50.200000763";"31.269100189";"1.4299999475479"
"355";"1007";"10102";"2004-03-22";\N;"3.5";"50.200000763";"28.400899887";"1.5942599773407"
"356";"1010";"10102";"2004-07-20";\N;"0.5";"47";"95.863296509";"1.1256999969482"
"357";"1010";"10102";"2004-07-20";\N;"1.5";"47";"92.731300354";"2.1377699375153"
"358";"1010";"10102";"2004-07-20";\N;"2.5";"47";"73.214302063";"3.3259398937225"
"359";"1010";"10102";"2004-07-20";\N;"3.5";"47";"27.861999512";"10.876099586487"
"360";"1007";"10103";"2004-03-22";\N;"0.5";"44";"74.757797241";"1.9889800548553"
"361";"1007";"10103";"2004-03-22";\N;"1.5";"44";"72.482902527";"1.9478399753571"
"362";"1007";"10103";"2004-03-22";\N;"2.5";"44";"61.623298645";"3.907840013504"
"363";"1007";"10103";"2004-03-22";\N;"3.5";"44";"44.981300354";"3.5243999958038"
"364";"1007";"10104";"2004-03-22";\N;"0.5";"44";"90.383499146";"1.6358699798584"
"365";"1007";"10104";"2004-03-22";\N;"1.5";"44";"86.484199524";"2.2960000038147"
"366";"1007";"10104";"2004-03-22";\N;"2.5";"44";"75.467300415";"2.580689907074"
"367";"1007";"10104";"2004-03-22";\N;"3.5";"44";"75.744499207";"2.3439199924469"
"368";"1007";"10105";"2004-03-23";\N;"0.5";"23.299999237";"70.80039978";"1.9140599966049"
"369";"1007";"10105";"2004-03-23";\N;"1.5";"23.299999237";"64.225196838";"2.3057799339294"
"370";"1007";"10105";"2004-03-23";\N;"2.5";"23.299999237";"68.142997742";"2.3854999542236"
"371";"1007";"10105";"2004-03-23";\N;"3.5";"23.299999237";"68.771499634";"2.2855000495911"
"372";"1007";"10106";"2004-03-24";\N;"0.5";"14.199999809";"78.827003479";"2.0616400241852"
"373";"1007";"10106";"2004-03-24";\N;"1.5";"14.199999809";"75.065101624";"2.3154499530792"
"374";"1007";"10106";"2004-03-24";\N;"2.5";"14.199999809";"75.016799927";"2.5590200424194"
"375";"1007";"10106";"2004-03-24";\N;"3.5";"14.199999809";"70.664703369";"2.7393600940704"
"376";"1007";"10107";"2004-03-24";\N;"0.5";"8.6999998093";"67.456802368";"2.3586299419403"
"377";"1007";"10107";"2004-03-24";\N;"1.5";"8.6999998093";"64.622703552";"2.7775299549103"
"378";"1007";"10107";"2004-03-24";\N;"2.5";"8.6999998093";"65.09400177";"3.0164699554443"
"379";"1007";"10107";"2004-03-24";\N;"3.5";"8.6999998093";"66.69619751";"2.5496599674225"
"380";"1007";"10108";"2004-03-23";\N;"0.5";"18.600000381";"71.416297913";"1.2513300180435"
"381";"1007";"10108";"2004-03-23";\N;"1.5";"18.600000381";"73.04070282";"1.8498799800873"
"382";"1007";"10108";"2004-03-23";\N;"2.5";"18.600000381";"79.504699707";"1.6048500537872"
"383";"1007";"10108";"2004-03-23";\N;"3.5";"18.600000381";"62.854301453";"2.2115700244904"
"384";"1010";"10109";"2004-07-19";\N;"0.5";"24.700000763";"84.291999817";"4.4619398117065"
"385";"1010";"10109";"2004-07-19";\N;"1.5";"24.700000763";"53.763401031";"7.75"
"386";"1010";"10109";"2004-07-19";\N;"2.5";"24.700000763";"37.158500671";"9.3137302398682"
"387";"1010";"10109";"2004-07-19";\N;"3.5";"24.700000763";"29.294799805";"11.111100196838"
"388";"1010";"10110";"2004-07-21";\N;"0.5";"42.5";"96.385498047";"0.9375"
"389";"1010";"10110";"2004-07-21";\N;"1.5";"42.5";"80.066398621";"4.1493802070618"
"390";"1010";"10110";"2004-07-21";\N;"2.5";"42.5";"45.635501862";"12.41609954834"
"391";"1010";"10110";"2004-07-21";\N;"3.5";"42.5";"34.854400635";"20.541799545288"
"392";"1010";"10111";"2004-07-21";\N;"0.5";"41.5";"80.586097717";"3.1818199157715"
"393";"1010";"10111";"2004-07-21";\N;"1.5";"41.5";"69.463897705";"4.6979899406433"
"394";"1010";"10111";"2004-07-21";\N;"2.5";"41.5";"53.412498474";"6.6666698455811"
"395";"1010";"10111";"2004-07-21";\N;"3.5";"41.5";"38.390598297";"9.1703100204468"
"396";"1010";"10112";"2004-07-19";\N;"0.5";"10.100000381";"75.411903381";"2.8571400642395"
"397";"1010";"10112";"2004-07-19";\N;"1.5";"10.100000381";"71.387298584";"4.1835398674011"
"398";"1010";"10112";"2004-07-19";\N;"2.5";"10.100000381";"81.006500244";"3.4068100452423"
"399";"1010";"10112";"2004-07-19";\N;"3.5";"10.100000381";"60.469299316";"6.8656702041626"
"400";"1010";"10113";"2004-07-20";\N;"0.5";"23";"34.995998383";"5.9770097732544"
"401";"1010";"10113";"2004-07-20";\N;"1.5";"23";"33.198699951";"6.2880301475525"
"402";"1010";"10113";"2004-07-20";\N;"2.5";"23";"29.312999725";"7.8125"
"403";"1010";"10113";"2004-07-20";\N;"3.5";"23";"28.432199478";"7.4285697937012"
"404";"1010";"10114";"2004-07-20";\N;"0.5";"10.399999619";"80.058700562";"3.0525000095367"
"405";"1010";"10114";"2004-07-20";\N;"1.5";"10.399999619";"73.709701538";"4.1575498580933"
"406";"1010";"10114";"2004-07-20";\N;"2.5";"10.399999619";"69.491500854";"5.2264800071716"
"407";"1010";"10114";"2004-07-20";\N;"3.5";"10.399999619";"69.366699219";"5.520170211792"
"408";"1010";"10115";"2004-07-19";\N;"0.5";"16.700000763";"84.976501465";"2.3480699062347"
"409";"1010";"10115";"2004-07-19";\N;"1.5";"16.700000763";"46.848999023";"7.6142101287842"
"410";"1010";"10115";"2004-07-19";\N;"2.5";"16.700000763";"34.48910141";"10.581999778748"
"411";"1010";"10115";"2004-07-19";\N;"3.5";"16.700000763";"25.775400162";"8.2987604141235"
"412";"1012";"10194";"2006-11-27";"16:56:00";"0.5";"3";"23.24200058";"0.5761659741402"
"413";"1012";"10194";"2006-11-27";"16:56:00";"1.5";"3";"21.832799911";"1.0118099451065"
"414";"1012";"10194";"2006-11-27";"16:56:00";"2.5";"3";"22.236499786";"1.3098200559616"
"415";"1012";"10194";"2006-11-27";"16:56:00";"3.5";"3";"23.22179985";"1.7419500350952"
"416";"1014";"10194";"2007-03-21";"11:00:00";"0.5";"2";"20.795200348";"0.5011919736862"
"417";"1014";"10194";"2007-03-21";"11:00:00";"1.5";"2";"21.296899796";"0.613883972168"
"418";"1014";"10194";"2007-03-21";"11:00:00";"2.5";"2";"21.128400803";"0.6232650279999"
"419";"1014";"10194";"2007-03-21";"11:00:00";"3.5";"2";"20.737499237";"0.655954003334"
"420";"1016";"10194";"2007-07-17";"16:30:00";"0.5";"2.5";"18.11989975";"0.5509470105171"
"421";"1016";"10194";"2007-07-17";"16:30:00";"1.5";"2.5";"18.485300064";"0.6522409915924"
"422";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"2.5";"17.328699112";"0.6234310269356"
"423";"1016";"10194";"2007-07-17";"16:30:00";"3.5";"2.5";"18.59690094";"0.4730249941349"
"424";"1012";"10195";"2006-11-28";"09:10:00";"0.5";"28.299999237";"90.253097534";"15.626999855042"
"425";"1012";"10195";"2006-11-28";"09:10:00";"1.5";"28.299999237";"87.607803345";"17.602199554443"
"426";"1012";"10195";"2006-11-28";"09:10:00";"2.5";"28.299999237";"89.534797668";"21.652299880981"
"427";"1012";"10195";"2006-11-28";"09:10:00";"3.5";"28.299999237";"50.560199738";"5.4724898338318"
"428";"1012";"10196";"2006-11-27";"08:47:00";"0.5";"16.5";"91.826896667";"19.329399108887"
"429";"1012";"10196";"2006-11-27";"08:47:00";"1.5";"16.5";"89.254798889";"20.054399490356"
"430";"1012";"10196";"2006-11-27";"08:47:00";"2.5";"16.5";"89.495697021";"29.446599960327"
"431";"1012";"10196";"2006-11-27";"08:47:00";"3.5";"16.5";"66.863601685";"14.741700172424"
"432";"1014";"10196";"2007-03-19";"08:55:00";"0.5";"18.600000381";"91.653800964";"19.310300827026"
"433";"1014";"10196";"2007-03-19";"08:55:00";"1.5";"18.600000381";"89.852798462";"21.25950050354"
"434";"1014";"10196";"2007-03-19";"08:55:00";"2.5";"18.600000381";"89.608802795";"23.228900909424"
"435";"1014";"10196";"2007-03-19";"08:55:00";"3.5";"18.600000381";"87.309799194";"25.904800415039"
"436";"1016";"10196";"2007-07-16";"09:05:00";"0.5";"17.399999619";"90.089401245";"18.468099594116"
"437";"1016";"10196";"2007-07-16";"09:05:00";"1.5";"17.399999619";"87.886199951";"19.820199966431"
"438";"1016";"10196";"2007-07-16";"09:05:00";"2.5";"17.399999619";"88.012199402";"24.386800765991"
"439";"1016";"10196";"2007-07-16";"09:05:00";"3.5";"17.399999619";"77.314903259";"16.510499954224"
"440";"1012";"10197";"2006-11-27";"09:27:00";"0.5";"27.399999619";"96.508903503";"21.763599395752"
"441";"1012";"10197";"2006-11-27";"09:27:00";"1.5";"27.399999619";"95.405700684";"24.464799880981"
"442";"1012";"10197";"2006-11-27";"09:27:00";"2.5";"27.399999619";"95.190101624";"24.141500473022"
"443";"1012";"10197";"2006-11-27";"09:27:00";"3.5";"27.399999619";"92.669502258";"22.512100219727"
"444";"1014";"10197";"2007-03-19";"09:20:00";"0.5";"27.399999619";"95.493499756";"26.337400436401"
"445";"1014";"10197";"2007-03-19";"09:20:00";"1.5";"27.399999619";"94.274597168";"22.432699203491"
"446";"1014";"10197";"2007-03-19";"09:20:00";"2.5";"27.399999619";"92.282096863";"25.996000289917"
"447";"1014";"10197";"2007-03-19";"09:20:00";"3.5";"27.399999619";"91.224899292";"22.792999267578"
"448";"1016";"10197";"2007-07-16";"09:30:00";"0.5";"26.200000763";"95.474998474";"21.374000549316"
"449";"1016";"10197";"2007-07-16";"09:30:00";"1.5";"26.200000763";"93.315299988";"20.870500564575"
"450";"1016";"10197";"2007-07-16";"09:30:00";"2.5";"26.200000763";"93.305603027";"23.309999465942"
"451";"1016";"10197";"2007-07-16";"09:30:00";"3.5";"26.200000763";"90.977500916";"23.667699813843"
"452";"1012";"10198";"2006-11-27";"10:00:00";"0.5";"27.700000763";"48.884399414";"5.6997098922729"
"453";"1012";"10198";"2006-11-27";"10:00:00";"1.5";"27.700000763";"46.028900146";"4.9019598960876"
"454";"1012";"10198";"2006-11-27";"10:00:00";"2.5";"27.700000763";"38.476898193";"4.1219601631165"
"455";"1012";"10198";"2006-11-27";"10:00:00";"3.5";"27.700000763";"30.583099365";"28.338800430298"
"456";"1014";"10198";"2007-03-19";"10:10:00";"0.5";"30";"98.137199402";"27.553400039673"
"457";"1014";"10198";"2007-03-19";"10:10:00";"1.5";"30";"93.685203552";"25.856000900269"
"458";"1014";"10198";"2007-03-19";"10:10:00";"2.5";"30";"94.453697205";"22.857099533081"
"459";"1014";"10198";"2007-03-19";"10:10:00";"3.5";"30";"90.455200195";"41.877899169922"
"460";"1016";"10198";"2007-07-16";"10:45:00";"0.5";"28.700000763";"97.475799561";"26.190500259399"
"461";"1016";"10198";"2007-07-16";"10:45:00";"1.5";"28.700000763";"95.992401123";"22.38809967041"
"462";"1016";"10198";"2007-07-16";"10:45:00";"2.5";"28.700000763";"95.430397034";"24.210500717163"
"463";"1016";"10198";"2007-07-16";"10:45:00";"3.5";"28.700000763";"95.139602661";"25.16729927063"
"464";"1012";"10199";"2006-11-27";"10:48:00";"0.5";"11.600000381";"68.991798401";"5.5605797767639"
"465";"1012";"10199";"2006-11-27";"10:48:00";"1.5";"11.600000381";"42.987998962";"4.0638499259949"
"466";"1012";"10199";"2006-11-27";"10:48:00";"2.5";"11.600000381";"28.251499176";"3.2611999511719"
"467";"1012";"10199";"2006-11-27";"10:48:00";"3.5";"11.600000381";"24.933000565";"3.2865800857544"
"468";"1014";"10199";"2007-03-19";"10:54:00";"0.5";"14";"41.436901093";"4.3748598098755"
"469";"1014";"10199";"2007-03-19";"10:54:00";"1.5";"14";"27.030899048";"3.744980096817"
"470";"1014";"10199";"2007-03-19";"10:54:00";"2.5";"14";"26.034999847";"3.5311899185181"
"471";"1014";"10199";"2007-03-19";"10:54:00";"3.5";"14";"22.532499313";"3.869019985199"
"472";"1016";"10199";"2007-07-16";"12:10:00";"0.5";"11.300000191";"46.651000977";"3.7936100959778"
"473";"1016";"10199";"2007-07-16";"12:10:00";"1.5";"11.300000191";"43.04240036";"3.7866699695587"
"474";"1016";"10199";"2007-07-16";"12:10:00";"2.5";"11.300000191";"26.348100662";"2.8926401138306"
"475";"1016";"10199";"2007-07-16";"12:10:00";"3.5";"11.300000191";"25.317199707";"2.0859899520874"
"476";"1012";"10200";"2006-11-27";"11:22:00";"0.5";"8.5";"61.854000092";"6.592050075531"
"477";"1012";"10200";"2006-11-27";"11:22:00";"1.5";"8.5";"53.248199463";"7.4517998695374"
"478";"1012";"10200";"2006-11-27";"11:22:00";"2.5";"8.5";"57.1772995";"8.2751197814941"
"479";"1012";"10200";"2006-11-27";"11:22:00";"3.5";"8.5";"54.245098114";"7.6343898773193"
"480";"1014";"10200";"2007-03-19";"11:47:00";"0.5";"11";"69.349502563";"6.561270236969"
"481";"1014";"10200";"2007-03-19";"11:47:00";"1.5";"11";"64.308700562";"6.4236798286438"
"482";"1014";"10200";"2007-03-19";"11:47:00";"2.5";"11";"58.999298096";"5.9474401473999"
"483";"1014";"10200";"2007-03-19";"11:47:00";"3.5";"11";"50.149898529";"11.955300331116"
"484";"1016";"10200";"2007-07-16";"13:00:00";"0.5";"6.0999999046";"24.022800446";"1.0435899496078"
"485";"1016";"10200";"2007-07-16";"13:00:00";"1.5";"6.0999999046";"19.569700241";"1.7589700222015"
"486";"1016";"10200";"2007-07-16";"13:00:00";"2.5";"6.0999999046";"18.039800644";"2.0494599342346"
"487";"1016";"10200";"2007-07-16";"13:00:00";"3.5";"6.0999999046";"16.966100693";"2.2067000865936"
"488";"1012";"10201";"2006-11-28";"08:09:00";"0.5";"46.299999237";"95.773200989";"39.62260055542"
"489";"1012";"10201";"2006-11-28";"08:09:00";"1.5";"46.299999237";"94.167800903";"25.065000534058"
"490";"1012";"10201";"2006-11-28";"08:09:00";"2.5";"46.299999237";"93.172798157";"25.880800247192"
"491";"1012";"10201";"2006-11-28";"08:09:00";"3.5";"46.299999237";"73.659500122";"8.8727903366089"
"492";"1014";"10201";"2007-03-20";"16:12:00";"0.5";"47";"94.280097961";"22.262800216675"
"493";"1014";"10201";"2007-03-20";"16:12:00";"1.5";"47";"93.888000488";"25.199100494385"
"494";"1014";"10201";"2007-03-20";"16:12:00";"2.5";"47";"92.60610199";"25.349800109863"
"495";"1014";"10201";"2007-03-20";"16:12:00";"3.5";"47";"91.053497314";"24.135599136353"
"496";"1016";"10201";"2007-07-18";"12:53:00";"0.5";"47.5";"93.681800842";"24.183500289917"
"497";"1016";"10201";"2007-07-18";"12:53:00";"1.5";"47.5";"82.37789917";"14.576100349426"
"498";"1016";"10201";"2007-07-18";"12:53:00";"2.5";"47.5";"50.811401367";"7.1706299781799"
"499";"1016";"10201";"2007-07-18";"12:53:00";"3.5";"47.5";"31.570199966";"6.4176502227783"
"500";"1012";"10202";"2006-11-29";"11:42:00";"0.5";"41";"95.223197937";"14.937000274658"
"501";"1012";"10202";"2006-11-29";"11:42:00";"1.5";"41";"89.210098267";"23.20599937439"
"502";"1012";"10202";"2006-11-29";"11:42:00";"2.5";"41";"79.355499268";"20.837400436401"
"503";"1012";"10202";"2006-11-29";"11:42:00";"3.5";"41";"44.513301849";"4.6579298973083"
"504";"1014";"10202";"2007-03-21";"16:06:00";"0.5";"43.599998474";"96.321098328";"28.770999908447"
"505";"1014";"10202";"2007-03-21";"16:06:00";"1.5";"43.599998474";"95.1875";"29.398899078369"
"506";"1014";"10202";"2007-03-21";"16:06:00";"2.5";"43.599998474";"90.831001282";"26.474800109863"
"507";"1014";"10202";"2007-03-21";"16:06:00";"3.5";"43.599998474";"70.397499084";"14.340800285339"
"508";"1016";"10202";"2007-07-17";"11:15:00";"0.5";"42.700000763";"95.023002625";"26.337699890137"
"509";"1016";"10202";"2007-07-17";"11:15:00";"1.5";"42.700000763";"90.201698303";"25.779300689697"
"510";"1016";"10202";"2007-07-17";"11:15:00";"2.5";"42.700000763";"83.000602722";"17.969200134277"
"511";"1016";"10202";"2007-07-17";"11:15:00";"3.5";"42.700000763";"51.016300201";"14.108400344849"
"512";"1012";"10203";"2006-11-29";"12:15:00";"0.5";"40";"94.983299255";"27.942199707031"
"513";"1012";"10203";"2006-11-29";"12:15:00";"1.5";"40";"90.977996826";"19.619199752808"
"514";"1012";"10203";"2006-11-29";"12:15:00";"2.5";"40";"69.263397217";"11.003800392151"
"515";"1012";"10203";"2006-11-29";"12:15:00";"3.5";"40";"57.205101013";"6.4539999961853"
"516";"1014";"10203";"2007-03-21";"16:38:00";"0.5";"42.099998474";"95.269699097";"29.312200546265"
"517";"1014";"10203";"2007-03-21";"16:38:00";"1.5";"42.099998474";"94.038597107";"30.733400344849"
"518";"1014";"10203";"2007-03-21";"16:38:00";"2.5";"42.099998474";"92.941902161";"28.46549987793"
"519";"1014";"10203";"2007-03-21";"16:38:00";"3.5";"42.099998474";"91.918701172";"23.751899719238"
"520";"1016";"10203";"2007-07-17";"11:52:00";"0.5";"41.5";"95.641403198";"27.114999771118"
"521";"1016";"10203";"2007-07-17";"11:52:00";"1.5";"41.5";"94.86530304";"24.734399795532"
"522";"1016";"10203";"2007-07-17";"11:52:00";"2.5";"41.5";"89.909698486";"18.090799331665"
"523";"1016";"10203";"2007-07-17";"11:52:00";"3.5";"41.5";"69.997802734";"9.8927001953125"
"524";"1012";"10204";"2006-11-28";"11:14:00";"0.5";"19.799999237";"70.499900818";"11.865699768066"
"525";"1012";"10204";"2006-11-28";"11:14:00";"1.5";"19.799999237";"59.67029953";"10.398300170898"
"526";"1012";"10204";"2006-11-28";"11:14:00";"2.5";"19.799999237";"63.902698517";"10.009699821472"
"527";"1012";"10204";"2006-11-28";"11:14:00";"3.5";"19.799999237";"62.259101868";"10.841500282288"
"528";"1014";"10204";"2007-03-20";"12:07:00";"0.5";"22.600000381";"78.239196777";"10.952199935913"
"529";"1014";"10204";"2007-03-20";"12:07:00";"1.5";"22.600000381";"79.229896545";"17.959699630737"
"530";"1014";"10204";"2007-03-20";"12:07:00";"2.5";"22.600000381";"81.323898315";"13.197299957275"
"531";"1014";"10204";"2007-03-20";"12:07:00";"3.5";"22.600000381";"60.014198303";"10.643799781799"
"532";"1016";"10204";"2007-07-18";"11:00:00";"0.5";"21.299999237";"73.344902039";"11.07590007782"
"533";"1016";"10204";"2007-07-18";"11:00:00";"1.5";"21.299999237";"70.426399231";"11.496399879456"
"534";"1016";"10204";"2007-07-18";"11:00:00";"2.5";"21.299999237";"57.416900635";"9.83607006073"
"535";"1016";"10204";"2007-07-18";"11:00:00";"3.5";"21.299999237";"67.173103333";"12.07559967041"
"536";"1012";"10205";"2006-11-29";"10:07:00";"0.5";"18";"71.906898499";"13.835900306702"
"537";"1012";"10205";"2006-11-29";"10:07:00";"1.5";"18";"69.441902161";"14.558099746704"
"538";"1012";"10205";"2006-11-29";"10:07:00";"2.5";"18";"66.742698669";"14.1702003479"
"539";"1012";"10205";"2006-11-29";"10:07:00";"3.5";"18";"65.969398499";"14.633399963379"
"540";"1014";"10205";"2007-03-22";"09:27:00";"0.5";"25";"76.199699402";"16.849599838257"
"541";"1014";"10205";"2007-03-22";"09:27:00";"1.5";"25";"75.831298828";"13.558799743652"
"542";"1014";"10205";"2007-03-22";"09:27:00";"2.5";"25";"70.803001404";"11.529700279236"
"543";"1014";"10205";"2007-03-22";"09:27:00";"3.5";"25";"23.408500671";"1.529070019722"
"544";"1016";"10205";"2007-07-17";"10:03:00";"0.5";"16.5";"75.214302063";"13.972700119019"
"545";"1016";"10205";"2007-07-17";"10:03:00";"1.5";"16.5";"50.260299683";"8.1530799865723"
"546";"1016";"10205";"2007-07-17";"10:03:00";"2.5";"16.5";"34.279499054";"4.9943399429321"
"547";"1016";"10205";"2007-07-17";"10:03:00";"3.5";"16.5";"31.050600052";"3.1800000667572"
"548";"1012";"10206";"2006-11-29";"08:44:00";"0.5";"6.6999998093";"76.761001587";"12.376999855042"
"549";"1012";"10206";"2006-11-29";"08:44:00";"1.5";"6.6999998093";"63.492099762";"11.850600242615"
