"idConcentracaoGasAgua";"idCampanha";"idSitio";"dataMedida";"horaMedida";"batimetria";"altura";"replica";"CH4";"CO2"
"269";"1004";"10078";"2003-11-26";\N;"16.299999237";"10";"2";"0.4069690108";"0.459190011"
"270";"1004";"10078";"2003-11-26";\N;"16.299999237";"5";"2";"0.4272429943";"0.4532909989"
"271";"1004";"10078";"2003-11-26";\N;"16.299999237";"0";"2";"0.435544014";"0.4994859993"
"272";"1007";"10100";"2004-03-23";\N;"17.5";"20";"2";"0.1199470013";"0.2089170069"
"273";"1007";"10100";"2004-03-23";\N;"17.5";"10";"2";"0.1271429956";"0.3918150067"
"274";"1007";"10100";"2004-03-23";\N;"17.5";"5";"2";"0.1268270016";"0.3847390115"
"275";"1007";"10100";"2004-03-23";\N;"17.5";"0.5";"2";"0.1153739989";"0.3531129956"
"276";"810";"8137";"2004-07-12";\N;"51";"20";"4";"0.0384999998";"0.1453000009"
"277";"810";"8137";"2004-07-12";\N;"51";"10";"4";"0.1278000027";"0.2721999884"
"278";"810";"8137";"2004-07-12";\N;"51";"5";"4";"0.1480000019";"0.2980999947"
"279";"810";"8137";"2004-07-12";\N;"51";"0.5";"4";"0.1560000032";"0.3059999943"
"280";"810";"8138";"2004-07-14";\N;"14.899999619";"20";"5";"0";"0.0952000022"
"281";"810";"8138";"2004-07-14";\N;"14.899999619";"10";"5";"0.0024000001";"0.0969000012"
"282";"810";"8138";"2004-07-14";\N;"14.899999619";"5";"5";"0";"0.1137999967"
"283";"810";"8138";"2004-07-14";\N;"14.899999619";"0.5";"5";"0.0018";"0.1121999994"
"284";"810";"8139";"2004-07-16";\N;"46.5";"20";"2";"0";"0.0573999994"
"285";"810";"8139";"2004-07-16";\N;"46.5";"10";"2";"0";"0.070100002"
"286";"810";"8139";"2004-07-16";\N;"46.5";"5";"2";"0";"0.0759999976"
"287";"810";"8139";"2004-07-16";\N;"46.5";"0.5";"2";"0";"0.0716999993"
"288";"1010";"10099";"2004-07-21";\N;"2";"20";"1";"0.0122801997";"0.1830639988"
"289";"1010";"10099";"2004-07-21";\N;"2";"10";"1";"0";"0.1920139939"
"290";"1010";"10099";"2004-07-21";\N;"2";"5";"1";"0.0048281001";"0.1762519926"
"291";"1010";"10099";"2004-07-21";\N;"2";"0.5";"1";"0";"0.165861994"
"292";"1007";"10101";"2004-03-23";\N;"18.700000763";"20";"2";"0.0205499995";"0.286996007"
"293";"1007";"10101";"2004-03-23";\N;"18.700000763";"10";"2";"0.0281531997";"0.3149949908"
"294";"1007";"10101";"2004-03-23";\N;"18.700000763";"5";"2";"0.0245519001";"0.310330987"
"295";"1007";"10101";"2004-03-23";\N;"18.700000763";"0.5";"2";"0.0281456001";"0.2830280066"
"296";"1007";"10102";"2004-03-22";\N;"50.200000763";"20";"3";"0.2109279931";"0.3632529974"
"297";"1007";"10102";"2004-03-22";\N;"50.200000763";"10";"3";"0.2259790003";"0.372781992"
"298";"1007";"10102";"2004-03-22";\N;"50.200000763";"5";"3";"0.2393469959";"0.4121190012"
"299";"1007";"10102";"2004-03-22";\N;"50.200000763";"0.5";"3";"0.2629849911";"0.4235279858"
"300";"1007";"10103";"2004-03-22";\N;"44";"20";"2";"0.2765510082";"0.4457220137"
"301";"1007";"10103";"2004-03-22";\N;"44";"10";"2";"0.2797569931";"0.435416013"
"302";"1007";"10103";"2004-03-22";\N;"44";"5";"2";"0.272442013";"0.455419004"
"303";"1007";"10103";"2004-03-22";\N;"44";"0.5";"2";"0.2734969854";"0.5137730241"
"304";"1007";"10104";"2004-03-22";\N;"44";"20";"6";"0.2760939896";"0.4520539939"
"305";"1007";"10104";"2004-03-22";\N;"44";"10";"6";"0.3901599944";"0.651237011"
"306";"1007";"10104";"2004-03-22";\N;"44";"5";"6";"0.5004450083";"0.7540919781"
"307";"1007";"10104";"2004-03-22";\N;"44";"0.5";"6";"0.5448560119";"0.8218060136"
"308";"1007";"10105";"2004-03-23";\N;"23.299999237";"20";"2";"0.0885908976";"0.3842410147"
"309";"1007";"10105";"2004-03-23";\N;"23.299999237";"10";"2";"0.0872977003";"0.3906779885"
"310";"1007";"10105";"2004-03-23";\N;"23.299999237";"5";"2";"0.0843577012";"0.3841960132"
"311";"1007";"10105";"2004-03-23";\N;"23.299999237";"0.5";"2";"0.0881946981";"0.4027009904"
"312";"1007";"10106";"2004-03-24";\N;"14.199999809";"20";"1";"0";"0.2036599964"
"313";"1007";"10106";"2004-03-24";\N;"14.199999809";"10";"1";"0";"0.2314770073"
"314";"1007";"10106";"2004-03-24";\N;"14.199999809";"5";"1";"0";"0.2243259996"
"315";"1007";"10106";"2004-03-24";\N;"14.199999809";"0.5";"1";"0";"0.2274450064"
"316";"1007";"10107";"2004-03-24";\N;"8.6999998093";"20";"2";"0";"0.2040690035"
"317";"1007";"10107";"2004-03-24";\N;"8.6999998093";"10";"2";"0";"0.1935299933"
"318";"1007";"10107";"2004-03-24";\N;"8.6999998093";"5";"2";"0";"0.2064480036"
"319";"1007";"10107";"2004-03-24";\N;"8.6999998093";"0.5";"2";"0";"0.1857780069"
"320";"1007";"10108";"2004-03-23";\N;"18.600000381";"20";"3";"0.0959488973";"0.2894470096"
"321";"1007";"10108";"2004-03-23";\N;"18.600000381";"10";"3";"0.1362880021";"0.3786469996"
"322";"1007";"10108";"2004-03-23";\N;"18.600000381";"5";"3";"0.1551830024";"0.4106569886"
"323";"1007";"10108";"2004-03-23";\N;"18.600000381";"0.5";"3";"0.1488000005";"0.4171679914"
"324";"1010";"10109";"2004-07-19";\N;"24.700000763";"20";"2";"0.1398220062";"0.3645280004"
"325";"1010";"10109";"2004-07-19";\N;"24.700000763";"10";"2";"0.1353580058";"0.3514679968"
"326";"1010";"10109";"2004-07-19";\N;"24.700000763";"5";"2";"0.1346250027";"0.3659839928"
"327";"1010";"10109";"2004-07-19";\N;"24.700000763";"0.5";"2";"0.1535950005";"0.3701710105"
"328";"1010";"10101";"2004-07-19";\N;"17.5";"20";"3";"0.0139822001";"0.1001629978"
"329";"1010";"10101";"2004-07-19";\N;"17.5";"10";"3";"0.0124738002";"0.0943946987"
"330";"1010";"10101";"2004-07-19";\N;"17.5";"5";"3";"0.0131456004";"0.1192779988"
"331";"1010";"10101";"2004-07-19";\N;"17.5";"0.5";"3";"0.0125404";"0.1072100028"
"332";"1010";"10102";"2004-07-20";\N;"47";"20";"3";"0.3608660102";"0.460559994"
"333";"1010";"10102";"2004-07-20";\N;"47";"10";"3";"0.3225579858";"0.4159300029"
"334";"1010";"10102";"2004-07-20";\N;"47";"5";"3";"0.3731890023";"0.4663020074"
"335";"1010";"10102";"2004-07-20";\N;"47";"0.5";"3";"0.3957259953";"0.4426519871"
"336";"1010";"10110";"2004-07-21";\N;"42.5";"20";"2";"0.432186991";"0.4757739902"
"337";"1010";"10110";"2004-07-21";\N;"42.5";"10";"2";"0.4490819871";"0.4700039923"
"338";"1010";"10110";"2004-07-21";\N;"42.5";"5";"2";"0.430370003";"0.4909360111"
"339";"1010";"10110";"2004-07-21";\N;"42.5";"0.5";"2";"0.4282889962";"0.4934520125"
"340";"1010";"10111";"2004-07-21";\N;"41.5";"20";"4";"0.3999490142";"0.5684390068"
"341";"1010";"10111";"2004-07-21";\N;"41.5";"10";"4";"0.476139009";"0.6828129888"
"342";"1010";"10111";"2004-07-21";\N;"41.5";"5";"4";"0.4801929891";"0.6772760153"
"343";"1010";"10111";"2004-07-21";\N;"41.5";"0.5";"4";"0.5032190084";"0.738443017"
"344";"1010";"10112";"2004-07-19";\N;"10.100000381";"20";"2";"0.0085653896";"0.1063570008"
"345";"1010";"10112";"2004-07-19";\N;"10.100000381";"10";"2";"0.0148903001";"0.1075330004"
"346";"1010";"10112";"2004-07-19";\N;"10.100000381";"5";"2";"0.0131625999";"0.1104929969"
"347";"1010";"10112";"2004-07-19";\N;"10.100000381";"0.5";"2";"0.0137104001";"0.1122879982"
"348";"1010";"10113";"2004-07-20";\N;"23";"20";"4";"0.00910604";"0.2291969955"
"349";"1010";"10113";"2004-07-20";\N;"23";"10";"4";"0.0074862";"0.258273989"
"350";"1010";"10113";"2004-07-20";\N;"23";"5";"4";"0.0137663996";"0.2121430039"
"351";"1010";"10113";"2004-07-20";\N;"23";"0.5";"4";"0.0112455003";"0.2580820024"
"352";"1010";"10114";"2004-07-20";\N;"10.399999619";"20";"4";"0";"0.1250649989"
"353";"1010";"10114";"2004-07-20";\N;"10.399999619";"10";"4";"0";"0.1463699937"
"354";"1010";"10114";"2004-07-20";\N;"10.399999619";"5";"4";"0";"0.1438249946"
"355";"1010";"10114";"2004-07-20";\N;"10.399999619";"0.5";"4";"0";"0.1526950002"
"356";"1010";"10115";"2004-07-19";\N;"16.700000763";"20";"3";"0.0377105996";"0.2649300098"
"357";"1010";"10115";"2004-07-19";\N;"16.700000763";"10";"3";"0.0402318984";"0.2732619941"
"358";"1010";"10115";"2004-07-19";\N;"16.700000763";"5";"3";"0.0338600986";"0.2755819857"
"359";"1010";"10115";"2004-07-19";\N;"16.700000763";"0.5";"3";"0.0408716016";"0.2673169971"
"360";"1012";"10194";"2006-11-27";"16:56:00";"3";"10";\N;"0.0500702001";"0.1803780049"
"361";"1012";"10194";"2006-11-27";"16:56:00";"3";"5";\N;"0.0537310988";"0.2155790031"
"362";"1012";"10194";"2006-11-27";"16:56:00";"3";"0.5";\N;"0.0608622991";"0.3403530121"
"363";"1012";"10195";"2006-11-28";"09:10:00";"28.299999237";"10";\N;"0.7010020018";"0.6573399901"
"364";"1012";"10195";"2006-11-28";"09:10:00";"28.299999237";"5";\N;"0.9209179878";"0.8191159964"
"365";"1012";"10195";"2006-11-28";"09:10:00";"28.299999237";"0.5";\N;"0.9678040147";"0.904794991"
"366";"1012";"10196";"2006-11-27";"08:47:00";"16.5";"10";\N;"0.1346649975";"0.3258070052"
"367";"1012";"10196";"2006-11-27";"08:47:00";"16.5";"5";\N;"0.2089859992";"0.4799599946"
"368";"1012";"10196";"2006-11-27";"08:47:00";"16.5";"0.5";\N;"0.2302370071";"0.4809220135"
"369";"1012";"10197";"2006-11-27";"09:27:00";"27.399999619";"10";\N;"0.4058760107";"0.4885599911"
"370";"1012";"10197";"2006-11-27";"09:27:00";"27.399999619";"5";\N;"0.5405690074";"0.5111740232"
"371";"1012";"10197";"2006-11-27";"09:27:00";"27.399999619";"0.5";\N;"0.6363289952";"0.7819460034"
"372";"1012";"10198";"2006-11-27";"10:00:00";"27.700000763";"10";\N;"0.3947950006";"0.5611879826"
"373";"1012";"10198";"2006-11-27";"10:00:00";"27.700000763";"5";\N;"0.4804880023";"0.6200810075"
"374";"1012";"10198";"2006-11-27";"10:00:00";"27.700000763";"0.5";\N;"0.6559029818";"0.9826020002"
"375";"1012";"10199";"2006-11-27";"10:48:00";"11.600000381";"10";\N;"0.0681029037";"0.3860940039"
"376";"1012";"10199";"2006-11-27";"10:48:00";"11.600000381";"5";\N;"0.0776671991";"0.3760780096"
"377";"1012";"10199";"2006-11-27";"10:48:00";"11.600000381";"0.5";\N;"0.1654299945";"0.5237990022"
"378";"1012";"10200";"2006-11-27";"11:22:00";"8.5";"10";\N;"0.00186002";"0.0445188992"
"379";"1012";"10200";"2006-11-27";"11:22:00";"8.5";"5";\N;"0.00131179";"0.0498551019"
"380";"1012";"10200";"2006-11-27";"11:22:00";"8.5";"0.5";\N;"0.0019639099";"0.0510876998"
"381";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"10";\N;"0.3489019871";"0.4214490056"
"382";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"5";\N;"0.5189899802";"0.4924989939"
"383";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"0.5";\N;"0.6023169756";"0.8514289856"
"384";"1012";"10202";"2006-11-29";"11:42:00";"41";"10";\N;"0.2443400025";"0.3971770108"
"385";"1012";"10202";"2006-11-29";"11:42:00";"41";"5";\N;"0.3744379878";"0.4605610073"
"386";"1012";"10202";"2006-11-29";"11:42:00";"41";"0.5";\N;"0.3387530148";"0.504594028"
"387";"1012";"10203";"2006-11-29";"12:15:00";"40";"10";\N;"0.2882870138";"0.3962900043"
"388";"1012";"10203";"2006-11-29";"12:15:00";"40";"5";\N;"0.5709149837";"0.6039710045"
"389";"1012";"10203";"2006-11-29";"12:15:00";"40";"0.5";\N;"0.7887359858";"0.7629370093"
"390";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"10";\N;"0.579554975";"0.7390699983"
"391";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"5";\N;"0.7125899792";"0.9091929793"
"392";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"0.5";\N;"0.774782002";"1.1589200497"
"393";"1014";"10194";"2007-03-21";"11:00:00";"2";"10";\N;"0.0502620004";"0.2459409982"
"394";"1014";"10194";"2007-03-21";"11:00:00";"2";"5";\N;"0.0592080988";"0.251868993"
"395";"1014";"10194";"2007-03-21";"11:00:00";"2";"0.5";\N;"0.0334013999";"0.169242993"
"396";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"10";\N;"0.1358270049";"0.3517360091"
"397";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"5";\N;"0.2053090036";"0.4183070064"
"398";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"0.5";\N;"0.2231380045";"0.4376080036"
"399";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"10";\N;"0.4619379938";"0.5135549903"
"400";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"5";\N;"0.6723870039";"0.5079360008"
"401";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"0.5";\N;"0.6924440265";"0.6389009953"
"402";"1014";"10198";"2007-03-19";"10:10:00";"30";"10";\N;"0.6960129738";"0.6426860094"
"403";"1014";"10198";"2007-03-19";"10:10:00";"30";"5";\N;"0.816403985";"0.5044900179"
"404";"1014";"10198";"2007-03-19";"10:10:00";"30";"0.5";\N;"0.8234530091";"0.7347729802"
"405";"1014";"10199";"2007-03-19";"10:54:00";"14";"10";\N;"0.0123811997";"0.2904269993"
"406";"1014";"10199";"2007-03-19";"10:54:00";"14";"5";\N;"0.0288453009";"0.2970800102"
"407";"1014";"10199";"2007-03-19";"10:54:00";"14";"0.5";\N;"0.0370322987";"0.3528490067"
"408";"1014";"10200";"2007-03-19";"11:47:00";"11";"10";\N;"0.00122954";"0.1988389939"
"409";"1014";"10200";"2007-03-19";"11:47:00";"11";"5";\N;"6.91041e-4";"0.1931629926"
"410";"1014";"10200";"2007-03-19";"11:47:00";"11";"0.5";\N;"7.2003499e-4";"0.2032939941"
"411";"1014";"10201";"2007-03-20";"16:12:00";"47";"10";\N;"0.0750954002";"0.4306769967"
"412";"1014";"10201";"2007-03-20";"16:12:00";"47";"5";\N;"0.5253890157";"0.5532190204"
"413";"1014";"10201";"2007-03-20";"16:12:00";"47";"0.5";\N;"0.6135889888";"0.5361089706"
"414";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"10";\N;"0.7433109879";"0.8763560057"
"415";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"5";\N;"0.5483970046";"0.6526309848"
"416";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"0.5";\N;"0.58604002";"0.5438529849"
"417";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"10";\N;"0.7230420113";"0.7217360139"
"418";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"5";\N;"0.9492539763";"0.8292430043"
"419";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"0.5";\N;"1.4894499779";"1.2437399626"
"420";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"10";\N;"0.1555320024";"0.4642649889"
"421";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"5";\N;"0.1716330051";"0.4763230085"
"422";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"0.5";\N;"0.1216220036";"0.368140012"
"423";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"10";\N;"8.0991199e-4";"0.1811989993"
"424";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"5";\N;"8.4764499e-4";"0.1992370039"
"425";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"0.5";\N;"9.0637797e-4";"0.2068839967"
"426";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"10";\N;"0.0013799";"0.2338390052"
"427";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"5";\N;"0.0016781799";"0.2127809972"
"428";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"0.5";\N;"0.00249849";"0.2420590073"
"429";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"10";\N;"0.0104114003";"0.2261860073"
"430";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"5";\N;"0.0206499994";"0.2239460051"
"431";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"0.5";\N;"0.032164";"0.2619160116"
"432";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"10";\N;"0.2201589942";"0.4588609934"
"433";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"5";\N;"0.4442059994";"0.4898000062"
"434";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"0.5";\N;"0.5166400075";"0.5219069719"
"435";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"10";\N;"0.00136911";"0.1567829996"
"436";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"5";\N;"0.0024837099";"0.1807910055"
"437";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"0.5";\N;"0.0021931101";"0.1703480035"
"438";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"10";\N;"0.0014902001";"0.1120999977"
"439";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"5";\N;"2.07713e-4";"0.1280580014"
"440";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"0.5";\N;"8.7261602e-4";"0.1237979978"
"441";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"10";\N;"0.0304226";"0.3340570033"
"442";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"5";\N;"0.0595891997";"0.36066401"
"443";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"0.5";\N;"0.192377001";"0.4879890084"
"444";"1016";"10202";"2007-07-17";"11:15:00";"42.700000763";"10";\N;"0.4160990119";"0.3943569958"
"445";"1016";"10202";"2007-07-17";"11:15:00";"42.700000763";"5";\N;"0.6329789758";"0.37202999"
"446";"1016";"10202";"2007-07-17";"11:15:00";"42.700000763";"0.5";\N;"0.6470320225";"0.7809900045"
"447";"1016";"10203";"2007-07-17";"11:52:00";"41.5";"10";\N;"0.4420840144";"0.956618011"
"448";"1016";"10203";"2007-07-17";"11:52:00";"41.5";"5";\N;"0.9895830154";"0.9788510203"
"449";"1016";"10203";"2007-07-17";"11:52:00";"41.5";"0.5";\N;"1.3737200499";"0.8847519755"
"450";"1016";"10204";"2007-07-18";"11:00:00";"21.299999237";"10";\N;"0.0130318003";"0.1947139949"
"451";"1016";"10204";"2007-07-18";"11:00:00";"21.299999237";"5";\N;"0.0061649401";"0.210868001"
"452";"1016";"10204";"2007-07-18";"11:00:00";"21.299999237";"0.5";\N;"0.0942474976";"0.3016940057"
"453";"1012";"10205";"2006-11-29";"10:07:00";"18";"10";\N;"8.0883701e-4";"0.2297620028"
"454";"1012";"10205";"2006-11-29";"10:07:00";"18";"5";\N;"0.00183511";"0.2795119882"
"455";"1012";"10205";"2006-11-29";"10:07:00";"18";"0.5";\N;"0.2309720069";"0.565343976"
"456";"1012";"10206";"2006-11-29";"08:44:00";"6.6999998093";"10";\N;"0.0020902499";"0.2000239938"
"457";"1012";"10206";"2006-11-29";"08:44:00";"6.6999998093";"5";\N;"0.00138774";"0.1552740037"
"458";"1012";"10206";"2006-11-29";"08:44:00";"6.6999998093";"0.5";\N;"9.5014297e-4";"0.2082490027"
"459";"1012";"10207";"2006-11-28";"12:22:00";"14.899999619";"10";\N;"0.4594840109";"0.5760070086"
"460";"1012";"10207";"2006-11-28";"12:22:00";"14.899999619";"5";\N;"0.593231976";"0.7451789975"
"461";"1012";"10207";"2006-11-28";"12:22:00";"14.899999619";"0.5";\N;"0.5229690075";"1.056229949"
"462";"1014";"10208";"2007-03-20";"08:37:00";"53";"10";\N;"0.8104490042";"0.8381850123"
"463";"1014";"10208";"2007-03-20";"08:37:00";"53";"5";\N;"0.9503740072";"0.7937729955"
"464";"1014";"10208";"2007-03-20";"08:37:00";"53";"0.5";\N;"1.0125900507";"0.7524399757"
"465";"1014";"10209";"2007-03-20";"09:40:00";"63";"10";\N;"1.0485399961";"1.0310399532"
"466";"1014";"10209";"2007-03-20";"09:40:00";"63";"5";\N;"0.990350008";"0.8146700263"
"467";"1014";"10209";"2007-03-20";"09:40:00";"63";"0.5";\N;"0.6556059718";"0.0786636025"
"468";"1014";"10210";"2007-03-20";"11:15:00";"62";"10";\N;"0.7870259881";"0.6840299964"
"469";"1014";"10210";"2007-03-20";"11:15:00";"62";"5";\N;"0.8746799827";"0.7214459777"
"470";"1014";"10210";"2007-03-20";"11:15:00";"62";"0.5";\N;"0.7284250259";"0.7100710273"
"471";"1014";"10205";"2007-03-22";"09:27:00";"25";"10";\N;"0.00192682";"0.1609240025"
"472";"1014";"10205";"2007-03-22";"09:27:00";"25";"5";\N;"0.00185226";"0.1514330059"
"473";"1014";"10205";"2007-03-22";"09:27:00";"25";"0.5";\N;"0.0060733501";"0.153944999"
"474";"1014";"10206";"2007-03-22";"08:16:00";"10.399999619";"10";\N;"0.00326721";"0.1538610011"
"475";"1014";"10206";"2007-03-22";"08:16:00";"10.399999619";"5";\N;"0.00121229";"0.1364109963"
"476";"1014";"10206";"2007-03-22";"08:16:00";"10.399999619";"0.5";\N;"0.00187523";"0.134476006"
"477";"1014";"10207";"2007-03-20";"12:48:00";"18";"10";\N;"0.1094890013";"0.3853389919"
"478";"1014";"10207";"2007-03-20";"12:48:00";"18";"5";\N;"0.1076269969";"0.4072009921"
"479";"1014";"10207";"2007-03-20";"12:48:00";"18";"0.5";\N;"0.1194130033";"0.3909919858"
"480";"1016";"10208";"2007-07-18";"08:25:00";"53";"10";\N;"0.4313119948";"0.5311689973"
"481";"1016";"10208";"2007-07-18";"08:25:00";"53";"5";\N;"0.8385869861";"0.6168220043"
"482";"1016";"10208";"2007-07-18";"08:25:00";"53";"0.5";\N;"1.234760046";"0.6672449708"
"483";"1016";"10209";"2007-07-18";"09:03:00";"57";"10";\N;"0.6447589993";"0.595911026"
"484";"1016";"10209";"2007-07-18";"09:03:00";"57";"5";\N;"0.9655550122";"0.6454460025"
"485";"1016";"10209";"2007-07-18";"09:03:00";"57";"0.5";\N;"3.0884099007";"2.3815701008"
"486";"1016";"10210";"2007-07-18";"11:00:00";"21.299999237";"10";\N;"0.7296900153";"0.6264320016"
"487";"1016";"10210";"2007-07-18";"11:00:00";"21.299999237";"5";\N;"1.5197600126";"1.1202399731"
"488";"1016";"10210";"2007-07-18";"11:00:00";"21.299999237";"0.5";\N;"2.1759700775";"1.3760700226"
"489";"1016";"10205";"2007-07-17";"10:03:00";"16.5";"10";\N;"3.4112399e-4";"0.1215929985"
"490";"1016";"10205";"2007-07-17";"10:03:00";"16.5";"5";\N;"9.8238897e-4";"0.1389400065"
"491";"1016";"10205";"2007-07-17";"10:03:00";"16.5";"0.5";\N;"0.0181654003";"0.1608549953"
"492";"1016";"10206";"2007-07-17";"08:40:00";"9.1000003815";"10";\N;"8.36836e-4";"0.1510290056"
"493";"1016";"10206";"2007-07-17";"08:40:00";"9.1000003815";"5";\N;"0.0029263699";"0.1687570065"
"494";"1016";"10206";"2007-07-17";"08:40:00";"9.1000003815";"0.5";\N;"0.00161553";"0.1600330025"
"495";"1016";"10207";"2007-07-18";"12:06:00";"16.5";"10";\N;"0";"0.1753350049"
"496";"1016";"10207";"2007-07-18";"12:06:00";"16.5";"5";\N;"0.0020361301";"0.1911229938"
"497";"1016";"10207";"2007-07-18";"12:06:00";"16.5";"0.5";\N;"0.00212827";"0.1801429987"
"498";"1203";"12150";"2004-11-22";"17:25:00";"1.6000000238";"10";\N;"0";"0.0890666023"
"499";"1203";"12150";"2004-11-22";"17:25:00";"1.6000000238";"5";\N;"0";"0.0898306966"
"500";"1203";"12150";"2004-11-22";"17:25:00";"1.6000000238";"0.5";\N;"0";"0.0933070034"
"501";"1203";"12151";"2004-11-20";"11:30:00";"70.599998474";"10";\N;"0.0010954801";"0.1922259927"
"502";"1203";"12151";"2004-11-20";"11:30:00";"70.599998474";"5";\N;"0.0020030099";"0.2521030009"
"503";"1203";"12151";"2004-11-20";"11:30:00";"70.599998474";"0.5";\N;"0.00140047";"0.1813659966"
"504";"1203";"12152";"2004-11-20";"09:40:00";"55.099998474";"10";\N;"0";"0.2018090039"
"505";"1203";"12152";"2004-11-20";"09:40:00";"55.099998474";"5";\N;"7.0224301e-4";"0.193957001"
"506";"1203";"12152";"2004-11-20";"09:40:00";"55.099998474";"0.5";\N;"0.0045831702";"0.2106969953"
"507";"1203";"12153";"2004-11-22";"09:40:00";"25.5";"10";\N;"0.0181561001";"0.1612489969"
"508";"1203";"12153";"2004-11-22";"09:40:00";"25.5";"5";\N;"0.0224849004";"0.206577003"
"509";"1203";"12153";"2004-11-22";"09:40:00";"25.5";"0.5";\N;"0.0287951007";"0.2332980037"
"510";"1203";"12154";"2004-11-21";"13:50:00";"33.599998474";"10";\N;"0";"0.0277001001"
"511";"1203";"12154";"2004-11-21";"13:50:00";"33.599998474";"5";\N;"8.5056998e-4";"0.0439847"
"512";"1203";"12154";"2004-11-21";"13:50:00";"33.599998474";"0.5";\N;"0.0129078999";"0.0698207989"
"513";"1203";"12155";"2004-11-21";"10:12:00";"10.5";"10";\N;"0";"0.0637900978"
"514";"1203";"12155";"2004-11-21";"10:12:00";"10.5";"5";\N;"0";"0.0519471988"
"515";"1203";"12155";"2004-11-21";"10:12:00";"10.5";"0.5";\N;"0";"0.0571341999"
"516";"1203";"12156";"2004-11-21";"12:30:00";"20.600000381";"10";\N;"0";"0.0706076026"
"517";"1203";"12156";"2004-11-21";"12:30:00";"20.600000381";"5";\N;"0";"0.0783417001"
"518";"1203";"12156";"2004-11-21";"12:30:00";"20.600000381";"0.5";\N;"0.0062783398";"0.0787213966"
"519";"1203";"12157";"2004-11-23";"12:35:00";"3";"10";\N;"0.0065878201";"0.1696770042"
"520";"1203";"12157";"2004-11-23";"12:35:00";"3";"5";\N;"0.0072882599";"0.1346260011"
"521";"1203";"12157";"2004-11-23";"12:35:00";"3";"0.5";\N;"0.0086526005";"0.1619970053"
"522";"1203";"12158";"2004-11-23";"14:40:00";"5";"10";\N;"0.00179478";"0.0742714033"
"523";"1203";"12158";"2004-11-23";"14:40:00";"5";"5";\N;"0.00197922";"0.0768456981"
"524";"1203";"12158";"2004-11-23";"14:40:00";"5";"0.5";\N;"0.00194325";"0.1078799963"
"525";"1203";"12159";"2004-11-23";"17:00:00";"0.5";"10";\N;"7.6369797e-5";"0.0860512033"
"526";"1203";"12159";"2004-11-23";"17:00:00";"0.5";"5";\N;"0.00241679";"0.0823597014"
"527";"1203";"12159";"2004-11-23";"17:00:00";"0.5";"0.5";\N;"4.0096199e-4";"0.0817739964"
"528";"1206";"12160";"2005-03-22";"13:00:00";"1";"10";\N;"0";"0.1079299971"
"529";"1206";"12160";"2005-03-22";"13:00:00";"1";"5";\N;"0";"0.1017730013"
"530";"1206";"12160";"2005-03-22";"13:00:00";"1";"0.5";\N;"0";"0.109356001"
"531";"1206";"12161";"2005-03-20";"12:15:00";"77";"10";\N;"0.0269495994";"0.1224749982"
