"idConcentracaoGasSedimento";"idCampanha";"idSitio";"dataMedida";"horaMedida";"batimetria";"profundidadeDoSedimento";"replica";"CH4";"CO2"
"864";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"-0.25";"4";"0.8871610165";"0.781768024"
"865";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"-0.75";"4";"1.299669981";"1.4346400499"
"866";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"-1.25";"4";"1.9006099701";"1.2684999704"
"867";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"-1.75";"4";"2.0595500469";"1.5056899786"
"868";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"-2.25";"4";"1.8090399504";"1.7878799438"
"869";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"-2.75";"4";"1.9009799957";"2.9910600185"
"870";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"-3.25";"4";"1.4587500095";"1.4955400229"
"871";"1012";"10201";"2006-11-28";"08:09:00";"46.299999237";"-3.75";"4";"1.8424600363";"2.4117600918"
"872";"1012";"10202";"2006-11-29";"11:42:00";"41";"-0.25";"2";"0.5764650106";"0.7899699807"
"873";"1012";"10202";"2006-11-29";"11:42:00";"41";"-0.75";"2";"1.0523799658";"1.2167999744"
"874";"1012";"10202";"2006-11-29";"11:42:00";"41";"-1.25";"2";"1.3092199564";"1.3783400059"
"875";"1012";"10202";"2006-11-29";"11:42:00";"41";"-1.75";"2";"2.1288099289";"2.945389986"
"876";"1012";"10202";"2006-11-29";"11:42:00";"41";"-2.25";"2";"2.061439991";"2.193559885"
"877";"1012";"10202";"2006-11-29";"11:42:00";"41";"-2.75";"2";"1.5208400488";"2.0104598999"
"878";"1012";"10202";"2006-11-29";"11:42:00";"41";"-3.25";"2";"0.755088985";"1.4796199799"
"879";"1012";"10202";"2006-11-29";"11:42:00";"41";"-3.75";"2";"0.6341969967";"1.4845099449"
"880";"1012";"10202";"2006-11-29";"11:42:00";"41";"-0.25";"4";"0.6584450006";"0.7856159806"
"881";"1012";"10202";"2006-11-29";"11:42:00";"41";"-0.75";"4";"0.952376008";"0.9311419725"
"882";"1012";"10202";"2006-11-29";"11:42:00";"41";"-1.25";"4";"1.4560600519";"1.4772000313"
"883";"1012";"10202";"2006-11-29";"11:42:00";"41";"-1.75";"4";"1.5178699493";"1.9664200544"
"884";"1012";"10202";"2006-11-29";"11:42:00";"41";"-2.25";"4";"2.1934399605";"3.5877900124"
"885";"1012";"10202";"2006-11-29";"11:42:00";"41";"-2.75";"4";"2.3182899952";"4.8533701897"
"886";"1012";"10202";"2006-11-29";"11:42:00";"41";"-3.25";"4";"2.0696499348";"2.990530014"
"887";"1012";"10202";"2006-11-29";"11:42:00";"41";"-3.75";"4";"2.6094601154";"5.2050499916"
"888";"1012";"10203";"2006-11-29";"12:15:00";"40";"-0.25";"3";"0.9653159976";"1.027510047"
"889";"1012";"10203";"2006-11-29";"12:15:00";"40";"-0.75";"3";"1.89083004";"1.6842800379"
"890";"1012";"10203";"2006-11-29";"12:15:00";"40";"-1.25";"3";"2.9373400211";"2.1464099884"
"891";"1012";"10203";"2006-11-29";"12:15:00";"40";"-1.75";"3";"3.4547901154";"3.31208992"
"892";"1012";"10203";"2006-11-29";"12:15:00";"40";"-2.25";"3";"2.7392299175";"2.6635000706"
"893";"1012";"10203";"2006-11-29";"12:15:00";"40";"-2.75";"3";"13.803899765";"18.305099487"
"894";"1012";"10203";"2006-11-29";"12:15:00";"40";"-3.25";"3";"14.159899712";"11.975000381"
"895";"1012";"10203";"2006-11-29";"12:15:00";"40";"-3.75";"3";"18.24090004";"15.676099777"
"896";"1012";"10203";"2006-11-29";"12:15:00";"40";"-0.25";"4";"0.704644978";"0.655230999"
"897";"1012";"10203";"2006-11-29";"12:15:00";"40";"-0.75";"4";"0.9103879929";"0.8053879738"
"898";"1012";"10203";"2006-11-29";"12:15:00";"40";"-1.25";"4";"1.1746499538";"0.9460070133"
"899";"1012";"10203";"2006-11-29";"12:15:00";"40";"-1.75";"4";"1.5606299639";"1.2403000593"
"900";"1012";"10203";"2006-11-29";"12:15:00";"40";"-2.25";"4";"1.7868200541";"1.4089200497"
"901";"1012";"10203";"2006-11-29";"12:15:00";"40";"-2.75";"4";"0.6407349706";"0.9986820221"
"902";"1012";"10203";"2006-11-29";"12:15:00";"40";"-3.25";"4";"1.2325099707";"0.7468289733"
"903";"1012";"10203";"2006-11-29";"12:15:00";"40";"-3.75";"4";"1.3813899755";"0.9315890074"
"904";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-0.25";"3";"0.9126449823";"1.2240999937"
"905";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-0.75";"3";"0.9244750142";"1.2500499487"
"906";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-1.25";"3";"1.1560800076";"1.4527699947"
"907";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-1.75";"3";"1.4054299593";"1.6939100027"
"908";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-2.25";"3";"1.4585599899";"1.3303400278"
"909";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-2.75";"3";"1.1986900568";"1.3617600203"
"910";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-3.25";"3";"1.6580599546";"1.5052399635"
"911";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-3.75";"3";"2.008769989";"2.1006500721"
"912";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-0.25";"5";"1.3176100254";"1.3386600018"
"913";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-0.75";"5";"2.6875998974";"2.2422699928"
"914";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-1.25";"5";"19.751300812";"13.876899719"
"915";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-1.75";"5";"4.1039500237";"5.2619800568"
"916";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-2.25";"5";"2.7954800129";"3.0244998932"
"917";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-2.75";"5";"2.8425700665";"3.0290799141"
"918";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-3.25";"5";"3.4496500492";"3.9015700817"
"919";"1012";"10204";"2006-11-28";"11:14:00";"19.799999237";"-3.75";"5";"3.5978200436";"3.4866800308"
"920";"1014";"10194";"2007-03-21";"11:00:00";"2";"-0.5";"2";"0.0258048996";"0.7842419744"
"921";"1014";"10194";"2007-03-21";"11:00:00";"2";"-1.5";"2";"0.0667537972";"1.9168000221"
"922";"1014";"10194";"2007-03-21";"11:00:00";"2";"-2.5";"2";"0.1346679926";"2.3410201073"
"923";"1014";"10194";"2007-03-21";"11:00:00";"2";"-3.5";"2";"0.230941996";"3.2692799568"
"924";"1014";"10194";"2007-03-21";"11:00:00";"2";"-0.5";"3";"0.0108364001";"1.2023799419"
"925";"1014";"10194";"2007-03-21";"11:00:00";"2";"-1.5";"3";"0.0198601";"0.8368340135"
"926";"1014";"10194";"2007-03-21";"11:00:00";"2";"-2.5";"3";"0.0289423";"1.1683299541"
"927";"1014";"10194";"2007-03-21";"11:00:00";"2";"-3.5";"3";"0.3435559869";"2.0504899025"
"928";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-0.25";"2";"0.4743370116";"0.7628179789"
"929";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-0.75";"2";"0.7741450071";"1.081889987"
"930";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-1.25";"2";"1.0406700373";"1.1546399593"
"931";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-1.75";"2";"1.2987999916";"1.4358700514"
"932";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-2.25";"2";"1.2735899687";"1.6840699911"
"933";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-2.75";"2";"1.5498000383";"2.0507500172"
"934";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-3.25";"2";"1.6787699461";"2.1508998871"
"935";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-3.75";"2";"2.3919899464";"2.1892399788"
"936";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-0.25";"3";"0.4654389918";"0.9405500293"
"937";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-0.75";"3";"0.7970039845";"1.2056900263"
"938";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-1.25";"3";"1.0722800493";"1.6374599934"
"939";"1014";"10196";"2007-03-19";"08:55:00";"18.600000381";"-1.75";"3";"0.5334389806";"0.9192939997"
"940";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-0.25";"3";"0.8091390133";"0.9976819754"
"941";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-0.75";"3";"1.3869400024";"1.2330800295"
"942";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-1.25";"3";"1.3183100224";"1.4880100489"
"943";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-1.75";"3";"1.2346899509";"2.0538098812"
"944";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-2.25";"3";"1.7256599665";"1.7866799831"
"945";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-2.75";"3";"2.5542199612";"1.7551399469"
"946";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-3.25";"3";"5.3593301773";"4.0735301971"
"947";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-3.75";"3";"4.9953999519";"5.3100099564"
"948";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-0.25";"4";"1.0105500221";"1.2355400324"
"949";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-0.75";"4";"1.2979400158";"1.4511599541"
"950";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-1.25";"4";"1.392359972";"1.1924999952"
"951";"1014";"10197";"2007-03-19";"09:20:00";"27.399999619";"-1.75";"4";"1.6490800381";"1.546489954"
"952";"1014";"10198";"2007-03-19";"10:10:00";"30";"-0.25";"2";"1.1531200409";"1.1930400133"
"953";"1014";"10198";"2007-03-19";"10:10:00";"30";"-0.75";"2";"1.295519948";"1.2068599463"
"954";"1014";"10198";"2007-03-19";"10:10:00";"30";"-1.25";"2";"1.6960500479";"1.5734399557"
"955";"1014";"10198";"2007-03-19";"10:10:00";"30";"-1.75";"2";"1.8633500338";"1.2459800243"
"956";"1014";"10198";"2007-03-19";"10:10:00";"30";"-2.25";"2";"2.1527199745";"1.774189949"
"957";"1014";"10198";"2007-03-19";"10:10:00";"30";"-2.75";"2";"2.3672099113";"1.4531999826"
"958";"1014";"10198";"2007-03-19";"10:10:00";"30";"-3.25";"2";"2.6552500725";"2.9854900837"
"959";"1014";"10198";"2007-03-19";"10:10:00";"30";"-3.75";"2";"2.3426098824";"2.6378500462"
"960";"1014";"10198";"2007-03-19";"10:10:00";"30";"-0.25";"3";"1.3515399694";"1.4105399847"
"961";"1014";"10198";"2007-03-19";"10:10:00";"30";"-0.75";"3";"1.3626099825";"1.3910499811"
"962";"1014";"10198";"2007-03-19";"10:10:00";"30";"-1.25";"3";"1.9936800003";"1.7004400492"
"963";"1014";"10198";"2007-03-19";"10:10:00";"30";"-1.75";"3";"1.9521100521";"1.8658299446"
"964";"1014";"10199";"2007-03-19";"10:54:00";"14";"-0.25";"4";"0.3902719915";"0.6406859756"
"965";"1014";"10199";"2007-03-19";"10:54:00";"14";"-0.75";"4";"0.6004319787";"0.723631978"
"966";"1014";"10199";"2007-03-19";"10:54:00";"14";"-1.25";"4";"0.7921389937";"0.9673870206"
"967";"1014";"10199";"2007-03-19";"10:54:00";"14";"-1.75";"4";"0.8423579931";"0.9748650193"
"968";"1014";"10199";"2007-03-19";"10:54:00";"14";"-2.25";"4";"1.1713199615";"1.0618300438"
"969";"1014";"10199";"2007-03-19";"10:54:00";"14";"-2.75";"4";"1.2099499702";"1.348780036"
"970";"1014";"10199";"2007-03-19";"10:54:00";"14";"-3.25";"4";"1.1868599653";"1.0911300182"
"971";"1014";"10199";"2007-03-19";"10:54:00";"14";"-3.75";"4";"2.3470900059";"2.0761699677"
"972";"1014";"10199";"2007-03-19";"10:54:00";"14";"-0.25";"5";"0.2728410065";"0.562582016"
"973";"1014";"10199";"2007-03-19";"10:54:00";"14";"-0.75";"5";"0.3957079947";"0.7540709972"
"974";"1014";"10199";"2007-03-19";"10:54:00";"14";"-1.25";"5";"0.4325590134";"0.703215003"
"975";"1014";"10199";"2007-03-19";"10:54:00";"14";"-1.75";"5";"0.4589180052";"0.7566980124"
"976";"1014";"10200";"2007-03-19";"11:47:00";"11";"-0.5";"3";"0.1042049974";"0.8937299848"
"977";"1014";"10200";"2007-03-19";"11:47:00";"11";"-1.5";"3";"0.3508220017";"1.0058799982"
"978";"1014";"10200";"2007-03-19";"11:47:00";"11";"-2.5";"3";"0.6507030129";"1.670410037"
"979";"1014";"10200";"2007-03-19";"11:47:00";"11";"-3.5";"3";"0.7720370293";"2.054019928"
"980";"1014";"10200";"2007-03-19";"11:47:00";"11";"-0.5";"4";"0.3960640132";"1.4903299809"
"981";"1014";"10200";"2007-03-19";"11:47:00";"11";"-1.5";"4";"0.943171978";"2.2625598907"
"982";"1014";"10200";"2007-03-19";"11:47:00";"11";"-2.5";"4";"1.5897300243";"3.4243700504"
"983";"1014";"10200";"2007-03-19";"11:47:00";"11";"-3.5";"4";"1.6710699797";"3.7814900875"
"984";"1014";"10201";"2007-03-20";"16:12:00";"47";"-0.25";"3";"0.9622799754";"0.6977599859"
"985";"1014";"10201";"2007-03-20";"16:12:00";"47";"-0.75";"3";"1.412109971";"0.7468649745"
"986";"1014";"10201";"2007-03-20";"16:12:00";"47";"-1.25";"3";"1.5930399895";"1.1792099476"
"987";"1014";"10201";"2007-03-20";"16:12:00";"47";"-1.75";"3";"1.326210022";"0.7019180059"
"988";"1014";"10201";"2007-03-20";"16:12:00";"47";"-2.25";"3";"1.6924999952";"1.0635800362"
"989";"1014";"10201";"2007-03-20";"16:12:00";"47";"-2.75";"3";"1.7213499546";"1.2862000465"
"990";"1014";"10201";"2007-03-20";"16:12:00";"47";"-3.25";"3";"1.4676200151";"1.2161699533"
"991";"1014";"10201";"2007-03-20";"16:12:00";"47";"-3.75";"3";"1.6253700256";"1.3487600088"
"992";"1014";"10201";"2007-03-20";"16:12:00";"47";"-0.25";"4";"0.8459119797";"0.7495049834"
"993";"1014";"10201";"2007-03-20";"16:12:00";"47";"-0.75";"4";"0.8321760297";"0.5292549729"
"994";"1014";"10201";"2007-03-20";"16:12:00";"47";"-1.25";"4";"1.1563700438";"0.7328619957"
"995";"1014";"10201";"2007-03-20";"16:12:00";"47";"-1.75";"4";"1.0789300203";"0.6167410016"
"996";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-0.25";"2";"1.0023200512";"0.7192519903"
"997";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-0.75";"2";"1.3704500198";"0.6135100126"
"998";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-1.25";"2";"1.5820399523";"0.9760910273"
"999";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-1.75";"2";"1.9332100153";"1.0426199436"
"1000";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-2.25";"2";"3.7192499638";"3.2789599895"
"1001";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-2.75";"2";"2.3826899529";"3.0990200043"
"1002";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-3.25";"2";"3.160959959";"2.5537099838"
"1003";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-3.75";"2";"1.8200099468";"1.5591800213"
"1004";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-0.25";"4";"1.5110800266";"1.0782200098"
"1005";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-0.75";"4";"1.7041800022";"1.3140799999"
"1006";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-1.25";"4";"2.217040062";"2.2149300575"
"1007";"1014";"10202";"2007-03-21";"16:06:00";"43.599998474";"-1.75";"4";"2.2044899464";"1.3610399961"
"1008";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-0.25";"2";"1.0515300035";"1.0047800541"
"1009";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-0.75";"2";"1.643599987";"1.5268499851"
"1010";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-1.25";"2";"2.0280599594";"1.9203599691"
"1011";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-1.75";"2";"2.138600111";"2.1329400539"
"1012";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-2.25";"2";"2.3648400307";"2.3794500828"
"1013";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-2.75";"2";"2.0580699444";"2.128180027"
"1014";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-3.25";"2";"1.8010100126";"2.6670000553"
"1015";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-3.75";"2";"2.320800066";"2.3684999943"
"1016";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-0.25";"3";"1.1257499456";"1.0654200315"
"1017";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-0.75";"3";"1.4206899405";"1.1132600307"
"1018";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-1.25";"3";"1.6220599413";"1.1911200285"
"1019";"1014";"10203";"2007-03-21";"16:38:00";"42.099998474";"-1.75";"3";"1.6371599436";"1.5342899561"
"1020";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-0.25";"2";"0.7392609715";"0.6608359814"
"1021";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-0.75";"2";"1.8112200499";"1.9231899977"
"1022";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-1.25";"2";"2.3650200367";"1.879420042"
"1023";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-1.75";"2";"3.6297700405";"2.8565900326"
"1024";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-2.25";"2";"3.656840086";"2.3933899403"
"1025";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-2.75";"2";"3.6523499489";"2.5642900467"
"1026";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-3.25";"2";"3.5263900757";"2.8791201115"
"1027";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-3.75";"2";"3.6889400482";"3.2546598911"
"1028";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-0.25";"3";"0.9218329787";"1.0802600384"
"1029";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-0.75";"3";"1.5581200123";"1.56171"
"1030";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-1.25";"3";"1.9806900024";"1.9812400341"
"1031";"1014";"10204";"2007-03-20";"12:07:00";"22.600000381";"-1.75";"3";"2.3951599598";"2.2949399948"
"1032";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"-0.5";"3";"0.0173000004";"0.7203000188"
"1033";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"-1.5";"3";"0.0174000002";"0.3772999942"
"1034";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"-2.5";"3";"0.0207000002";"0.4205000103"
"1035";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"-3.5";"3";"0.0756999999";"0.7825000286"
"1036";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"-0.5";"4";"0.0247000009";"0.568599999"
"1037";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"-1.5";"4";"0.0299999993";"0.6047000289"
"1038";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"-2.5";"4";"0.0318000019";"0.5302000046"
"1039";"1016";"10194";"2007-07-17";"16:30:00";"2.5";"-3.5";"4";"0.0227000006";"0.4697000086"
"1040";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-0.25";"2";"0.2181999981";"0.690500021"
"1041";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-0.75";"2";"0.4598999918";"0.6980000138"
"1042";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-1.25";"2";"0.790199995";"0.8187999725"
"1043";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-1.75";"2";"0.8108999729";"0.9115999937"
"1044";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-2.25";"2";"1.0814000368";"0.9853000045"
"1045";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-2.75";"2";"1.6038000584";"1.2755999565"
"1046";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-3.25";"2";"1.9261000156";"2.0785000324"
"1047";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-3.75";"2";"2.086400032";"1.8562999964"
"1048";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-0.25";"3";"0.3125";"0.7731000185"
"1049";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-0.75";"3";"0.5121999979";"0.804700017"
"1050";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-1.25";"3";"0.731400013";"0.9415000081"
"1051";"1016";"10196";"2007-07-16";"09:05:00";"17.399999619";"-1.75";"3";"0.9842000008";"0.9642999768"
"1052";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-0.25";"2";"0.7863000035";"1.1231000423"
"1053";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-0.75";"2";"1.1074999571";"1.2921999693"
"1054";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-1.25";"2";"1.3860000372";"1.6353000402"
"1055";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-1.75";"2";"2.0775001049";"2.2497000694"
"1056";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-2.25";"2";"1.8011000156";"2.3152999878"
"1057";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-2.75";"2";"1.7865999937";"2.2513000965"
"1058";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-3.25";"2";"2.3426001072";"2.5613999367"
"1059";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-3.75";"2";"2.2049000263";"3.1133000851"
"1060";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-0.25";"4";"0.3962000012";"0.8235999942"
"1061";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-0.75";"4";"0.5479999781";"1.0015000105"
"1062";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-1.25";"4";"0.695900023";"1.2474000454"
"1063";"1016";"10197";"2007-07-16";"09:30:00";"26.200000763";"-1.75";"4";"0.9035000205";"1.1732000113"
"1064";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-0.25";"3";"1.013100028";"1.0857000351"
"1065";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-0.75";"3";"1.4588999748";"1.503000021"
"1066";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-1.25";"3";"1.7417000532";"1.2920999527"
"1067";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-1.75";"3";"1.8091000319";"1.2366000414"
"1068";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-2.25";"3";"2.1092998981";"2.0395998955"
"1069";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-2.75";"3";"2.2253000736";"1.3219000101"
"1070";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-3.25";"3";"5.2115998268";"3.2871000767"
"1071";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-3.75";"3";"5.1421999931";"3.5457000732"
"1072";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-0.25";"4";"0.9539999962";"0.8439999819"
"1073";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-0.75";"4";"1.1995999813";"0.7293000221"
"1074";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-1.25";"4";"1.7905999422";"1.1579999924"
"1075";"1016";"10198";"2007-07-16";"10:45:00";"28.700000763";"-1.75";"4";"1.9217000008";"1.0614000559"
"1076";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"-0.5";"2";"0.1510999948";"1.0013999939"
"1077";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"-1.5";"2";"0.3100000024";"0.6525999904"
"1078";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"-2.5";"2";"0.2743999958";"0.8669000268"
"1079";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"-3.5";"2";"0.5424000025";"1.0269999504"
"1080";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"-0.5";"4";"0.0775000006";"0.7590000033"
"1081";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"-1.5";"4";"0.0964000002";"0.4108999968"
"1082";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"-2.5";"4";"0.177699998";"0.4988999963"
"1083";"1016";"10199";"2007-07-16";"12:10:00";"11.300000191";"-3.5";"4";"0.4291999936";"0.7810999751"
"1084";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"-0.5";"3";"0.1920000017";"0.7889000177"
"1085";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"-1.5";"3";"0.3844000101";"1.024099946"
"1086";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"-2.5";"3";"0.7912999988";"1.2016999722"
"1087";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"-3.5";"3";"1.1174000502";"2.0383000374"
"1088";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"-0.5";"4";"0.131400004";"0.3754999936"
"1089";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"-1.5";"4";"0.4327000082";"0.9553999901"
"1090";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"-2.5";"4";"0.4013999999";"0.7635999918"
"1091";"1016";"10200";"2007-07-16";"13:00:00";"6.0999999046";"-3.5";"4";"1.2648999691";"1.7165000439"
"1092";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-0.25";"3";"0.5056999922";"0.7674000263"
"1093";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-0.75";"3";"0.9702000022";"0.9176999927"
"1094";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-1.25";"3";"0.8747000098";"0.6838999987"
"1095";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-1.75";"3";"1.2266999483";"0.6679000258"
"1096";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-2.25";"3";"1.5018999577";"0.9326000214"
"1097";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-2.75";"3";"1.4508999586";"1.1914000511"
"1098";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-3.25";"3";"1.9632999897";"1.4876999855"
"1099";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-3.75";"3";"1.9249999523";"1.7576999664"
"1100";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-0.25";"4";"0.4474999905";"0.7616000175"
"1101";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-0.75";"4";"0.6126000285";"0.851000011"
"1102";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-1.25";"4";"0.7394000292";"0.943599999"
"1103";"1016";"10201";"2007-07-18";"12:53:00";"47.5";"-1.75";"4";"1.0657999516";"0.7774000168"
"1104";"1016";"10202";"2007-07-17";"11:15:00";"42.700000763";"-0.25";"2";"1.3281999826";"1.3880000114"
