"idConcentracaoGasSedimento";"idCampanha";"idSitio";"dataMedida";"horaMedida";"batimetria";"profundidadeDoSedimento";"replica";"CH4";"CO2"
"1";"202";"2053";"2006-11-20";"10:00:00";"0.5";"-0.5";\N;"0.1958000064";"3.316920042"
"2";"202";"2053";"2006-11-20";"10:00:00";"0.5";"-1.5";\N;"0.8499500155";"1.9324400425"
"3";"202";"2053";"2006-11-20";"10:00:00";"0.5";"-2.5";\N;"0.3343609869";"2.2186501026"
"4";"202";"2053";"2006-11-20";"10:00:00";"0.5";"-3.5";\N;"0.4074989855";"2.5398499966"
"5";"202";"2053";"2006-11-20";"10:00:00";"0.5";"-0.5";\N;"0.2852889895";"2.8853299618"
"6";"202";"2053";"2006-11-20";"10:00:00";"0.5";"-1.5";\N;"1.4505499601";"3.2883899212"
"7";"202";"2053";"2006-11-20";"10:00:00";"0.5";"-2.5";\N;"2.6356799603";"5.3001699448"
"8";"202";"2053";"2006-11-20";"10:00:00";"0.5";"-3.5";\N;"1.89775002";"4.3946499825"
"9";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-0.25";"2";"0.7943609953";"0.990719974"
"10";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-0.75";"2";"1.7300699949";"1.0824700594"
"11";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-1.25";"2";"2.9718799591";"2.0914800167"
"12";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-1.75";"2";"3.7425999641";"2.4704399109"
"13";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-2.25";"2";"4.1220698357";"3.0434401035"
"14";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-2.75";"2";"3.7336199284";"5.5545701981"
"15";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-3.25";"2";"4.5743699074";"3.6860799789"
"16";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-3.75";"2";"7.6577000618";"5.2310800552"
"17";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-0.25";"3";"0.7390999794";"0.7106900215"
"18";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-0.75";"3";"2.0289700031";"1.0511200428"
"19";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-1.25";"3";"3.0238900185";"1.3332799673"
"20";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-1.75";"3";"4.5415802002";"2.3103399277"
"21";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-2.25";"3";"5.7506799698";"4.5620498657"
"22";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-2.75";"3";"7.4067602158";"4.7629599571"
"23";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-3.25";"3";"6.9161000252";"2.6478500366"
"24";"202";"2054";"2006-11-22";"09:04:00";"39.599998474";"-3.75";"3";"8.1520595551";"14.090800285"
"25";"202";"2055";"2006-11-20";"15:40:00";"11";"-0.5";"2";"0.0834645033";"1.6070599556"
"26";"202";"2055";"2006-11-20";"15:40:00";"11";"-1.5";"2";"0.4602000117";"1.9512799978"
"27";"202";"2055";"2006-11-20";"15:40:00";"11";"-2.5";"2";"0.6068509817";"2.164429903"
"28";"202";"2055";"2006-11-20";"15:40:00";"11";"-3.5";"2";"0.8289330006";"1.5036300421"
"29";"202";"2055";"2006-11-20";"15:40:00";"11";"-0.5";"3";"0.0175759997";"0.327234"
"30";"202";"2055";"2006-11-20";"15:40:00";"11";"-1.5";"3";"0.0704165995";"0.5453479886"
"31";"202";"2055";"2006-11-20";"15:40:00";"11";"-2.5";"3";"0.0298881996";"0.2411739975"
"32";"202";"2055";"2006-11-20";"15:40:00";"11";"-3.5";"3";"0.0779082999";"0.2669270039"
"33";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-0.25";"2";"0.4000990093";"0.6815130115"
"34";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-0.75";"2";"0.6362550259";"0.9591649771"
"35";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-1.25";"2";"0.8806779981";"1.4323699474"
"36";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-1.75";"2";"0.99495399";"1.1378099918"
"37";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-2.25";"2";"1.6095700264";"1.927850008"
"38";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-2.75";"2";"1.3815900087";"1.5081800222"
"39";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-3.25";"2";"1.3999099731";"1.3619300127"
"40";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-3.75";"2";"2.0885999203";"3.1370699406"
"41";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-0.25";"3";"0.4568980038";"0.5832890272"
"42";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-0.75";"3";"0.8266549706";"1.1797300577"
"43";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-1.25";"3";"0.9684950113";"0.7914739847"
"44";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-1.75";"3";"2.026900053";"2.5540399551"
"45";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-2.25";"3";"1.4195899963";"2.2249801159"
"46";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-2.75";"3";"1.539049983";"1.4365700483"
"47";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-3.25";"3";"1.7105100155";"1.2815699577"
"48";"202";"2056";"2006-11-20";"16:05:00";"26.5";"-3.75";"3";"1.453619957";"2.1057898998"
"49";"202";"2057";"2006-11-20";"16:27:00";"36";"-0.25";"3";"0.7394329906";"0.8321250081"
"50";"202";"2057";"2006-11-20";"16:27:00";"36";"-0.75";"3";"1.3976000547";"1.0476000309"
"51";"202";"2057";"2006-11-20";"16:27:00";"36";"-1.25";"3";"2.5411100388";"1.8021199703"
"52";"202";"2057";"2006-11-20";"16:27:00";"36";"-1.75";"3";"4.2576799393";"2.3178899288"
"53";"202";"2057";"2006-11-20";"16:27:00";"36";"-2.25";"3";"4.1272802353";"5.4208202362"
"54";"202";"2057";"2006-11-20";"16:27:00";"36";"-2.75";"3";"4.3884000778";"3.7356300354"
"55";"202";"2057";"2006-11-20";"16:27:00";"36";"-3.25";"3";"6.4252300262";"5.4574899673"
"56";"202";"2057";"2006-11-20";"16:27:00";"36";"-3.75";"3";"6.9485898018";"5.6599397659"
"57";"202";"2057";"2006-11-20";"16:27:00";"36";"-0.25";"4";"1.6758099794";"1.2745000124"
"58";"202";"2057";"2006-11-20";"16:27:00";"36";"-0.75";"4";"3.1107299328";"2.4855399132"
"59";"202";"2057";"2006-11-20";"16:27:00";"36";"-1.25";"4";"3.432379961";"3.1143100262"
"60";"202";"2057";"2006-11-20";"16:27:00";"36";"-1.75";"4";"4.7718200684";"3.7147300243"
"61";"202";"2057";"2006-11-20";"16:27:00";"36";"-2.25";"4";"5.4600901604";"6.1174302101"
"62";"202";"2057";"2006-11-20";"16:27:00";"36";"-2.75";"4";"5.8576498032";"4.9253101349"
"63";"202";"2057";"2006-11-20";"16:27:00";"36";"-3.25";"4";"6.5787000656";"7.960149765"
"64";"202";"2057";"2006-11-20";"16:27:00";"36";"-3.75";"4";"5.2978200912";"8.3444099426"
"65";"202";"2058";"2006-11-20";"16:54:00";"26";"-0.25";"4";"0.274612993";"0.9060440063"
"66";"202";"2058";"2006-11-20";"16:54:00";"26";"-0.75";"4";"0.4071690142";"1.2697600126"
"67";"202";"2058";"2006-11-20";"16:54:00";"26";"-1.25";"4";"0.5830799937";"1.0355299711"
"68";"202";"2058";"2006-11-20";"16:54:00";"26";"-1.75";"4";"0.7076470256";"1.56614995"
"69";"202";"2058";"2006-11-20";"16:54:00";"26";"-2.25";"4";"0.8241760135";"1.1787400246"
"70";"202";"2058";"2006-11-20";"16:54:00";"26";"-2.75";"4";"0.8297590017";"1.5602200031"
"71";"202";"2058";"2006-11-20";"16:54:00";"26";"-3.25";"4";"0.7634009719";"1.8353600502"
"72";"202";"2058";"2006-11-20";"16:54:00";"26";"-3.75";"4";"0.8445500135";"1.8733099699"
"73";"202";"2058";"2006-11-20";"16:54:00";"26";"-0.25";"2";"0.1795710027";"0.8732590079"
"74";"202";"2058";"2006-11-20";"16:54:00";"26";"-0.75";"2";"0.2324389964";"1.0789599419"
"75";"202";"2058";"2006-11-20";"16:54:00";"26";"-1.25";"2";"0.4198499918";"0.9763240218"
"76";"202";"2058";"2006-11-20";"16:54:00";"26";"-1.75";"2";"0.4674099982";"1.1666799784"
"77";"202";"2058";"2006-11-20";"16:54:00";"26";"-2.25";"2";"0.4907149971";"1.0704699755"
"78";"202";"2058";"2006-11-20";"16:54:00";"26";"-2.75";"2";"0.6152499914";"1.4664700031"
"79";"202";"2058";"2006-11-20";"16:54:00";"26";"-3.25";"2";"0.7011489868";"1.4495699406"
"80";"202";"2058";"2006-11-20";"16:54:00";"26";"-3.75";"2";"0.770359993";"1.5222799778"
"81";"202";"2059";"2006-11-20";"15:04:00";"7.3000001907";"-0.5";"1";"0.0516042002";"0.9253569841"
"82";"202";"2059";"2006-11-20";"15:04:00";"7.3000001907";"-1.5";"1";"0.079919301";"1.350219965"
"83";"202";"2059";"2006-11-20";"15:04:00";"7.3000001907";"-2.5";"1";"0.2153140008";"1.2014499903"
"84";"202";"2059";"2006-11-20";"15:04:00";"7.3000001907";"-3.5";"1";"0.3516139984";"1.5163300037"
"85";"202";"2059";"2006-11-20";"15:04:00";"7.3000001907";"-0.5";"2";"0.1416099966";"0.8482549787"
"86";"202";"2059";"2006-11-20";"15:04:00";"7.3000001907";"-1.5";"2";"0.0351611003";"0.948653996"
"87";"202";"2059";"2006-11-20";"15:04:00";"7.3000001907";"-2.5";"2";"0.1268370003";"1.1641199589"
"88";"202";"2059";"2006-11-20";"15:04:00";"7.3000001907";"-3.5";"2";"0.1368129998";"1.1717699766"
"89";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-0.25";"4";"1.2458800077";"1.3492900133"
"90";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-0.75";"4";"1.3966300488";"3.0838201046"
"91";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-1.25";"4";"1.7870299816";"1.8969199657"
"92";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-1.75";"4";"1.8621900082";"1.6979600191"
"93";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-2.25";"4";"1.6874699593";"2.4602200985"
"94";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-2.75";"4";"2.3192400932";"4.1023201942"
"95";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-3.25";"4";"3.0434100628";"3.2712500095"
"96";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-3.75";"4";"3.7187600136";"4.2266101837"
"97";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-0.25";"2";"1.5802600384";"0.893140018"
"98";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-0.75";"2";"3.3072500229";"2.470459938"
"99";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-1.25";"2";"4.4386701584";"3.32020998"
"100";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-1.75";"2";"5.2326998711";"5.6669898033"
"101";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-2.25";"2";"5.5340099335";"3.7476201057"
"102";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-2.75";"2";"6.0170297623";"5.39564991"
"103";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-3.25";"2";"6.5627799034";"2.2681500912"
"104";"202";"2060";"2006-11-22";"10:34:00";"27.399999619";"-3.75";"2";"4.4290399551";"4.292550087"
"105";"202";"2061";"2006-11-22";"10:00:00";"0.6000000238";"-0.5";"2";"0.1280000061";"2.296380043"
"106";"202";"2061";"2006-11-22";"10:00:00";"0.6000000238";"-1.5";"2";"0.1648900062";"3.610820055"
"107";"202";"2061";"2006-11-22";"10:00:00";"0.6000000238";"-2.5";"2";"0.0392321981";"3.4330499172"
"108";"202";"2061";"2006-11-22";"10:00:00";"0.6000000238";"-3.5";"2";"0.0477489009";"4.1880998611"
"109";"202";"2061";"2006-11-22";"10:00:00";"0.6000000238";"-0.5";"3";"0.0425814018";"2.4217500687"
"110";"202";"2061";"2006-11-22";"10:00:00";"0.6000000238";"-1.5";"3";"0.0304434001";"3.3191599846"
"111";"202";"2061";"2006-11-22";"10:00:00";"0.6000000238";"-2.5";"3";"0.0540435985";"3.4140601158"
"112";"202";"2061";"2006-11-22";"10:00:00";"0.6000000238";"-3.5";"3";"0.0531291999";"3.4584100246"
"113";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-0.25";"2";"0.0774509981";"1.5390399694"
"114";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-0.75";"2";"0.0736308992";"1.2474700212"
"115";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-1.25";"2";"0.1756519973";"2.1717898846"
"116";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-1.75";"2";"0.0652707964";"1.59010005"
"117";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-2.25";"2";"0.150139004";"1.605610013"
"118";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-2.75";"2";"0.170788005";"2.1382300854"
"119";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-3.25";"2";"0.145848006";"1.9737999439"
"120";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-3.75";"2";"0.2101390064";"1.8290899992"
"121";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-0.25";"3";"0.0214379001";"1.172350049"
"122";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-0.75";"3";"0.0349484012";"1.3189599514"
"123";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-1.25";"3";"0.0211567003";"1.3946700096"
"124";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-1.75";"3";"0.0584537014";"1.6228200197"
"125";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-2.25";"3";"0.0473359004";"1.4055900574"
"126";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-2.75";"3";"0.0311385002";"1.6220400333"
"127";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-3.25";"3";"0.102098003";"1.4226299524"
"128";"202";"2062";"2006-11-21";"11:44:00";"3.4000000954";"-3.75";"3";"0.1429229975";"1.4735100269"
"129";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-0.25";"2";"0.1072520018";"0.4280279875"
"130";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-0.75";"2";"0.2555040121";"0.6354820132"
"131";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-1.25";"2";"0.4316430092";"0.9518049955"
"132";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-1.75";"2";"0.5613809824";"0.9547330141"
"133";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-2.25";"2";"0.6141520143";"0.9817100167"
"134";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-2.75";"2";"0.6836699843";"1.2754700184"
"135";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-3.25";"2";"0.819791019";"1.3896700144"
"136";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-3.75";"2";"0.8326870203";"1.7207100391"
"137";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-0.25";"3";"0.0899244994";"0.5204949975"
"138";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-0.75";"3";"0.2529760003";"0.7924849987"
"139";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-1.25";"3";"0.3397209942";"0.7953500152"
"140";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-1.75";"3";"0.3452189863";"0.9129549861"
"141";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-2.25";"3";"0.4878149927";"1.0128899813"
"142";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-2.75";"3";"0.5636799932";"0.9564779997"
"143";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-3.25";"3";"0.5165889859";"0.9470919967"
"144";"202";"2063";"2006-11-21";"10:55:00";"6.5999999046";"-3.75";"3";"0.591440022";"1.0609699488"
"145";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-0.25";"3";"0.2274850011";"0.9124770164"
"146";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-0.75";"3";"0.3732689917";"1.0803999901"
"147";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-1.25";"3";"0.4621550143";"1.6718300581"
"148";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-1.75";"3";"0.6802330017";"2.0447199345"
"149";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-2.25";"3";"1.0189599991";"2.1822900772"
"150";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-2.75";"3";"1.2004499435";"2.1152300835"
"151";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-3.25";"3";"1.5724600554";"2.5701799393"
"152";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-3.75";"3";"1.7331500053";"3.0610399246"
"153";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-0.25";"4";"0.2709850073";"0.8549010158"
"154";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-0.75";"4";"0.6063169837";"1.1807800531"
"155";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-1.25";"4";"0.778768003";"1.1732499599"
"156";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-1.75";"4";"1.6761699915";"2.2184700966"
"157";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-2.25";"4";"1.6424399614";"1.8117799759"
"158";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-2.75";"4";"2.5485699177";"3.3194499016"
"159";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-3.25";"4";"2.7427999973";"3.8914000988"
"160";"202";"2064";"2006-11-21";"09:18:00";"21.600000381";"-3.75";"4";"2.8467800617";"3.6292800903"
"161";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-0.25";"2";"0.0846894979";"1.1340800524"
"162";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-0.75";"2";"0.0959848017";"1.42245996"
"163";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-1.25";"2";"0.1822099984";"1.7953300476"
"164";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-1.75";"2";"0.2580080032";"2.016710043"
"165";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-2.25";"2";"0.3076840043";"2.3006598949"
"166";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-2.75";"2";"0.4667890072";"2.5924699306"
"167";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-3.25";"2";"0.5191820264";"2.9107499123"
"168";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-3.75";"2";"0.5455809832";"3.4722599983"
"169";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-0.25";"3";"0.0436570011";"0.9759740233"
"170";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-0.75";"3";"0.1054319963";"0.9496290088"
"171";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-1.25";"3";"0.171578005";"1.7022800446"
"172";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-1.75";"3";"0.3223020136";"2.1495900154"
"173";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-2.25";"3";"0.4055429995";"2.3644800186"
"174";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-2.75";"3";"0.3609350026";"2.4814400673"
"175";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-3.25";"3";"0.4922629893";"2.5277199745"
"176";"202";"2065";"2006-11-21";"10:24:00";"1.2000000477";"-3.75";"3";"0.4742699862";"3.1677598953"
"177";"204";"2053";"2007-03-26";"13:46:00";"0.5";"-0.5";"2";"0.0900000036";"1.6360000372"
"178";"204";"2053";"2007-03-26";"13:46:00";"0.5";"-1.5";"2";"0.2329999954";"1.2239999771"
"179";"204";"2053";"2007-03-26";"13:46:00";"0.5";"-2.5";"2";"0.3359999955";"1.7829999924"
"180";"204";"2053";"2007-03-26";"13:46:00";"0.5";"-3.5";"2";"0.7580000162";"1.5599999428"
"181";"204";"2053";"2007-03-26";"13:46:00";"0.5";"-0.5";"3";"0.0309999995";"1.8409999609"
"182";"204";"2053";"2007-03-26";"13:46:00";"0.5";"-1.5";"3";"0.0879999995";"0.8299999833"
"183";"204";"2053";"2007-03-26";"13:46:00";"0.5";"-2.5";"3";"0.2199999988";"0.9940000176"
"184";"204";"2053";"2007-03-26";"13:46:00";"0.5";"-3.5";"3";"0.4699999988";"1.3669999838"
"185";"204";"2054";"2007-03-28";"08:26:00";"47";"-0.25";"3";"0.4440000057";"0.8899999857"
"186";"204";"2054";"2007-03-28";"08:26:00";"47";"-0.75";"3";"0.9710000157";"1.1109999418"
"187";"204";"2054";"2007-03-28";"08:26:00";"47";"-1.25";"3";"2.0969998837";"2.2090001106"
"188";"204";"2054";"2007-03-28";"08:26:00";"47";"-1.75";"3";"2.5739998817";"2.1480000019"
"189";"204";"2054";"2007-03-28";"08:26:00";"47";"-2.25";"3";"2.4730000496";"2.6150000095"
"190";"204";"2054";"2007-03-28";"08:26:00";"47";"-2.75";"3";"3.0090000629";"3.1410000324"
"191";"204";"2054";"2007-03-28";"08:26:00";"47";"-3.25";"3";"3.2079999447";"4.4419999123"
"192";"204";"2054";"2007-03-28";"08:26:00";"47";"-3.75";"3";"2.5230000019";"3.6470000744"
"193";"204";"2054";"2007-03-28";"08:26:00";"47";"-0.25";"4";"0.4569999874";"0.9779999852"
"194";"204";"2054";"2007-03-28";"08:26:00";"47";"-0.75";"4";"1.0429999828";"1.2130000591"
"195";"204";"2054";"2007-03-28";"08:26:00";"47";"-1.25";"4";"1.6640000343";"1.2510000467"
"196";"204";"2054";"2007-03-28";"08:26:00";"47";"-1.75";"4";"2.6979999542";"2.5190000534"
"197";"204";"2067";"2007-03-28";"08:57:00";"55";"-0.25";"2";"0.8999999762";"1.307000041"
"198";"204";"2067";"2007-03-28";"08:57:00";"55";"-0.75";"2";"1.8650000095";"1.4539999962"
"199";"204";"2067";"2007-03-28";"08:57:00";"55";"-1.25";"2";"2.2309999466";"2.3770000935"
"200";"204";"2067";"2007-03-28";"08:57:00";"55";"-1.75";"2";"3.4639999866";"3.0580000877"
"201";"204";"2067";"2007-03-28";"08:57:00";"55";"-2.25";"2";"4.7080001831";"4.3400001526"
"202";"204";"2067";"2007-03-28";"08:57:00";"55";"-2.75";"2";"20.840999603";"12.887000084"
"203";"204";"2067";"2007-03-28";"08:57:00";"55";"-3.25";"2";"26.659999847";"18.441999435"
"204";"204";"2067";"2007-03-28";"08:57:00";"55";"-3.75";"2";"14.375";"8.1510000229"
"205";"204";"2068";"2007-03-28";"09:17:00";"55";"-0.25";"2";"0.851000011";"1.1799999475"
"206";"204";"2068";"2007-03-28";"09:17:00";"55";"-0.75";"2";"1.7960000038";"1.9029999971"
"207";"204";"2068";"2007-03-28";"09:17:00";"55";"-1.25";"2";"2.7430000305";"2.6199998856"
"208";"204";"2068";"2007-03-28";"09:17:00";"55";"-1.75";"2";"4.5920000076";"3.0629999638"
"209";"204";"2068";"2007-03-28";"09:17:00";"55";"-2.25";"2";"20.445999146";"15.456999779"
"210";"204";"2068";"2007-03-28";"09:17:00";"55";"-2.75";"2";"23.961999893";"15.515000343"
"211";"204";"2068";"2007-03-28";"09:17:00";"55";"-3.25";"2";"25.479000092";"21.853000641"
"212";"204";"2068";"2007-03-28";"09:17:00";"55";"-3.75";"2";"24.899999619";"25.059999466"
"213";"204";"2066";"2007-03-28";"09:42:00";"40";"-0.25";"2";"0.6290000081";"1.2059999704"
"214";"204";"2066";"2007-03-28";"09:42:00";"40";"-0.75";"2";"1.0410000086";"1.2009999752"
"215";"204";"2066";"2007-03-28";"09:42:00";"40";"-1.25";"2";"1.5729999542";"1.8910000324"
"216";"204";"2066";"2007-03-28";"09:42:00";"40";"-1.75";"2";"2.3559999466";"2.4210000038"
"217";"204";"2066";"2007-03-28";"09:42:00";"40";"-2.25";"2";"4.0640001297";"3.7179999352"
"218";"204";"2066";"2007-03-28";"09:42:00";"40";"-2.75";"2";"16.784000397";"11.633000374"
"219";"204";"2066";"2007-03-28";"09:42:00";"40";"-3.25";"2";"18.431999207";"15.618000031"
"220";"204";"2066";"2007-03-28";"09:42:00";"40";"-3.75";"2";"22.864999771";"15.68999958"
"221";"204";"2066";"2007-03-28";"09:42:00";"40";"-0.25";"3";"0.726000011";"1.1030000448"
"222";"204";"2066";"2007-03-28";"09:42:00";"40";"-0.75";"3";"1.5980000496";"1.9240000248"
"223";"204";"2066";"2007-03-28";"09:42:00";"40";"-1.25";"3";"2.0769999027";"2.3800001144"
"224";"204";"2066";"2007-03-28";"09:42:00";"40";"-1.75";"3";"4.2880001068";"4.0679998398"
"225";"204";"2055";"2007-03-29";"08:30:00";"34";"-0.25";"2";"0.7369999886";"1.8600000143"
"226";"204";"2055";"2007-03-29";"08:30:00";"34";"-0.75";"2";"1.1130000353";"2.4800000191"
"227";"204";"2055";"2007-03-29";"08:30:00";"34";"-1.25";"2";"1.1360000372";"1.8200000525"
"228";"204";"2055";"2007-03-29";"08:30:00";"34";"-1.75";"2";"1.6909999847";"2.3220000267"
"229";"204";"2055";"2007-03-29";"08:30:00";"34";"-2.25";"2";"2.506000042";"2.7799999714"
"230";"204";"2055";"2007-03-29";"08:30:00";"34";"-2.75";"2";"20.013999939";"16.368000031"
"231";"204";"2055";"2007-03-29";"08:30:00";"34";"-3.25";"2";"25.820999146";"33.119998932"
"232";"204";"2055";"2007-03-29";"08:30:00";"34";"-3.75";"2";"2.0869998932";"2.4730000496"
"233";"204";"2055";"2007-03-29";"08:30:00";"34";"-0.25";"3";"0.9430000186";"1.8049999475"
"234";"204";"2055";"2007-03-29";"08:30:00";"34";"-0.75";"3";"0.9340000153";"1.4479999542"
"235";"204";"2055";"2007-03-29";"08:30:00";"34";"-1.25";"3";"1.2890000343";"1.6950000525"
"236";"204";"2055";"2007-03-29";"08:30:00";"34";"-1.75";"3";"1.3849999905";"1.7230000496"
"237";"204";"2056";"2007-03-28";"08:50:00";"56";"-0.25";"3";"2.5209999084";"2.3310000896"
"238";"204";"2056";"2007-03-28";"08:50:00";"56";"-0.75";"3";"3.0450000763";"4.4970002174"
"239";"204";"2056";"2007-03-28";"08:50:00";"56";"-1.25";"3";"4.2170000076";"5.9949998856"
"240";"204";"2056";"2007-03-28";"08:50:00";"56";"-1.75";"3";"5.9219999313";"5.9990000725"
"241";"204";"2056";"2007-03-28";"08:50:00";"56";"-2.25";"3";"65.875999451";"36.330001831"
"242";"204";"2056";"2007-03-28";"08:50:00";"56";"-2.75";"3";"69.929000854";"55.606998444"
"243";"204";"2056";"2007-03-28";"08:50:00";"56";"-3.25";"3";"14.953000069";"9.8710002899"
"244";"204";"2056";"2007-03-28";"08:50:00";"56";"-3.75";"3";"14.899999619";"10.171999931"
"245";"204";"2056";"2007-03-28";"08:50:00";"56";"-0.25";"4";"1.8250000477";"1.7649999857"
"246";"204";"2056";"2007-03-28";"08:50:00";"56";"-0.75";"4";"4.3550000191";"3.5650000572"
"247";"204";"2056";"2007-03-28";"08:50:00";"56";"-1.25";"4";"46.115001678";"33.856998444"
"248";"204";"2056";"2007-03-28";"08:50:00";"56";"-1.75";"4";"48.832000732";"46.182998657"
