"idIonsNaAguaIntersticialDoSedimento";"idCampanha";"idSitio";"profundidade";"batimetria";"F";"Cl";"NO2";"Br";"NO3";"PO4";"SO4";"Na";"NH4";"K";"Mg";"Ca";"acetato";"dataMedida";"horaMedida"
"142";"204";"2067";"1.5";"55";\N;\N;\N;\N;"17.649200439";\N;"406.80801392";\N;"7128.6298828";\N;\N;\N;"12.100500107";"2007-03-28";"08:57:00"
"143";"204";"2067";"2.5";"55";\N;\N;\N;\N;"29.557199478";\N;"308.75900269";\N;"10635.799805";\N;\N;\N;"7.3153400421";"2007-03-28";"08:57:00"
"144";"204";"2067";"3.5";"55";\N;\N;\N;\N;"20.254199982";\N;"341.36401367";\N;"11862";\N;\N;\N;"5.9904398918";"2007-03-28";"08:57:00"
"145";"206";"2067";"0.5";"48.5";\N;\N;\N;\N;"17.267700195";\N;"412.94198608";\N;"7897.1298828";\N;\N;\N;"10.351699829";"2007-07-25";"08:55:00"
"146";"206";"2067";"1.5";"48.5";\N;\N;\N;\N;"18.799100876";\N;"487.1960144";\N;"8673.7900391";\N;\N;\N;"6.9445199966";"2007-07-25";"08:55:00"
"147";"206";"2067";"2.5";"48.5";\N;\N;\N;\N;"9.1581897736";\N;"426.98999023";\N;"9592.1298828";\N;\N;\N;"7.6742501259";"2007-07-25";"08:55:00"
"148";"206";"2067";"3.5";"48.5";\N;\N;\N;\N;"39.045501709";\N;"458.09899902";\N;"10610.599609";\N;\N;\N;"14.850399971";"2007-07-25";"08:55:00"
"149";"204";"2068";"0.5";"55";\N;\N;\N;\N;"21.551300049";\N;"2067.75";\N;"3861.7800293";\N;\N;\N;"5.3540802002";"2007-03-28";"09:17:00"
"150";"204";"2068";"1.5";"55";\N;\N;\N;\N;"83.380500793";\N;"618.58398438";\N;"5731.8398438";\N;\N;\N;"12.186800003";"2007-03-28";"09:17:00"
"151";"204";"2068";"2.5";"55";\N;\N;\N;\N;"211.17599487";\N;"605.70001221";\N;"7431.2900391";\N;\N;\N;"21.992399216";"2007-03-28";"09:17:00"
"152";"204";"2068";"3.5";"55";\N;\N;\N;\N;"41.41619873";\N;"451.79400635";\N;"11210";\N;\N;\N;"12.470199585";"2007-03-28";"09:17:00"
"153";"206";"2068";"0.5";"50.5";\N;\N;\N;\N;"125.88400269";\N;"806.02197266";\N;"5109.4702148";\N;\N;\N;"7.8215899467";"2007-07-25";"09:15:00"
"154";"206";"2068";"1.5";"50.5";\N;\N;\N;\N;"8.9565496445";\N;"398.35800171";\N;"5245.9599609";\N;\N;\N;"6.3672099113";"2007-07-25";"09:15:00"
"155";"206";"2068";"2.5";"50.5";\N;\N;\N;\N;"55.967498779";\N;"476.26901245";\N;"7509.1699219";\N;\N;\N;"12.455599785";"2007-07-25";"09:15:00"
"156";"206";"2068";"3.5";"50.5";\N;\N;\N;\N;"8.9456501007";\N;"358.79901123";\N;"7298.5";\N;\N;\N;"16.432800293";"2007-07-25";"09:15:00"
"157";"204";"2069";"0.5";"31.5";\N;\N;\N;\N;"27.290100098";\N;"1532.0999756";\N;"10075";\N;\N;\N;"19.340999603";"2007-03-27";"10:10:00"
"158";"204";"2069";"1.5";"31.5";\N;\N;\N;\N;"29.431900024";\N;"1391.2900391";\N;"11714.400391";\N;\N;\N;"14.527099609";"2007-03-27";"10:10:00"
"159";"204";"2069";"2.5";"31.5";\N;\N;\N;\N;"10.237299919";\N;"514.37799072";\N;"10589.099609";\N;\N;\N;"12.329400063";"2007-03-27";"10:10:00"
"160";"204";"2069";"3.5";"31.5";\N;\N;\N;\N;"22.445100784";\N;"415.32501221";\N;"11786.400391";\N;\N;\N;"12.125599861";"2007-03-27";"10:10:00"
"161";"206";"2069";"0.5";"24";\N;\N;\N;\N;"31.857099533";\N;"1795.9499512";\N;"4722.2597656";\N;\N;\N;"19.934700012";"2007-07-26";"12:08:00"
"162";"206";"2069";"1.5";"24";\N;\N;\N;\N;"35.394100189";\N;"527.37200928";\N;"9017.9804688";\N;\N;\N;"15.239299774";"2007-07-26";"12:08:00"
"163";"206";"2069";"2.5";"24";\N;\N;\N;\N;"40.364398956";\N;"359.38900757";\N;"10925.099609";\N;\N;\N;"13.791099548";"2007-07-26";"12:08:00"
"164";"206";"2069";"3.5";"24";\N;\N;\N;\N;"9.3816404343";\N;"322.82699585";\N;"9797.6103516";\N;\N;\N;"14.507300377";"2007-07-26";"12:08:00"
"165";"204";"2070";"0.5";"7";\N;\N;\N;\N;"22.06360054";\N;"1653.5500488";\N;"4544.9702148";\N;\N;\N;"10.255800247";"2007-03-27";"09:38:00"
"166";"204";"2070";"1.5";"7";\N;\N;\N;\N;"19.905399323";\N;"592.04199219";\N;"8592.1904297";\N;\N;\N;"9.0865697861";"2007-03-27";"09:38:00"
"167";"204";"2070";"2.5";"7";\N;\N;\N;\N;"30.543600082";\N;"587.01800537";\N;"10739.700195";\N;\N;\N;"6.5132799149";"2007-03-27";"09:38:00"
"168";"204";"2070";"3.5";"7";\N;\N;\N;\N;"10.438899994";\N;"391.89700317";\N;"9849.5302734";\N;\N;\N;"5.8219399452";"2007-03-27";"09:38:00"
"169";"204";"2071";"0.5";"2.0999999046";\N;\N;\N;\N;"81.516700745";\N;"549.90899658";\N;"1792.1700439";\N;\N;\N;"6.5929598808";"2007-03-27";"08:58:00"
"170";"204";"2071";"1.5";"2.0999999046";\N;\N;\N;\N;"91.119400024";\N;"510.48300171";\N;"1985.0400391";\N;\N;\N;"4.8687400818";"2007-03-27";"08:58:00"
"171";"204";"2071";"2.5";"2.0999999046";\N;\N;\N;\N;"39.704898834";\N;"578.80297852";\N;"3323.2299805";\N;\N;\N;"4.7869000435";"2007-03-27";"08:58:00"
"172";"204";"2071";"3.5";"2.0999999046";\N;\N;\N;\N;"56.844898224";\N;"480.21798706";\N;"3847.6799316";\N;\N;\N;"7.7446899414";"2007-03-27";"08:58:00"
"173";"206";"2072";"0.5";"2";\N;\N;\N;\N;"11.463500023";\N;"4810.0698242";\N;"553.37799072";\N;\N;\N;"6.5734500885";"2007-07-26";"11:43:00"
"174";"206";"2072";"1.5";"2";\N;\N;\N;\N;"18.215900421";\N;"4528.2202148";\N;"491.80899048";\N;\N;\N;"2.8951900005";"2007-07-26";"11:43:00"
"175";"206";"2072";"2.5";"2";\N;\N;\N;\N;"120.76699829";\N;"4512.2001953";\N;"545.96002197";\N;\N;\N;"6.0806398392";"2007-07-26";"11:43:00"
"176";"206";"2072";"3.5";"2";\N;\N;\N;\N;"10.013799667";\N;"3774.6201172";\N;"738.82598877";\N;\N;\N;"9.0073900223";"2007-07-26";"11:43:00"
"177";"804";"8110";"0.5";"96";"119.19400024";"2.1313400269";"1.4541300535";"65.682998657";"37.187801361";"8.800620079";"335.21200562";"1.2412199974";"1268.8299561";"1.8765799999";"1.110820055";"3.5687301159";\N;"2003-11-18";\N
"178";"804";"8110";"1.5";"96";"201.32299805";"3.6444199085";"5.1063098907";"72.610496521";"59.512901306";"6.1188697815";"344.45300293";"2.2301800251";"819.44897461";"1.6509599686";"1.2589000463";"4.6985001564";\N;"2003-11-18";\N
"179";"804";"8110";"2.5";"96";"202.20899963";"3.7000000477";"4.0512299538";"66.672599792";"508.87799072";"11.48239994";"612.0949707";"2.2387800217";"1195.9599609";"2.0889201164";"1.3950300217";"4.5620799065";\N;"2003-11-18";\N
"180";"804";"8110";"3.5";"96";"204.2769928";"3.0065500736";"2.7526800632";"50.838199615";"557.1539917";"84.783599854";"479.51098633";"2.0768198967";"1013.7700195";"2.055740118";"1.1275399923";"4.5411000252";\N;"2003-11-18";\N
"181";"804";"8110";"4.5";"96";"139.57800293";"3.7488501072";"8.2715196609";"33.024600983";"228.76400757";"13.717200279";"346.92800903";"1.5622800589";"2070.4199219";"2.115459919";"1.0654400587";"2.9776101112";\N;"2003-11-18";\N
"182";"804";"8110";"5.5";"96";"352.87799072";"5.8526000977";"4.862830162";"62.714000702";"232.77099609";"40.08769989";"365.24398804";"3.0743899345";"2434.7800293";"1.3722599745";"0.979460001";"5.4330201149";\N;"2003-11-18";\N
"183";"804";"8112";"3";"29";"100.28600311";"2.8742799759";"0.3179009855";"60.734699249";"46.728401184";"11.035400391";"1099.5300293";"1.3573199511";"1730.3499756";"1.989380002";"1.0893199444";"4.0584101677";\N;"2003-11-19";\N
"184";"804";"8112";"4.5";"29";"103.53600311";"2.1641700268";"0";"39.952098846";"28.410400391";"18.633699417";"913.72802734";"1.0849900246";"2009.6999512";"2.0292000771";"0.9770720005";"3.9359900951";\N;"2003-11-19";\N
"185";"804";"8112";"5.5";"29";"121.55699921";"2.8336400986";"0";"34.014198303";"33.753101349";"7.9067001343";"494.77398682";"1.279919982";"2276.8898926";"2.1088299751";"1.3854800463";"6.33893013";\N;"2003-11-19";\N
"186";"804";"8112";"6.5";"29";"123.92099762";"3.9901099205";"0";"29.065999985";"120.76399994";"10.141500473";"553.51702881";"1.9865299463";"2313.3300781";"2.4605200291";"1.3830900192";"6.6187500954";\N;"2003-11-19";\N
"187";"804";"8114";"0.5";"7.5";"98.513702393";"2.6201701164";"0.2367420048";"28.076299667";"26.502199173";"4.331029892";"1515.6700439";"1.7786999941";"2386.1999512";"2.6264100075";"1.2565100193";"4.5061202049";\N;"2003-11-21";\N
"188";"804";"8114";"1.5";"7.5";"121.26200104";"2.8232901096";"0.3179009855";"30.055599213";"22.686000824";"7.4597401619";"758.12597656";"1.7156399488";"3236.3798828";"2.3078999519";"0.9101979733";"3.9674699306";\N;"2003-11-21";\N
"189";"804";"8114";"2.5";"7.5";"203.98199463";"3.3500499725";"1.7787699699";"33.024600983";"36.424499512";"8.3536596298";"218.55200195";"1.927760005";"2750.5600586";"2.0955500603";"0.7454019785";"3.8065800667";\N;"2003-11-21";\N
"190";"804";"8114";"3.5";"7.5";"238.2519989";"3.9268701077";"1.1295000315";"32.034900665";"44.820301056";"7.4597401619";"174.16499329";"2.2545499802";"3867.9399414";"2.4671499729";"1.1155999899";"5.4784898758";\N;"2003-11-21";\N
"191";"804";"8114";"6.5";"7.5";"199.25500488";"5.3392801285";"0.0744232014";"41.931400299";"38.332698822";"7.9067001343";"899.95300293";"2.1069200039";"3455";"2.7989399433";"0.8958680034";"4.0024499893";\N;"2003-11-21";\N
"192";"804";"8115";"0.5";"36";"83.446800232";"1.1086599827";"0";"32.034900665";"14.862600327";"7.9067001343";"390.82000732";"0.9617310166";"1438.8599854";"2.3676199913";"4.3971800804";"9.7177295685";\N;"2003-11-21";\N
"193";"804";"8115";"1.5";"36";"120.67099762";"1.9864799976";"0";"35.993499756";"27.647100449";"4.331029892";"428.68899536";"1.7829999924";"916.61199951";"1.6907800436";"1.8249299526";"4.9223499298";\N;"2003-11-21";\N
"194";"804";"8115";"2.5";"36";"99.99079895";"1.5317100286";"0.1555829942";"68.651901245";"19.060499191";"8.3536596298";"395.76998901";"1.2870899439";"1693.9200439";"2.0889201164";"3.0358300209";"7.5596399307";\N;"2003-11-21";\N
"195";"804";"8115";"3.5";"36";"123.03399658";"1.2358599901";"0.3260169923";"77.558700562";"11.04640007";"5.2249498367";"254.85400391";"1.1208300591";"1608.9000244";"1.9230300188";"2.2834999561";"5.8947200775";\N;"2003-11-21";\N
"196";"804";"8115";"6.5";"36";"89.650802612";"1.5633100271";"0";"59.745098114";"35.470500946";"8.9794101715";"148.58900452";"1.2111200094";"2325.4799805";"2.4273400307";"3.7738199234";"9.1650896072";\N;"2003-11-21";\N
"197";"804";"8115";"9.5";"36";"134.85099792";"3.1781098843";"2.7526800632";"31.04529953";"32.41740036";"5.2249498367";"289.33999634";"1.355880022";"2240.4599609";"2.2415399551";"2.6465198994";"6.8600897789";\N;"2003-11-21";\N
"198";"804";"8115";"10.5";"36";"85.514801025";"2.5246100426";"3.9700798988";"42.919998169";"22.113500595";"7.0127902031";"163.2749939";"1.4261100292";"2191.8798828";"2.2282700539";"2.5462100506";"6.5767798424";\N;"2003-11-21";\N
"199";"807";"8127";"0.5";"2";"390.38000488";"10.039999962";"3.4900000095";"53.869998932";"77.919998169";"6.7699999809";"1074.5400391";"25.760000229";"854.16998291";"3.6600000858";"2.8299999237";"7.1799998283";\N;"2004-03-17";\N
"200";"807";"8127";"1.5";"2";"614.04998779";"15.239999771";"17.629999161";"57.099998474";"162.83999634";"14.18999958";"1240.0500488";"41.400001526";"496.5";"3.5999999046";"2.2100000381";"7.1199998856";\N;"2004-03-17";\N
"201";"807";"8127";"2.5";"2";"453.70999146";"9.7899999619";"5.8400001526";"78.069999695";"126.80999756";"5.1199998856";"1504.75";"64.239997864";"711.09997559";"3.0199999809";"3.3800001144";"12.329999924";\N;"2004-03-17";\N
"202";"807";"8127";"3.5";"2";"557.90997314";"15.760000229";"7.3099999428";"89.370002747";"175.71000671";"10.069999695";"1076.8900146";"33.540000916";"339.11999512";"2.2200000286";"1.9600000381";"6.5";\N;"2004-03-17";\N
"203";"807";"8127";"4.5";"2";"647.73999023";"31.61000061";"17.629999161";"194.24000549";"420.17001343";"51.290000916";"1135.6199951";"41.040000916";"663.40997314";"3.9500000477";"2.5199999809";"7.8200001717";\N;"2004-03-17";\N
"204";"810";"8127";"0.5";"2";"158.18099976";"17.564599991";"56.513000488";"42.578899384";"4561.5097656";"5.9444098473";"3757.3798828";"20.844600677";"763.55700684";"7.4949002266";"6.0194401741";"9.6417303085";\N;"2004-07-13";\N
"205";"807";"8128";"0.5";"26.399999619";"160.42999268";"2.2000000477";"10.850000381";"163.58999634";"35.319999695";"2.6500000954";"1243.1800537";"8.5200004578";"725.40997314";"1.9099999666";"1.2300000191";"1.9800000191";\N;"2004-03-15";\N
"206";"807";"8128";"1.5";"26.399999619";"133.92999268";"1.9099999666";"8.4899997711";"134.55000305";"25.879999161";"2.6500000954";"771.19000244";"7.3200001717";"787.40002441";"1.7699999809";"1.2000000477";"1.9600000381";\N;"2004-03-15";\N
"207";"807";"8128";"2.5";"26.399999619";"96.650001526";"1.2100000381";"19.38999939";"60.330001831";"35.029998779";"5.1199998856";"273.89001465";"5.7399997711";"1083.0699463";"1.9500000477";"1.3500000238";"2.2200000286";\N;"2004-03-15";\N
"208";"807";"8128";"3.5";"26.399999619";"58.919998169";"35.090000153";"2.9000000954";"34.509998322";"29.600000381";"3.4700000286";"158.24000549";"7.0199999809";"1245.2199707";"1.9400000572";"1.1399999857";"1.9700000286";\N;"2004-03-15";\N
"209";"807";"8128";"4.5";"26.399999619";"120.90000153";"2.0699999332";"20.569999695";"44.189998627";"39.88999939";"3.4700000286";"133.96000671";"8.220000267";"663.40997314";"1.7400000095";"0.3400000036";"0.6399999857";\N;"2004-03-15";\N
"210";"807";"8128";"7.5";"26.399999619";"146.5";"2.3699998856";"19.38999939";"86.13999939";"27.600000381";"5.1199998856";"223.77000427";"8.6499996185";"1626.7299805";"2.9900000095";"0.5699999928";"1.0299999714";\N;"2004-03-15";\N
"211";"807";"8128";"10.5";"26.399999619";"219.71000671";"3.1800000668";"28.229999542";"49.029998779";"38.180000305";"6.7699999809";"165.02999878";"11.399999619";"1402.5899658";"2.7999999523";"0.4699999988";"0.8899999857";\N;"2004-03-15";\N
"212";"807";"8129";"0.5";"56";"137.07000732";"2.5599999428";"11.140000343";"47.419998169";"818.4699707";"14.18999958";"2052.4399414";"8.3000001907";"463.10998535";"1.5800000429";"1.2899999619";"1.9500000477";\N;"2004-03-16";\N
"213";"807";"8129";"1.5";"56";"152.78999329";"2.2999999523";"17.329999924";"37.740001678";"324.39001465";"10.069999695";"1371.3599854";"9.9499998093";"782.63000488";"2.4800000191";"0.0500000007";"0.0399999991";\N;"2004-03-16";\N
"214";"807";"8129";"2.5";"56";"75.540000916";"11.430000305";"1.7200000286";"49.029998779";"7371.5800781";"2.6500000954";"589.5";"13.510000229";"1331.0600586";"3.5399999619";"2.0299999714";"3.5699999332";\N;"2004-03-16";\N
"215";"807";"8129";"3.5";"56";"112.81999969";"3.2899999619";"1.1299999952";"23.219999313";"338.97000122";"3.4700000286";"329.75";"8.7600002289";"854.16998291";"2.1900000572";"0.8999999762";"1.2999999523";\N;"2004-03-16";\N
"216";"807";"8129";"4.5";"56";"175.25";"1.4199999571";"0.2399999946";"31.280000687";"78.779998779";"7.5900001526";"497.08999634";"8.1000003815";"730.16998291";"2.0099999905";"1";"1.9600000381";\N;"2004-03-16";\N
"217";"807";"8130";"0.5";"35.5";"150.99000549";"2.8299999237";"3.4900000095";"29.670000076";"232.32000732";"4.3000001907";"2349.2600098";"8.6000003815";"739.71002197";"2.2100000381";"1.8899999857";"2.2699999809";\N;"2004-03-16";\N
"218";"807";"8130";"1.5";"35.5";"70.599998474";"3.8699998856";"0.8299999833";"55.490001678";"55.049999237";"7.5900001526";"1586.9899902";"8.4200000763";"672.95001221";"5.6399998665";"3.2000000477";"1.5";\N;"2004-03-16";\N
"219";"807";"8130";"2.5";"35.5";"221.05999756";"4.75";"0.2399999946";"31.280000687";"46.180000305";"7.5900001526";"1483.3499756";"12.569999695";"305.73999023";"1.4700000286";"1.3700000048";"1.9199999571";\N;"2004-03-16";\N
"220";"807";"8130";"3.5";"35.5";"190.52000427";"3.3299999237";"5.25";"23.219999313";"73.919998169";"9.2399997711";"1009.539978";"9.7399997711";"486.95999146";"1.7300000191";"1.1799999475";"1.8400000334";\N;"2004-03-16";\N
"221";"807";"8130";"4.5";"35.5";"167.61000061";"2.9600000381";"7.9000000954";"21.600000381";"34.75";"10.890000343";"722.38000488";"9";"568.0300293";"1.7899999619";"1.0299999714";"0.5799999833";\N;"2004-03-16";\N
"222";"807";"8131";"0.5";"15";"71.949996948";"1.4099999666";"23.219999313";"60.330001831";"15.020000458";"10.069999695";"1983.5200195";"4.8899998665";"2060.6999512";"4.3200001717";"5.5399999619";"5.4499998093";\N;"2004-03-18";\N
"223";"807";"8131";"1.5";"15";"44.099998474";"2.0899999142";"18.219999313";"52.259998322";"13.300000191";"66.949996948";"2500.4099121";"5.9200000763";"2919.1101074";"5.4699997902";"8.3500003815";"7.8000001907";\N;"2004-03-18";\N
"224";"807";"8131";"2.5";"15";"95.75";"1.8700000048";"22.340000153";"70.010002136";"11.869999886";"65.309997559";"865.16998291";"5.5500001907";"2942.9499512";"4.6799998283";"5.6900000572";"5.5500001907";\N;"2004-03-18";\N
"225";"807";"8131";"3.5";"15";"81.830001831";"2.4600000381";"29.120000839";"94.209999084";"16.159999847";"101.58000183";"973.77001953";"7.0399999619";"3787.0500488";"5.4400000572";"6.5500001907";"6.3299999237";\N;"2004-03-18";\N
"226";"807";"8131";"4.5";"15";"117.76000214";"3.0799999237";"30.290000916";"123.25";"15.020000458";"134.55999756";"1114.7399902";"6.25";"4397.4799805";"5.9800000191";"8.5500001907";"8.3000001907";\N;"2004-03-18";\N
"227";"810";"8131";"0.5";"21.200000763";"104.73400116";"2.2513699532";"12.617699623";"29.671300888";"10.156100273";"3.4710099697";"516.92901611";"5.82020998";"634.79602051";"2.7809400558";"1.8145799637";"1.9864799976";\N;"2004-07-14";\N
"228";"810";"8131";"1.5";"21.200000763";"128.98699951";"2.3490099907";"17.036699295";"32.898200989";"14.730899811";"4.2954702377";"528.93798828";"6.341050148";"758.7880249";"2.7631499767";"1.692029953";"1.9639899731";\N;"2004-07-14";\N
"229";"810";"8131";"2.5";"21.200000763";"88.565002441";"2.7246999741";"14.679900169";"32.898200989";"5.2953300476";"2.6465399265";"327.66598511";"5.733399868";"1035.3900146";"2.7809400558";"1.5273599625";"1.8365700245";\N;"2004-07-14";\N
"230";"810";"8131";"3.5";"21.200000763";"113.71700287";"2.9169099331";"14.974499702";"32.898200989";"11.013799667";"3.4710099697";"458.45300293";"7.2091298103";"758.7880249";"2.789839983";"1.3243900537";"1.5542399883";\N;"2004-07-14";\N
"231";"807";"8132";"0.5";"23";"92.61000061";"1.8600000143";"2.0099999905";"42.580001831";"17.020000458";"5.9400000572";"275.98001099";"6.0500001907";"324.82000732";"1.2999999523";"0.7099999785";"1.1699999571";\N;"2004-03-18";\N
"232";"807";"8132";"1.5";"23";"177.94000244";"4.5999999046";"1.1299999952";"16.760000229";"49.040000916";"2.6500000954";"849.25";"10.289999962";"377.26998901";"1.4600000381";"0.6800000072";"1.2300000191";\N;"2004-03-18";\N
"233";"807";"8132";"2.5";"23";"204.44000244";"16.870000839";"0.5400000215";"21.600000381";"3890.7299805";"728.17999268";"4400.8798828";"42.549999237";"2170.3898926";"13.130000114";"8.3900003433";"10.729999542";\N;"2004-03-18";\N
"234";"807";"8132";"3.5";"23";"130.77999878";"2.2300000191";"15.270000458";"24.829999924";"172.8500061";"27.379999161";"771.19000244";"8.1199998856";"515.57000732";"2.0699999332";"0.8600000143";"1.2899999619";\N;"2004-03-18";\N
"235";"807";"8132";"4.5";"23";"56.680000305";"2.3099999428";"5.25";"31.280000687";"42.470001221";"6.7699999809";"563.91998291";"6.2100000381";"935.23999023";"2.4800000191";"1.1900000572";"1.6799999475";\N;"2004-03-18";\N
"236";"807";"8133";"0.5";"11";"48.13999939";"4.3800001144";"24.11000061";"37.740001678";"29.600000381";"32.330001831";"616.39001465";"7.7300000191";"1292.9100342";"3.3499999046";"2.3699998856";"3.2000000477";\N;"2004-03-19";\N
"237";"807";"8133";"1.5";"11";"114.16999817";"3.1700000763";"39.130001068";"39.349998474";"25.309999466";"33.979999542";"439.92001343";"10.979999542";"1140.3000488";"4.1700000763";"3.8599998951";"5.0300002098";\N;"2004-03-19";\N
"238";"807";"8133";"2.5";"11";"102.94000244";"2.1400001049";"38.25";"61.939998627";"21.020000458";"42.220001221";"443.04998779";\N;\N;\N;\N;\N;\N;"2004-03-19";\N
"239";"807";"8133";"3.5";"11";"128.99000549";"3.2599999905";"24.989999771";"57.099998474";"47.040000916";"30.680000305";"554.52001953";"9.8000001907";"1474.1300049";"3.7100000381";"3.1600000858";"4.25";\N;"2004-03-19";\N
"240";"807";"8133";"4.5";"11";"59.819999695";"3.2400000095";"18.510000229";"42.580001831";"59.909999847";"24.079999924";"523.19000244";\N;\N;\N;\N;\N;\N;"2004-03-19";\N
"241";"810";"8133";"0.5";"13.399999619";"91.259803772";"2.2549600601";"25.285499573";"39.35200119";"6.7249598503";"3.4710099697";"514.58001709";"7.8501801491";"1297.6800537";"4.5064301491";"7.1951198578";"8.0002498627";\N;"2004-07-16";\N
"242";"810";"8133";"1.5";"13.399999619";"119.55500031";"3.3033900261";"27.347700119";"79.688301086";"5.2953300476";"52.938999176";"232.38200378";"8.7382898331";"2718.8100586";"5.716050148";"7.6125397682";"8.8622102737";\N;"2004-07-16";\N
"243";"810";"8133";"2.5";"13.399999619";"190.96800232";"3.4508900642";"43.845199585";"78.074798584";"132.2460022";"2.6465399265";"219.32899475";"10.654700279";"1912.8699951";"4.284070015";"2.6570799351";"3.4780499935";\N;"2004-07-16";\N
"244";"810";"8133";"3.5";"13.399999619";"131.68200684";"2.9924600124";"33.534301758";"140.99899292";"7.0108799934";"3.4710099697";"195.57299805";"8.2374696732";"3396";"5.6804699898";"5.0237498283";"5.9765000343";\N;"2004-07-16";\N
"245";"807";"8134";"0.5";"36";"159.97999573";"21.329999924";"-0.050000001";"3.8599998951";"137.67999268";"10.069999695";"839.07000732";"23.180000305";"529.88000488";"3.0399999619";"6.3000001907";"7.7100000381";\N;"2004-03-19";\N
"246";"807";"8134";"1.5";"36";"123.15000153";"2.4300000668";"1.4199999571";"60.330001831";"43.61000061";"19.13999939";"862.03997803";"9.5";"1202.3000488";"3.0799999237";"9.6199998856";"9.0399999619";\N;"2004-03-19";\N
"247";"807";"8134";"2.5";"36";"50.38999939";"3.5599999428";"9.6700000763";"134.55000305";"83.349998474";"62.009998322";"697.84002686";"9.4099998474";"1683.9599609";"4.7600002289";"14.239999771";"12.800000191";\N;"2004-03-19";\N
"248";"807";"8134";"3.5";"36";"58.020000458";"34.950000763";"0.2399999946";"150.67999268";"77.059997559";"58.709999084";"688.44000244";"11";"2599.5900879";"5.3899998665";"15.340000153";"14.079999924";\N;"2004-03-19";\N
"249";"807";"8134";"4.5";"36";"50.840000153";"3.2999999523";"6.7300000191";"174.88000488";"40.459999084";"137.86000061";"509.88000488";"9.7100000381";"2213.3100586";"5.5399999619";"15.279999733";"13.699999809";\N;"2004-03-19";\N
"250";"810";"8135";"0.5";"28";"424.51800537";"6.5869197845";"20.571899414";"32.898200989";"154.83399963";"6.7688698769";"290.33499146";"15.102000237";"305.73999023";"2.2383899689";"0.9031389952";"1.514269948";\N;"2004-07-13";\N
"251";"810";"8135";"1.5";"28";"116.86100006";"3.4786400795";"19.393499374";"65.167198181";"285.21600342";"2.6465399265";"181.9980011";"6.7083201408";"711.09899902";"2.2117099762";"0.9146270156";"1.456799984";\N;"2004-07-13";\N
"252";"810";"8135";"2.5";"28";"173.0019989";"8.8991203308";"7.314909935";"97.436203003";"3490.1499023";"24.907100677";"222.98399353";"12.13710022";"1068.7700195";"3.3412799835";"1.5082099438";"2.2038400173";\N;"2004-07-13";\N
"253";"810";"8135";"3.5";"28";"65.659103394";"12.058300018";"4.3689098358";"60.326900482";"5246.8701172";"2.6465399265";"159.02600098";"10.995300293";"1512.2800293";"3.4746999741";"1.8107500076";"2.531140089";\N;"2004-07-13";\N
"254";"810";"8136";"0.5";"30.399999619";"54.879901886";"0.6905440092";"3.7797100544";"23.217500687";"576.2880249";"2.6465399265";"305.99798584";"4.2643399239";"1183.2199707";"2.585269928";"0.9529229999";"1.8390699625";\N;"2004-07-12";\N
"255";"810";"8136";"1.5";"30.399999619";"150.09700012";"11.653800011";"0.0382978991";"11.923399925";"4511.4702148";"6.7688698769";"890.23498535";"13.419199944";"1507.5100098";"3.9816699028";"1.5043799877";"3.0833001137";\N;"2004-07-12";\N
"256";"810";"8136";"2.5";"30.399999619";"415.98498535";"14.171600342";"0.5391169786";"36.125099182";"535.11401367";"39.747600555";"836.45800781";"12.657999992";"410.65701294";"2.6919999123";"0.6503869891";"1.5067700148";\N;"2004-07-12";\N
"257";"810";"8136";"3.5";"30.399999619";"339.63198853";"15.639499664";"0.5391169786";"44.192401886";"5491.0498047";"4.2954702377";"424.51699829";"19.20870018";"1655.3499756";"4.684319973";"1.4431099892";"3.9277698994";\N;"2004-07-12";\N
"258";"810";"8137";"0.5";"51";"185.57800293";"3.6934700012";"0.2445179969";"102.27700043";"17.590099335";"6.7688698769";"2502.5";"8.3176002502";"615.7199707";"2.6564199924";"2.3085899353";"2.481169939";\N;"2004-07-12";\N
"259";"810";"8137";"1.5";"51";"130.33500671";"2.4960000515";"0.2445179969";"76.461402893";"8.1545801163";"5.9444098473";"1345.25";"6.8485498428";"801.70800781";"2.4073801041";"1.5082099438";"1.6641800404";\N;"2004-07-12";\N
"260";"810";"8137";"2.5";"51";"585.75799561";"9.6628303528";"0.3918170035";"44.192401886";"56.475898743";"6.7688698769";"494.21798706";"25.258499146";"238.9750061";"2.2739698887";"1.4354499578";"2.0814199448";\N;"2004-07-12";\N
"261";"810";"8137";"3.5";"51";"433.95001221";"11.798199654";"1.1283199787";"45.805801392";"170.27400208";"11.71570015";"507.53100586";"26.647399902";"281.89599609";"2.9677200317";"1.5924600363";"2.5236399174";\N;"2004-07-12";\N
"262";"810";"8138";"0.5";"14.899999619";"157.73199463";"4.9968099594";"4.0743098259";"19.990600586";"15.87460041";"2.6465399265";"298.42800903";"8.5579900742";"238.9750061";"2.1049799919";"1.7341599464";"2.5011599064";\N;"2004-07-14";\N
"263";"810";"8138";"1.5";"14.899999619";"171.65499878";"5.3329200745";"6.4311099052";"47.419300079";"16.732299805";"4.2954702377";"521.36700439";"10.795000076";"610.95098877";"3.1722900867";"2.4885799885";"3.6904199123";\N;"2004-07-14";\N
