"idFluxoDifusivoInpe";"idCampanha";"idSitio";"profundidade";"CO2";"CO2_desvioPadrao";"CO2_amostras";"CH4";"CH4_desvioPadrao";"CH4_amostras";"dataMedida";"horaMedida"
"258";"1303";"13118";"3";"463.42199707";"50.7290000915527";"9";"28.104000092";"0.1152980029583";"9";"2005-03-19";"06:00:00"
"259";"1303";"13118";"3";"765.94897461";"99.9738998413086";"9";"28.108299255";"0.12973499298096";"9";"2005-03-19";"07:00:00"
"260";"1303";"13118";"3";"1001.0599976";"24.1424999237061";"9";"28.531700134";"0.03013269975781";"9";"2005-03-19";"08:00:00"
"261";"1303";"13118";"3";"962.93701172";"37.4001998901367";"9";"28.112800598";"0.24757200479507";"9";"2005-03-19";"09:00:00"
"262";"1303";"13118";"3";"845.08599854";"18.0123996734619";"9";"26.97480011";"0.33478599786758";"9";"2005-03-19";"10:00:00"
"263";"1303";"13118";"3";"827.8170166";"6.07232999801636";"9";"26.280700684";"0.13134899735451";"9";"2005-03-19";"11:00:00"
"264";"1307";"13118";"5";"1919.4499512";"223.36799621582";"7";"57.328601837";"1.44199001789093";"7";"2005-08-23";"11:00:00"
"265";"1307";"13118";"5";"2681.7099609";"184.649993896484";"7";"55.718799591";"0.0853182002902";"7";"2005-08-23";"12:00:00"
"266";"1307";"13118";"5";"3165.5800781";"108.128997802734";"7";"56.340801239";"0.46685901284218";"7";"2005-08-23";"13:00:00"
"267";"1307";"13118";"5";"3354.5600586";"15.393500328064";"7";"59.748600006";"1.56008005142212";"7";"2005-08-23";"14:00:00"
"268";"1307";"13118";"5";"3128.0400391";"124.531997680664";"7";"64.723197937";"0.96883797645569";"7";"2005-08-23";"15:00:00"
"269";"1307";"13118";"5";"2499.0500488";"207.996994018555";"7";"67.442901611";"0.90612399578094";"7";"2005-08-23";"16:00:00"
"270";"1307";"13118";"5";"1795.5";"214.580993652344";"7";"69.878501892";"0.46931201219559";"7";"2005-08-23";"17:00:00"
"271";"1307";"13118";"5";"1084.0200195";"165.671005249023";"7";"69.969200134";"0.14792400598526";"7";"2005-08-23";"18:00:00"
"272";"1307";"13118";"5";"650.74597168";"99.2129974365234";"7";"68.652900696";"0.8732950091362";"7";"2005-08-23";"19:00:00"
"273";"1307";"13118";"5";"428.61401367";"40.82080078125";"7";"64.380096436";"1.67352998256683";"7";"2005-08-23";"20:00:00"
"274";"1307";"13118";"5";"351.39898682";"5.60063982009888";"7";"59.064498901";"1.01578998565674";"7";"2005-08-23";"21:00:00"
"275";"1307";"13118";"5";"350.66500854";"1.31572997570038";"7";"56.980998993";"0.41667899489403";"7";"2005-08-23";"22:00:00"
"276";"1307";"13118";"5";"342.2460022";"5.8814902305603";"7";"56.791900635";"0.2339999973774";"7";"2005-08-23";"23:00:00"
"277";"1307";"13118";"5";"316.66699219";"7.65818023681641";"7";"58.107898712";"0.57948499917984";"7";"2005-08-24";"00:00:00"
"278";"1307";"13118";"5";"295.26098633";"3.10861992835999";"7";"60.115501404";"0.57275998592377";"7";"2005-08-24";"01:00:00"
"279";"1307";"13118";"5";"299.10998535";"5.58440017700195";"7";"62.835899353";"0.79059398174286";"7";"2005-08-24";"02:00:00"
"280";"1307";"13118";"5";"333.30200195";"12.0436000823975";"7";"61.409999847";"1.38794994354248";"7";"2005-08-24";"03:00:00"
"281";"1307";"13118";"5";"378.94100952";"12.3923997879028";"7";"56.79529953";"0.69490200281143";"7";"2005-08-24";"04:00:00"
"282";"1307";"13118";"5";"410.72799683";"6.83152008056641";"7";"56.128501892";"0.00958149973303";"7";"2005-08-24";"05:00:00"
"283";"1307";"13118";"5";"429.51098633";"4.60561990737915";"7";"57.561199188";"0.99692702293396";"7";"2005-08-24";"06:00:00"
"284";"1307";"13118";"5";"461.5880127";"18.0792007446289";"7";"61.943901062";"1.50179004669189";"7";"2005-08-24";"07:00:00"
"285";"1307";"13118";"5";"572.92901611";"53.4779014587402";"7";"64.880699158";"0.35653001070023";"7";"2005-08-24";"08:00:00"
"286";"1307";"13118";"5";"882.11602783";"119.208000183105";"7";"64.626998901";"0.64026099443436";"7";"2005-08-24";"09:00:00"
"287";"1307";"13118";"5";"1454.1500244";"188.626007080078";"7";"60.240100861";"1.5242600440979";"7";"2005-08-24";"10:00:00"
"288";"1307";"13118";"5";"2126.8400879";"219.042007446289";"7";"55.674999237";"1.27391004562378";"7";"2005-08-24";"11:00:00"
"289";"1307";"13118";"5";"2915.4399414";"198.738998413086";"7";"54.106098175";"1.00543999671936";"7";"2005-08-24";"12:00:00"
"290";"1307";"13118";"5";"3445.3000488";"122.25700378418";"7";"61.399101257";"3.09595990180969";"7";"2005-08-24";"13:00:00"
"291";"1307";"13118";"5";"3682.8500977";"29.1172008514404";"7";"71.393699646";"2.77643990516663";"7";"2005-08-24";"14:00:00"
"292";"1307";"13118";"5";"3618.9199219";"64.5133972167969";"7";"79.209602356";"1.37861001491547";"7";"2005-08-24";"15:00:00"
"293";"1307";"13118";"5";"3288.6101074";"133.712005615234";"7";"80.272697449";"0.97582799196243";"7";"2005-08-24";"16:00:00"
"294";"1307";"13118";"5";"2771.0500488";"183.393005371094";"7";"74.921798706";"1.75670003890991";"7";"2005-08-24";"17:00:00"
"295";"1307";"13118";"5";"2037.5300293";"210.123001098633";"7";"72.067901611";"0.49917098879814";"7";"2005-08-24";"18:00:00"
"296";"1307";"13118";"5";"1305.7399902";"176.035003662109";"7";"78.096603394";"2.79478001594543";"7";"2005-08-24";"19:00:00"
"297";"1307";"13118";"5";"840.07299805";"109.134002685547";"7";"88.53440094";"3.39552998542786";"7";"2005-08-24";"20:00:00"
"298";"1307";"13118";"5";"572.81298828";"38.2673988342285";"7";"95.139801025";"0.6934819817543";"7";"2005-08-24";"21:00:00"
"299";"1307";"13118";"5";"534.17797852";"12.4616003036499";"7";"87.723503113";"3.81592988967896";"7";"2005-08-24";"22:00:00"
"300";"1307";"13118";"5";"619.15600586";"36.434398651123";"7";"74.366203308";"3.77934002876282";"7";"2005-08-24";"23:00:00"
"301";"1307";"13118";"5";"762.11297607";"39.323600769043";"7";"65.70300293";"1.02258002758026";"7";"2005-08-25";"00:00:00"
"302";"1307";"13118";"5";"862.14001465";"19.3465003967285";"7";"65.432197571";"0.73271101713181";"7";"2005-08-25";"01:00:00"
"303";"1307";"13118";"5";"862.41699219";"19.3924007415771";"7";"69.789901733";"1.78203999996185";"7";"2005-08-25";"02:00:00"
"304";"1307";"13118";"5";"741.57897949";"41.2057991027832";"7";"73.435699463";"0.4335669875145";"7";"2005-08-25";"03:00:00"
"305";"1307";"13118";"5";"599.65802002";"35.0236015319824";"7";"72.447402954";"0.62114000320435";"7";"2005-08-25";"04:00:00"
"306";"1307";"13118";"5";"507.32800293";"20.5030002593994";"7";"74.983001709";"0.51454597711563";"7";"2005-08-25";"05:00:00"
"307";"1307";"13118";"5";"476.45199585";"5.92825984954834";"7";"74.804603577";"0.16249799728394";"7";"2005-08-25";"06:00:00"
"308";"1307";"13118";"5";"540.31799316";"29.1033000946045";"7";"76.657997131";"0.92839699983597";"7";"2005-08-25";"07:00:00"
"309";"1307";"13118";"5";"688.44299316";"66.4233016967773";"7";"78.088500977";"0.06648939847946";"7";"2005-08-25";"08:00:00"
"310";"1307";"13118";"5";"1041.3299561";"125.886001586914";"7";"79.73789978";"1.05824995040894";"7";"2005-08-25";"09:00:00"
"311";"1307";"13118";"5";"1523.2700195";"166.632995605469";"7";"81.279403687";"0.27210700511932";"7";"2005-08-25";"10:00:00"
"312";"1307";"13118";"5";"2120.9399414";"198.699005126953";"7";"78.717399597";"1.21396005153656";"7";"2005-08-25";"11:00:00"
"313";"1307";"13118";"5";"2863.3000488";"194.283004760742";"7";"74.989898682";"1.10521996021271";"7";"2005-08-25";"12:00:00"
"314";"1307";"13118";"5";"3483.9699707";"140.757995605469";"7";"70.591003418";"0.60608297586441";"7";"2005-08-25";"13:00:00"
"315";"1307";"13118";"5";"3840.6899414";"77.4106979370117";"7";"71.998001099";"0.88088899850845";"7";"2005-08-25";"14:00:00"
"316";"1307";"13118";"5";"3931.8898926";"37.4650993347168";"7";"73.763900757";"0.55121701955795";"7";"2005-08-25";"15:00:00"
"317";"1307";"13118";"5";"3575.3500977";"153.259002685547";"7";"78.182296753";"1.39776003360748";"7";"2005-08-25";"16:00:00"
"318";"1307";"13118";"5";"2951.3500977";"225.699005126953";"7";"79.929801941";"0.19897699356079";"7";"2005-08-25";"17:00:00"
"319";"1307";"13118";"5";"2071.9499512";"244.055999755859";"7";"80.954101562";"0.99930202960968";"7";"2005-08-25";"18:00:00"
"320";"1307";"13118";"5";"1350.6099854";"188.75";"7";"84.349197388";"0.82796597480774";"7";"2005-08-25";"19:00:00"
"321";"1307";"13118";"5";"867.18200684";"108.822998046875";"7";"87.426101685";"1.20378005504608";"7";"2005-08-25";"20:00:00"
"322";"1307";"13118";"5";"603.64697266";"39.1827011108398";"7";"91.206497192";"0.6335009932518";"7";"2005-08-25";"21:00:00"
"323";"1307";"13118";"5";"556.51098633";"11.2672004699707";"7";"89.63809967";"1.37856996059418";"7";"2005-08-25";"22:00:00"
"324";"1307";"13118";"5";"633.83300781";"33.3549995422363";"7";"84.515403748";"1.56405997276306";"7";"2005-08-25";"23:00:00"
"325";"1307";"13118";"5";"763.77001953";"32.4357986450195";"7";"80.39099884";"0.85399001836777";"7";"2005-08-26";"00:00:00"
"326";"1307";"13118";"5";"836.85101318";"11.3851003646851";"7";"77.776000977";"0.45728600025177";"7";"2005-08-26";"01:00:00"
"327";"1307";"13118";"5";"806.24298096";"28.242000579834";"7";"79.088996887";"0.99419397115707";"7";"2005-08-26";"02:00:00"
"328";"1307";"13118";"5";"670.17199707";"40.9161987304688";"7";"82.561897278";"0.79006397724152";"7";"2005-08-26";"03:00:00"
"329";"1307";"13118";"5";"556.49597168";"26.9060001373291";"7";"85.147399902";"0.95904499292374";"7";"2005-08-26";"04:00:00"
"330";"1307";"13118";"5";"500.12200928";"9.40752983093262";"7";"85.984596252";"0.94489699602127";"7";"2005-08-26";"05:00:00"
"331";"1307";"13118";"5";"495.70199585";"6.14016008377075";"7";"82.572402954";"0.32798001170158";"7";"2005-08-26";"06:00:00"
"332";"1307";"13118";"5";"545.94299316";"24.8852996826172";"7";"82.82610321";"0.12438300251961";"7";"2005-08-26";"07:00:00"
"333";"1307";"13118";"5";"677.98498535";"59.2052001953125";"7";"82.945701599";"0.05103110149503";"7";"2005-08-26";"08:00:00"
"334";"1307";"13118";"5";"1005.6300049";"122.972999572754";"7";"82.288299561";"0.86223602294922";"7";"2005-08-26";"09:00:00"
"335";"1307";"13118";"5";"1593.3699951";"195.938003540039";"7";"76.722198486";"1.86228001117706";"7";"2005-08-26";"10:00:00"
"336";"1307";"13118";"5";"2304.5800781";"234.619003295898";"7";"69.301002502";"2.53116989135742";"7";"2005-08-26";"11:00:00"
"337";"1307";"13118";"5";"3184.1000977";"237.95100402832";"7";"63.201499939";"0.49037599563599";"7";"2005-08-26";"12:00:00"
"338";"1307";"13118";"5";"3880.4199219";"178.638000488281";"7";"64.635299683";"1.14628005027771";"7";"2005-08-26";"13:00:00"
"339";"1307";"13118";"5";"4286.8398438";"71.7272033691406";"7";"70.723899841";"2.68062996864319";"7";"2005-08-26";"14:00:00"
"340";"1307";"13118";"5";"4309.2099609";"64.4504013061523";"7";"79.978500366";"1.87018001079559";"7";"2005-08-26";"15:00:00"
"341";"1307";"13118";"5";"3855.0800781";"177.783004760742";"7";"83.059799194";"0.18964199721813";"7";"2005-08-26";"16:00:00"
"342";"1307";"13118";"5";"3187.7099609";"222.399993896484";"7";"83.818901062";"1.18840003013611";"7";"2005-08-26";"17:00:00"
"343";"1307";"13118";"5";"2371";"218.477005004883";"7";"89.267501831";"1.21485996246338";"7";"2005-08-26";"18:00:00"
"344";"1307";"13118";"5";"1723.2399902";"173.660003662109";"7";"92.751701355";"1.19491004943848";"7";"2005-08-26";"19:00:00"
"345";"1307";"13118";"5";"1231.0600586";"130.128997802734";"7";"95.041099548";"0.54026502370834";"7";"2005-08-26";"20:00:00"
"346";"1307";"13118";"5";"822.29302979";"89.9710006713867";"7";"88.672897339";"2.53290009498596";"7";"2005-08-26";"21:00:00"
"347";"1307";"13118";"5";"621.57702637";"34.5662002563477";"7";"80.381500244";"2.62978005409241";"7";"2005-08-26";"22:00:00"
"348";"1307";"13118";"5";"580.60998535";"6.65047979354858";"7";"71.67489624";"2.47888994216919";"7";"2005-08-26";"23:00:00"
"349";"1307";"13118";"5";"645.54199219";"25.5298004150391";"7";"66.570503235";"0.36116901040077";"7";"2005-08-27";"00:00:00"
"350";"1307";"13118";"5";"723.49200439";"13.2555999755859";"7";"66.761199951";"0.48794999718666";"7";"2005-08-27";"01:00:00"
"351";"1307";"13118";"5";"720.00201416";"13.3222999572754";"7";"69.757102966";"1.117879986763";"7";"2005-08-27";"02:00:00"
"352";"1307";"13118";"5";"645.88897705";"24.6791000366211";"7";"71.571296692";"0.35350599884987";"7";"2005-08-27";"03:00:00"
"353";"1307";"13118";"5";"569.73400879";"21.2301998138428";"7";"69.775802612";"0.44416099786758";"7";"2005-08-27";"04:00:00"
"354";"1307";"13118";"5";"513.54901123";"13.1773996353149";"7";"68.893501282";"0.42672300338745";"7";"2005-08-27";"05:00:00"
"355";"1307";"13118";"5";"490.5249939";"2.79485988616943";"7";"67.773597717";"0.26470500230789";"7";"2005-08-27";"06:00:00"
"356";"1307";"13118";"5";"525.02801514";"20.2035999298096";"7";"70.392799377";"1.31910002231598";"7";"2005-08-27";"07:00:00"
"357";"1307";"13118";"5";"650.45001221";"61.548900604248";"7";"73.893600464";"0.5322949886322";"7";"2005-08-27";"08:00:00"
"358";"1307";"13118";"5";"982.28997803";"118.111999511719";"7";"74.869598389";"0.15373000502586";"7";"2005-08-27";"09:00:00"
"359";"1307";"13118";"5";"1496.5899658";"156.024002075195";"7";"74.570800781";"0.13744999468327";"7";"2005-08-27";"10:00:00"
"360";"1307";"13118";"5";"1984.2800293";"134.684005737305";"7";"75.826400757";"0.73639100790024";"7";"2005-08-27";"11:00:00"
"361";"1307";"13118";"5";"2326.8798828";"48.9618988037109";"7";"81.718399048";"2.40912008285522";"7";"2005-08-27";"12:00:00"
"362";"1307";"13118";"5";"2409.1799316";"4.04078006744385";"7";"90.435798645";"2.14603996276855";"7";"2005-08-27";"13:00:00"
"363";"1307";"13118";"5";"2384.3000488";"7.37150001525879";"7";"94.17590332";"0.21694900095463";"7";"2005-08-27";"14:00:00"
"364";"1307";"13118";"5";"2453.5700684";"38.9749984741211";"7";"91.379096985";"1.79087996482849";"7";"2005-08-27";"15:00:00"
"365";"1307";"13118";"5";"2550.5";"12.7122001647949";"7";"82.096603394";"3.74622988700867";"7";"2005-08-27";"16:00:00"
"366";"1307";"13118";"5";"2441.6101074";"78.5381011962891";"7";"70.337600708";"3.04674005508423";"7";"2005-08-27";"17:00:00"
"367";"1307";"13118";"5";"2004.8199463";"153.694000244141";"7";"64.082099915";"0.39170500636101";"7";"2005-08-27";"18:00:00"
"368";"1307";"13118";"5";"1412.4000244";"154.833999633789";"7";"68.717796326";"2.41870999336243";"7";"2005-08-27";"19:00:00"
"369";"1307";"13118";"5";"993.46099854";"99.282096862793";"7";"74.485496521";"0.92587697505951";"7";"2005-08-27";"20:00:00"
"370";"1307";"13118";"5";"741.44500732";"41.8809013366699";"7";"76.32749939";"0.19280399382114";"7";"2005-08-27";"21:00:00"
"371";"1307";"13118";"5";"654.27600098";"10.7952995300293";"7";"74.667800903";"1.19792997837067";"7";"2005-08-27";"22:00:00"
"372";"1307";"13118";"5";"629.74902344";"4.81486988067627";"7";"70.190002441";"1.31615996360779";"7";"2005-08-27";"23:00:00"
"373";"1307";"13118";"5";"620.04400635";"0.94180697202682";"7";"66.865402222";"0.64945501089096";"7";"2005-08-28";"00:00:00"
"374";"1307";"13118";"5";"627.73797607";"6.10337018966675";"7";"65.718803406";"0.26337099075317";"7";"2005-08-28";"01:00:00"
"375";"1307";"13118";"5";"659.559021";"12.5748996734619";"7";"67.76940155";"0.87505400180817";"7";"2005-08-28";"02:00:00"
"376";"1307";"13118";"5";"710.0289917";"17.8047008514404";"7";"69.451698303";"0.0746190994978";"7";"2005-08-28";"03:00:00"
"377";"1307";"13118";"5";"791.63702393";"25.9612998962402";"7";"68.011802673";"0.70383602380753";"7";"2005-08-28";"04:00:00"
"378";"1307";"13118";"5";"880.22998047";"28.3432006835938";"7";"64.663299561";"1.54671001434326";"7";"2005-08-28";"05:00:00"
"379";"1307";"13118";"5";"989.6619873";"31.5305995941162";"7";"59.791599274";"0.54124701023102";"7";"2005-08-28";"06:00:00"
"380";"1307";"13118";"5";"1052.1300049";"7.01221990585327";"7";"60.369998932";"0.4383180141449";"7";"2005-08-28";"07:00:00"
