"idNutrientesSedimento";"idCampanha";"idSitio";"profundidade";"batimetria";"N2";"PT";"TC";"dataMedida";"horaMedida"
"239";"807";"8132";"2.5";"23";"3.7123100758";"0.4846769869";"179.69999695";"2004-03-18";\N
"240";"807";"8132";"3.5";"23";"3.6794900894";"0.5041940212";"98.459999084";"2004-03-18";\N
"241";"807";"8132";"4.5";"23";"3.8230600357";"0.4812900126";"77.38999939";"2004-03-18";\N
"242";"807";"8133";"0.5";"11";"2.2027699947";"0.0440161005";"31.61000061";"2004-03-19";\N
"243";"807";"8133";"1.5";"11";"1.9730600119";"0.0381451994";"30.090000153";"2004-03-19";\N
"244";"807";"8133";"2.5";"11";"2.1904699802";"0.0420644991";"31.950000763";"2004-03-19";\N
"245";"807";"8133";"3.5";"11";"1.9525500536";"0.0426934995";"29.989999771";"2004-03-19";\N
"246";"807";"8133";"4.5";"11";"1.4931299686";"0.0352742001";"25.879999161";"2004-03-19";\N
"247";"810";"8133";"0.5";"13.399999619";"2.2027699947";"0.3724189997";"35.549999237";"2004-07-16";\N
"248";"810";"8133";"1.5";"13.399999619";"1.9730600119";"0.4009679854";"35.744998932";"2004-07-16";\N
"249";"810";"8133";"2.5";"13.399999619";"2.1904699802";"0.4196769893";"35.659999847";"2004-07-16";\N
"250";"810";"8133";"3.5";"13.399999619";"1.9525500536";"0.4269349873";"34.560001373";"2004-07-16";\N
"251";"807";"8134";"0.5";"36";"1.4110900164";"0.4333870113";"14.979999542";"2004-03-19";\N
"252";"807";"8134";"1.5";"36";"1.4767199755";"0.4114519954";"15.569999695";"2004-03-19";\N
"253";"807";"8134";"2.5";"36";"1.5177400112";"0.4427419901";"16.659999847";"2004-03-19";\N
"254";"807";"8134";"3.5";"36";"1.5136400461";"0.4261290133";"16.629999161";"2004-03-19";\N
"255";"807";"8134";"4.5";"36";"1.4275000095";"0.4258059859";"15.890000343";"2004-03-19";\N
"256";"810";"8135";"0.5";"28";"2.5432400703";"0.2012739927";"26.25";"2004-07-13";\N
"257";"810";"8135";"1.5";"28";"2.5719499588";"0.2177740037";"27.319999695";"2004-07-13";\N
"258";"810";"8135";"2.5";"28";"1.6777199507";"0.2854839861";"26.590000153";"2004-07-13";\N
"259";"810";"8135";"3.5";"28";"1.3536599874";"0.2633059919";"26.420000076";"2004-07-13";\N
"260";"810";"8136";"0.5";"30.399999619";"2.6006700993";"0.5277420282";"50.38999939";"2004-07-12";\N
"261";"810";"8136";"1.5";"30.399999619";"2.8590900898";"0.4991939962";"85.720001221";"2004-07-12";\N
"262";"810";"8136";"2.5";"30.399999619";"2.8508899212";"0.3003230095";"58.51499939";"2004-07-12";\N
"263";"810";"8136";"3.5";"30.399999619";"3.0559899807";"0.3101609945";"35.099998474";"2004-07-12";\N
"264";"810";"8137";"0.5";"51";"2.1289401054";"0.4930649996";"53.270000458";"2004-07-12";\N
"265";"810";"8137";"1.5";"51";"2.9288299084";"0.3340319991";"35.119998932";"2004-07-12";\N
"266";"810";"8137";"2.5";"51";"2.5760600567";"0.1841769964";"16.600000381";"2004-07-12";\N
"267";"810";"8137";"3.5";"51";"1.9238400459";"0.1979030073";"10.300000191";"2004-07-12";\N
"268";"810";"8138";"0.5";"14.899999619";"4.2209601402";"0.3787100017";"43.819999695";"2004-07-14";\N
"269";"810";"8138";"1.5";"14.899999619";"4.5163002014";"0.2014839947";"32.419998169";"2004-07-14";\N
"270";"810";"8138";"2.5";"14.899999619";"3.7123100758";"0.2080319971";"36.279998779";"2004-07-14";\N
"271";"810";"8138";"3.5";"14.899999619";"3.6794900894";"0.2375649959";"25.739999771";"2004-07-14";\N
"272";"810";"8139";"0.5";"46.5";"1.4110900164";"0.437902987";"16.309999466";"2004-07-16";\N
"273";"810";"8139";"1.5";"46.5";"1.4767199755";"0.4098390043";"15.710000038";"2004-07-16";\N
"274";"810";"8139";"2.5";"46.5";"1.5177400112";"0.3756450117";"15.43999958";"2004-07-16";\N
"275";"810";"8139";"3.5";"46.5";"1.5136400461";"0.2247579992";"13";"2004-07-16";\N
"276";"1004";"10071";"0.5";"21.600000381";"2.7415099144";"0.6291940212";"32.700000763";"2003-11-25";\N
"277";"1004";"10071";"1.5";"21.600000381";"1.685379982";"0.5843549967";"23.159999847";"2003-11-25";\N
"278";"1004";"10071";"2.5";"21.600000381";"1.0783100128";"0.446934998";"16.659999847";"2003-11-25";\N
"279";"1004";"10071";"3.5";"21.600000381";"0.7789319754";"0.2346940041";"13.399999619";"2003-11-25";\N
"280";"1004";"10071";"4.5";"21.600000381";"0.6819120049";"0.1466609985";"9.9799995422";"2003-11-25";\N
"281";"1004";"10072";"0.5";"45";"7.4998002052";"1.0824199915";"113.69999695";"2003-11-25";\N
"282";"1004";"10072";"1.5";"45";"6.1178002357";"0.389515996";"100.59999847";"2003-11-25";\N
"283";"1004";"10072";"2.5";"45";"2.9431099892";"0.1019349992";"36.220001221";"2003-11-25";\N
"284";"1004";"10072";"3.5";"45";"1.8335499763";"0.0782257989";\N;"2003-11-25";\N
"285";"1004";"10073";"0.5";"16";"1.277889967";"0.114289999";"31.020000458";"2003-11-25";\N
"286";"1004";"10073";"1.5";"16";"1.5717200041";"0.2522740066";"34.880001068";"2003-11-25";\N
"287";"1004";"10073";"2.5";"16";"0.9092159867";"0.2205969989";"16.739999771";"2003-11-25";\N
"288";"1004";"10073";"3.5";"16";"1.4965399504";"0.1272580028";\N;"2003-11-25";\N
"289";"1004";"10074";"1";"16.399999619";"2.4643099308";"0.4830650091";"25.590000153";"2003-11-26";\N
"290";"1004";"10074";"2.5";"16.399999619";"1.6243900061";"0.4930649996";"19.350000381";"2003-11-26";\N
"291";"1004";"10075";"0.5";"40.099998474";"7.1870398521";"0.3943549991";"112.80000305";"2003-11-26";\N
"292";"1004";"10075";"1.5";"40.099998474";"7.1254301071";"0.5467740297";"120.09999847";"2003-11-26";\N
"293";"1004";"10075";"2.5";"40.099998474";"7.0638198853";"0.624194026";\N;"2003-11-26";\N
"294";"1004";"10076";"0.5";"14.300000191";"0.9009000063";"0.1000970006";"28.25";"2003-11-26";\N
"295";"1004";"10076";"1.5";"14.300000191";"1.9625799656";"0.4498389959";"26.120000839";"2003-11-26";\N
"296";"1004";"10076";"2.5";"14.300000191";"2.1621599197";"0.2970809937";\N;"2003-11-26";\N
"297";"1004";"10077";"0.5";"8.3000001907";"2.4604399204";"0.4179030061";"10.520000458";"2003-11-26";\N
"298";"1004";"10077";"1.5";"8.3000001907";"0.4983719885";"0.0563065";"1.6200000048";"2003-11-26";\N
"299";"1004";"10077";"2.5";"8.3000001907";"0.3936240077";"0.0464515984";"33.209999084";"2003-11-26";\N
"300";"1004";"10077";"3.5";"8.3000001907";"2.1220099926";"0.2320969999";"38.919998169";"2003-11-26";\N
"301";"1004";"10077";"4.5";"8.3000001907";"1.8092800379";"0.101726003";\N;"2003-11-26";\N
"302";"1004";"10078";"1";"16.299999237";"6.8709201813";"0.5134680271";"96.930000305";"2003-11-26";\N
"303";"1004";"10078";"2.5";"16.299999237";"5.2390799522";"0.3512899876";"87.430000305";"2003-11-26";\N
"304";"1004";"10078";"3.5";"16.299999237";"5.2612600327";"0.3946770132";"72.779998779";"2003-11-26";\N
"305";"1004";"10078";"4.5";"16.299999237";"6.2555799484";"0.2430649996";"92.88999939";"2003-11-26";\N
"306";"1007";"10099";"0.5";"2.5";\N;"0.0694032013";"0.8700000048";"2004-03-24";\N
"307";"1007";"10099";"1.5";"2.5";\N;"0.0713709965";"0.8700000048";"2004-03-24";\N
"308";"1007";"10099";"2.5";"2.5";\N;"0.053096801";"0.8700000048";"2004-03-24";\N
"309";"1007";"10099";"3.5";"2.5";\N;"0.0431451984";"0.8600000143";"2004-03-24";\N
"310";"1010";"10099";"0.5";"2.5";"0.0779379979";"0.0362257995";"0.1899999976";"2004-07-21";\N
"311";"1010";"10099";"1.5";"2.5";"0.0205099992";"0.0502903014";"0.200000003";"2004-07-21";\N
"312";"1010";"10099";"2.5";"2.5";"0.0369179994";"0.0052741901";"0.1899999976";"2004-07-21";\N
"313";"1010";"10099";"3.5";"2.5";"0.1107539982";"0.00729032";"0.1899999976";"2004-07-21";\N
"314";"1007";"10100";"0.5";"17.5";\N;"0.7227420211";"102.09999847";"2004-03-23";\N
"315";"1007";"10100";"1.5";"17.5";\N;"0.5033869743";"91.059997559";"2004-03-23";\N
"316";"1007";"10100";"2.5";"17.5";\N;"0.5283870101";"156.80000305";"2004-03-23";\N
"317";"1007";"10100";"3.5";"17.5";\N;"0.3714520037";"95.029998779";"2004-03-23";\N
"318";"1007";"10101";"0.5";"18.700000763";"3.9871399403";"0.638710022";"103.19999695";"2004-03-23";\N
"319";"1007";"10101";"1.5";"18.700000763";"0.4060980082";"0.2400320023";"27.659999847";"2004-03-23";\N
"320";"1007";"10101";"2.5";"18.700000763";"0.3896900117";"0.0886451975";"5.5700001717";"2004-03-23";\N
"321";"1007";"10101";"3.5";"18.700000763";"0.4184040129";"0.0746290013";"6.5799999237";"2004-03-23";\N
"322";"1010";"10101";"0.5";"17.5";"3.9871399403";"0.9593549967";"102.07499695";"2004-07-19";\N
"323";"1010";"10101";"1.5";"17.5";"0.4060980082";"0.2349350005";"26.76499939";"2004-07-19";\N
"324";"1010";"10101";"2.5";"17.5";"0.3896900117";"0.1537580043";"12.770000458";"2004-07-19";\N
"325";"1010";"10101";"3.5";"17.5";"0.4184040129";"0.1082260013";"8.0150003433";"2004-07-19";\N
"326";"1007";"10102";"0.5";"50.200000763";"1.2141900063";"0.1537899971";"36.209999084";"2004-03-22";\N
"327";"1007";"10102";"1.5";"50.200000763";"0.988582015";"0.1387580037";"22.219999313";"2004-03-22";\N
"328";"1007";"10102";"2.5";"50.200000763";"0.8409100175";"0.1295479983";"9.8000001907";"2004-03-22";\N
"329";"1007";"10102";"3.5";"50.200000763";"0.865522027";"0.0611934997";"8.2100000381";"2004-03-22";\N
"330";"1010";"10102";"0.5";"47";"1.2141900063";"1.5548399687";"136.8500061";"2004-07-20";\N
"331";"1010";"10102";"1.5";"47";"0.988582015";"0.9953230023";"114.30000305";"2004-07-20";\N
"332";"1010";"10102";"2.5";"47";"0.8409100175";"0.3933869898";"30.149999619";"2004-07-20";\N
"333";"1010";"10102";"3.5";"47";"0.865522027";"0.1202900037";"19.729999542";"2004-07-20";\N
"334";"1007";"10103";"0.5";"44";"3.2569899559";"0.5795159936";"62.63999939";"2004-03-22";\N
"335";"1007";"10103";"1.5";"44";"2.2848100662";"0.4454840124";"48.740001678";"2004-03-22";\N
"336";"1007";"10103";"2.5";"44";"1.9812699556";"0.4180650115";"34.25";"2004-03-22";\N
"337";"1007";"10103";"3.5";"44";"1.9320399761";"0.4269349873";"39.369998932";"2004-03-22";\N
"338";"1007";"10104";"0.5";"44";"5.4146399498";"0.6543549895";"91.470001221";"2004-03-22";\N
"339";"1007";"10104";"1.5";"44";"5.4720702171";"0.4793550074";"87.650001526";"2004-03-22";\N
"340";"1007";"10104";"2.5";"44";"3.7738399506";"0.5082259774";"63.959999084";"2004-03-22";\N
"341";"1007";"10104";"3.5";"44";"3.843569994";"0.6285480261";"54.009998322";"2004-03-22";\N
"342";"1007";"10105";"0.5";"23.299999237";"1.7105300426";"0.5054839849";"18.840000153";"2004-03-23";\N
"343";"1007";"10105";"1.5";"23.299999237";"2.0017800331";"0.5224189758";"19.5";"2004-03-23";\N
"344";"1007";"10105";"2.5";"23.299999237";"2.3791599274";"0.5274189711";"24.790000916";"2004-03-23";\N
"345";"1007";"10105";"3.5";"23.299999237";"2.1822600365";"0.5469350219";"26.5";"2004-03-23";\N
"346";"1007";"10106";"0.5";"14.199999809";"2.0879199505";"0.0625";"32.220001221";"2004-03-24";\N
"347";"1007";"10106";"1.5";"14.199999809";"2.0263900757";"0.0528547987";"27.120000839";"2004-03-24";\N
"348";"1007";"10106";"2.5";"14.199999809";"1.7023299932";"0.0598709993";"22.620000839";"2004-03-24";\N
"349";"1007";"10106";"3.5";"14.199999809";"1.7679599524";"0.063241899";"32.569999695";"2004-03-24";\N
"350";"1007";"10107";"0.5";"8.6999998093";"1.5751700401";"0.0663226023";"18.040000916";"2004-03-24";\N
"351";"1007";"10107";"1.5";"8.6999998093";"1.3987799883";"0.0693709999";"15.829999924";"2004-03-24";\N
"352";"1007";"10107";"2.5";"8.6999998093";"1.4438999891";"0.0683386996";"17.5";"2004-03-24";\N
"353";"1007";"10107";"3.5";"8.6999998093";"1.8007800579";"0.0678064972";"30.36000061";"2004-03-24";\N
"354";"1007";"10108";"0.5";"18.600000381";"2.0838201046";"0.5412899852";"58.099998474";"2004-03-23";\N
"355";"1007";"10108";"1.5";"18.600000381";"3.2939100266";"0.5822579861";"51.419998169";"2004-03-23";\N
"356";"1007";"10108";"2.5";"18.600000381";"3.6384699345";"0.5758060217";"67.819999695";"2004-03-23";\N
"357";"1007";"10108";"3.5";"18.600000381";"2.5350399017";"0.3404839933";"69.800003052";"2004-03-23";\N
"358";"1010";"10109";"0.5";"24.700000763";"4.8239498138";"0.5969359875";"109.5";"2004-07-19";\N
"359";"1010";"10109";"1.5";"24.700000763";"1.8746099472";"0.2800650001";"37.174999237";"2004-07-19";\N
"360";"1010";"10109";"2.5";"24.700000763";"1.4890300035";"0.0380484015";"20.440000534";"2004-07-19";\N
"361";"1010";"10109";"3.5";"24.700000763";"1.3126399517";"0.2077900022";"21.430000305";"2004-07-19";\N
"362";"1010";"10110";"0.5";"42.5";"3.2569899559";"1.3811299801";"112.80000305";"2004-07-21";\N
"363";"1010";"10110";"1.5";"42.5";"2.2848100662";"0.7203230262";"61.599998474";"2004-07-21";\N
"364";"1010";"10110";"2.5";"42.5";"1.9812699556";"0.516290009";"29.01499939";"2004-07-21";\N
"365";"1010";"10110";"3.5";"42.5";"1.9320399761";"0.5433869958";"57.259998322";"2004-07-21";\N
"366";"1010";"10111";"0.5";"41.5";"5.4146399498";"0.4104839861";"48.080001831";"2004-07-21";\N
"367";"1010";"10111";"1.5";"41.5";"5.4720702171";"0.316516012";"43.169998169";"2004-07-21";\N
"368";"1010";"10111";"2.5";"41.5";"3.7738399506";"0.1343709975";"29.840000153";"2004-07-21";\N
"369";"1010";"10111";"3.5";"41.5";"3.843569994";"0.0153548";"20.559999466";"2004-07-21";\N
"370";"1010";"10112";"0.5";"10.100000381";"1.7105300426";"0.6522579789";"27.760000229";"2004-07-19";\N
"371";"1010";"10112";"1.5";"10.100000381";"2.0017800331";"0.6548389792";"34.580001831";"2004-07-19";\N
"372";"1010";"10112";"2.5";"10.100000381";"2.3791599274";"0.6432260275";"49.040000916";"2004-07-19";\N
"373";"1010";"10112";"3.5";"10.100000381";"2.1822600365";"0.2753059864";"43.104999542";"2004-07-19";\N
"374";"1010";"10113";"0.5";"23";"2.0879199505";"0.170532003";"9.0500001907";"2004-07-20";\N
"375";"1010";"10113";"1.5";"23";"2.0263900757";"0.207468003";"8.1499996185";"2004-07-20";\N
"376";"1010";"10113";"2.5";"23";"1.7023299932";"0.136096999";"9.5900001526";"2004-07-20";\N
"377";"1010";"10113";"3.5";"23";"1.7679599524";"0.1560969949";"6.6500000954";"2004-07-20";\N
"378";"1010";"10114";"0.5";"10.399999619";"1.5751700401";"0.6698390245";"23.450000763";"2004-07-20";\N
"379";"1010";"10114";"1.5";"10.399999619";"1.3987799883";"0.6256449819";"23.620000839";"2004-07-20";\N
"380";"1010";"10114";"2.5";"10.399999619";"1.4438999891";"0.4995160103";"22.23500061";"2004-07-20";\N
"381";"1010";"10114";"3.5";"10.399999619";"1.8007800579";"0.6474189758";"21.420000076";"2004-07-20";\N
"382";"1010";"10115";"0.5";"16.700000763";"2.0838201046";"0.6050000191";"54.319999695";"2004-07-19";\N
"383";"1010";"10115";"1.5";"16.700000763";"3.2939100266";"0.2199030071";"27.559999466";"2004-07-19";\N
"384";"1010";"10115";"2.5";"16.700000763";"3.6384699345";"0.1509190053";"19.86000061";"2004-07-19";\N
"385";"1010";"10115";"3.5";"16.700000763";"2.5350399017";"0.131242007";"12.340000153";"2004-07-19";\N
"386";"1012";"10194";"0.5";"3";"0.1082239971";"0.0684354976";"0.9200000167";"2006-11-27";"16:56:00"
"387";"1012";"10194";"1.5";"3";"0.1129299998";"0.055532299";"1.8099999428";"2006-11-27";"16:56:00"
"388";"1012";"10194";"2.5";"3";"0.1599839926";"0.0848063976";"1.9400000572";"2006-11-27";"16:56:00"
"389";"1012";"10194";"3.5";"3";"0.1129299998";"0.0681935027";"2.5499999523";"2006-11-27";"16:56:00"
"390";"1014";"10194";"0.5";"2";"0.1390620023";"0.0563387014";"16.11000061";"2007-03-21";"11:00:00"
"391";"1014";"10194";"1.5";"2";"0.1390620023";"0.0455323011";"17";"2007-03-21";"11:00:00"
"392";"1014";"10194";"2.5";"2";"0.194686994";"0.0382741988";"18.659999847";"2007-03-21";"11:00:00"
"393";"1014";"10194";"3.5";"2";"0.1390620023";"0.0534355007";"18.559999466";"2007-03-21";"11:00:00"
"394";"1016";"10194";"0.5";"2.5";"0.0829752013";"0.0344946012";"0.5899999738";"2007-07-17";"16:30:00"
"395";"1016";"10194";"1.5";"2.5";"0.128233999";"0.0211612992";"0.5600000024";"2007-07-17";"16:30:00"
"396";"1016";"10194";"2.5";"2.5";"0.1093759984";"0.0301935002";"0.6899999976";"2007-07-17";"16:30:00"
"397";"1016";"10194";"3.5";"2.5";"0.1018330008";"0.0324515998";"0.4799999893";"2007-07-17";"16:30:00"
"398";"1012";"10195";"0.5";"28.299999237";"4.7618598938";"0.5760970116";"65.190002441";"2006-11-28";"09:10:00"
"399";"1012";"10195";"1.5";"28.299999237";"5.1618199348";"0.6420649886";"77.059997559";"2006-11-28";"09:10:00"
"400";"1012";"10195";"2.5";"28.299999237";"6.3569998741";"0.5836769938";"102.09999847";"2006-11-28";"09:10:00"
"401";"1012";"10195";"3.5";"28.299999237";"0.4846560061";"0.2122260034";"16.629999161";"2006-11-28";"09:10:00"
"402";"1012";"10196";"0.5";"16.5";"5.9570398331";"0.5863389969";"87.949996948";"2006-11-27";"08:47:00"
"403";"1012";"10196";"1.5";"16.5";"5.7735300064";"0.6651290059";"97.080001831";"2006-11-27";"08:47:00"
"404";"1012";"10196";"2.5";"16.5";"6.8604698181";"0.6581130028";"140.6000061";"2006-11-27";"08:47:00"
"405";"1012";"10196";"3.5";"16.5";"3.2232000828";"0.3664189875";"59.779998779";"2006-11-27";"08:47:00"
"406";"1014";"10196";"0.5";"18.600000381";"4.9282197952";"0.5750480294";"84.690002441";"2007-03-19";"08:55:00"
"407";"1014";"10196";"1.5";"18.600000381";"5.4310998917";"0.5985159874";"80.459999084";"2007-03-19";"08:55:00"
"408";"1014";"10196";"2.5";"18.600000381";"5.5693998337";"0.62964499";"100";"2007-03-19";"08:55:00"
"409";"1014";"10196";"3.5";"18.600000381";"7.1660399437";"0.5504519939";"126.90000153";"2007-03-19";"08:55:00"
"410";"1016";"10196";"0.5";"17.399999619";"3.4472401142";"1.2340699434";"70.430000305";"2007-07-16";"09:05:00"
"411";"1016";"10196";"1.5";"17.399999619";"4.8804497719";"1.3614499569";"82.480003357";"2007-07-16";"09:05:00"
"412";"1016";"10196";"2.5";"17.399999619";"6.0043897629";"1.1584999561";"113.69999695";"2007-07-16";"09:05:00"
"413";"1016";"10196";"3.5";"17.399999619";"3.9752700329";"1.1994700432";"64.599998474";"2007-07-16";"09:05:00"
"414";"1012";"10197";"0.5";"27.399999619";"8.4791297913";"0.9273059964";"87.559997559";"2006-11-27";"09:27:00"
"415";"1012";"10197";"1.5";"27.399999619";"7.3639497757";"1.0466599464";"101";"2006-11-27";"09:27:00"
"416";"1012";"10197";"2.5";"27.399999619";"6.8698801994";"1.4984400272";"96.870002747";"2006-11-27";"09:27:00"
"417";"1012";"10197";"3.5";"27.399999619";"6.2675900459";"1.2438399792";"96.300003052";"2006-11-27";"09:27:00"
"418";"1014";"10197";"0.5";"27.399999619";"7.3168997765";"0.7954519987";"113.19999695";"2007-03-19";"09:20:00"
"419";"1014";"10197";"1.5";"27.399999619";"5.7076897621";"0.7954519987";"84.13999939";"2007-03-19";"09:20:00"
"420";"1014";"10197";"2.5";"27.399999619";"5.9339799881";"0.7698060274";"84.790000916";"2007-03-19";"09:20:00"
"421";"1014";"10197";"3.5";"27.399999619";"5.2425198555";"0.6669840217";"100.30000305";"2007-03-19";"09:20:00"
"422";"1016";"10197";"0.5";"26.200000763";"5.6951198578";"1.5662900209";"79.199996948";"2007-07-16";"09:30:00"
"423";"1016";"10197";"1.5";"26.200000763";"5.2928099632";"1.9084700346";"80.989997864";"2007-07-16";"09:30:00"
"424";"1016";"10197";"2.5";"26.200000763";"5.1482300758";"2.7347500324";"29.770000458";"2007-07-16";"09:30:00"
"425";"1016";"10197";"3.5";"26.200000763";"5.4185299873";"2.6116499901";"87.790000916";"2007-07-16";"09:30:00"
"426";"1012";"10198";"0.5";"27.700000763";"1.2328100204";"0.00269355";"21.059999466";"2006-11-27";"10:00:00"
"427";"1012";"10198";"1.5";"27.700000763";"0.7952129841";"0.1038390025";"17.649999619";"2006-11-27";"10:00:00"
"428";"1012";"10198";"2.5";"27.700000763";"0.8234450221";"0.1115000024";"12.890000343";"2006-11-27";"10:00:00"
"429";"1012";"10198";"3.5";"27.700000763";"0.7105150223";"0.0973064974";"117.19999695";"2006-11-27";"10:00:00"
"430";"1014";"10198";"0.5";"30";"6.2608599663";"0.964902997";"99.319999695";"2007-03-19";"10:10:00"
"431";"1014";"10198";"1.5";"30";"6.2608599663";"0.964902997";"95.629997253";"2007-03-19";"10:10:00"
"432";"1014";"10198";"2.5";"30";"8.5426702499";"1.2783499956";"88.470001221";"2007-03-19";"10:10:00"
"433";"1014";"10198";"3.5";"30";"8.5426702499";"1.2783499956";"64.720001221";"2007-03-19";"10:10:00"
"434";"1016";"10198";"0.5";"28.700000763";"9.6930103302";"1.0835299492";"100";"2007-07-16";"10:45:00"
"435";"1016";"10198";"1.5";"28.700000763";"9.6930103302";"1.0835299492";"82.400001526";"2007-07-16";"10:45:00"
"436";"1016";"10198";"2.5";"28.700000763";"8.0712203979";"1.5037699938";"93.309997559";"2007-07-16";"10:45:00"
"437";"1016";"10198";"3.5";"28.700000763";"7.4300498962";"1.5225600004";"90.830001831";"2007-07-16";"10:45:00"
"438";"1012";"10199";"0.5";"11.600000381";"1.5245499611";"0.241903007";"20.270000458";"2006-11-27";"10:48:00"
"439";"1012";"10199";"1.5";"11.600000381";"1.7692300081";"0.1393229961";"11.210000038";"2006-11-27";"10:48:00"
"440";"1012";"10199";"2.5";"11.600000381";"1.6045399904";"0.1169029996";"9.1400003433";"2006-11-27";"10:48:00"
"441";"1012";"10199";"3.5";"11.600000381";"1.5292600393";"0.0972258002";"8.6499996185";"2006-11-27";"10:48:00"
"442";"1014";"10199";"0.5";"14";"0.5646479726";"0.168355003";"111.5";"2007-03-19";"10:54:00"
"443";"1014";"10199";"1.5";"14";"0.602290988";"0.2361769974";"80.38999939";"2007-03-19";"10:54:00"
"444";"1014";"10199";"2.5";"14";"0.5364159942";"0.1864189953";"85.910003662";"2007-03-19";"10:54:00"
"445";"1014";"10199";"3.5";"14";"0.5881749988";"0.1864189953";"97.720001221";"2007-03-19";"10:54:00"
"446";"1016";"10199";"0.5";"11.300000191";"0.7995790243";"0.1126450002";"10.239999771";"2007-07-16";"12:10:00"
"447";"1016";"10199";"1.5";"11.300000191";"0.8033509851";"0.0941774026";"13.93999958";"2007-07-16";"12:10:00"
"448";"1016";"10199";"2.5";"11.300000191";"0.7241470218";"0.0575645007";"8.4899997711";"2007-07-16";"12:10:00"
"449";"1016";"10199";"3.5";"11.300000191";"0.6675729752";"0.0689354986";"4.9000000954";"2007-07-16";"12:10:00"
"450";"1012";"10200";"0.5";"8.5";"0.7999179959";"0.1915809959";"20.850000381";"2006-11-27";"11:22:00"
"451";"1012";"10200";"1.5";"8.5";"0.9504910111";"0.2460969985";"25.709999084";"2006-11-27";"11:22:00"
"452";"1012";"10200";"2.5";"8.5";"0.5787640214";"0.2610160112";"24.930000305";"2006-11-27";"11:22:00"
"453";"1012";"10200";"3.5";"8.5";"0.5740590096";"0.2633549869";"33.990001678";"2006-11-27";"11:22:00"
"454";"1014";"10200";"0.5";"11";"1.3786799908";"0.2222259939";"11.369999886";"2007-03-19";"11:47:00"
"455";"1014";"10200";"1.5";"11";"1.7080600262";"0.2192420065";"7.5500001907";"2007-03-19";"11:47:00"
"456";"1014";"10200";"2.5";"11";"1.5057300329";"0.2296449989";"7.4000000954";"2007-03-19";"11:47:00"
"457";"1014";"10200";"3.5";"11";"1.1716400385";"0.1843229979";"9.1300001144";"2007-03-19";"11:47:00"
"458";"1016";"10200";"0.5";"6.0999999046";"0.275326997";"0.1466410011";"2.6900000572";"2007-07-16";"13:00:00"
"459";"1016";"10200";"1.5";"6.0999999046";"0.2602399886";"0.1443240047";"3.2200000286";"2007-07-16";"13:00:00"
"460";"1016";"10200";"2.5";"6.0999999046";"0.2904129922";"0.1351229995";"3.7000000477";"2007-07-16";"13:00:00"
"461";"1016";"10200";"3.5";"6.0999999046";"0.3205859959";"0.1334040016";"3.4600000381";"2007-07-16";"13:00:00"
"462";"1012";"10201";"0.5";"46.299999237";"7.1992602348";"1.058760047";"85.690002441";"2006-11-28";"08:09:00"
"463";"1012";"10201";"1.5";"46.299999237";"7.5286397934";"0.4892419875";"102.90000153";"2006-11-28";"08:09:00"
"464";"1012";"10201";"2.5";"46.299999237";"6.9639902115";"0.445773989";"100.30000305";"2006-11-28";"08:09:00"
"465";"1012";"10201";"3.5";"46.299999237";"2.3809299469";"0.2180320024";"43.779998779";"2006-11-28";"08:09:00"
"466";"1014";"10201";"0.5";"47";"15.386699677";"1.2148200274";"80.550003052";"2007-03-20";"16:12:00"
"467";"1014";"10201";"1.5";"47";"11.904700279";"1.114560008";"97.290000916";"2007-03-20";"16:12:00"
"468";"1014";"10201";"2.5";"47";"9.5754899979";"1.1325500011";"100.69999695";"2007-03-20";"16:12:00"
"469";"1014";"10201";"3.5";"47";"8.5638303757";"1.4820599556";"89.089996338";"2007-03-20";"16:12:00"
"470";"1016";"10201";"0.5";"47.5";"5.82502985";"1.4294199944";"97.339996338";"2007-07-18";"12:53:00"
"471";"1016";"10201";"1.5";"47.5";"4.4882001877";"1.4046900272";"58.849998474";"2007-07-18";"12:53:00"
"472";"1016";"10201";"2.5";"47.5";"1.4520699978";"1.1115700006";"23.850000381";"2007-07-18";"12:53:00"
"473";"1016";"10201";"3.5";"47.5";"1.278570056";"1.0130800009";"22.420000076";"2007-07-18";"12:53:00"
"474";"1012";"10202";"0.5";"41";"7.9144802094";"1.1506899595";"43.529998779";"2006-11-29";"11:42:00"
"475";"1012";"10202";"1.5";"41";"5.8347001076";"0.8777899742";"83.129997253";"2006-11-29";"11:42:00"
"476";"1012";"10202";"2.5";"41";"4.517179966";"0.7055320144";"73.930000305";"2006-11-29";"11:42:00"
"477";"1012";"10202";"3.5";"41";"2.9785199165";"0.6536769867";"15.270000458";"2006-11-29";"11:42:00"
"478";"1014";"10202";"0.5";"43.599998474";"6.0722799301";"1.5588400364";"109.5";"2007-03-21";"16:06:00"
"479";"1014";"10202";"1.5";"43.599998474";"6.0722799301";"1.5588400364";"118.30000305";"2007-03-21";"16:06:00"
"480";"1014";"10202";"2.5";"43.599998474";"6.8454499245";"1.857229948";"104.09999847";"2007-03-21";"16:06:00"
"481";"1014";"10202";"3.5";"43.599998474";"3.4510099888";"0.8604519963";"50.439998627";"2007-03-21";"16:06:00"
"482";"1016";"10202";"0.5";"42.700000763";"6.939740181";"1.6220300198";"103.59999847";"2007-07-17";"11:15:00"
"483";"1016";"10202";"1.5";"42.700000763";"6.939740181";"1.6220300198";"107.30000305";"2007-07-17";"11:15:00"
